gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2511503759	279						0.0e+00		KO:K07055	tRNA wybutosine-synthesizing protein 2 [EC:2.1.1.-]	EC:2.1.1.-	No
2511503764	371						0.0e+00		KO:K15566	tRNA (adenine9-N1/guanine9-N1)-methyltransferase [EC:2.1.1.218 2.1.1.221]		No
2511503766	888						0.0e+00		KO:K01873	valyl-tRNA synthetase [EC:6.1.1.9]	EC:6.1.1.9	No
2511503772	397						0.0e+00		KO:K06942			No
2511503773	426						0.0e+00		KO:K03265	peptide chain release factor subunit 1		No
2511503774	356	90.7	1	355	1	355	0.0e+00	647.1	KO:K06921			Yes
2511503775	640						0.0e+00		KO:K01887	arginyl-tRNA synthetase [EC:6.1.1.19]	EC:6.1.1.19	No
2511503777	189						0.0e+00		KO:K06384	stage II sporulation protein M		No
2511503780	419						0.0e+00		KO:K06935			No
2511503781	166						0.0e+00		KO:K07103			No
2511503782	177						0.0e+00		KO:K05569	multicomponent Na+:H+ antiporter subunit E		No
2511503783	84						0.0e+00		KO:K05570	multicomponent Na+:H+ antiporter subunit F		No
2511503784	132						0.0e+00		KO:K05571	multicomponent Na+:H+ antiporter subunit G		No
2511503786	235						0.0e+00		KO:K05566	multicomponent Na+:H+ antiporter subunit B		No
2511503787	118						0.0e+00		KO:K05567	multicomponent Na+:H+ antiporter subunit C		No
2511503788	495						0.0e+00		KO:K05568	multicomponent Na+:H+ antiporter subunit D		No
2511503789	624						0.0e+00		KO:K00342	NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]	EC:1.6.5.3	No
2511503790	297						0.0e+00		KO:K00337	NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]	EC:1.6.5.3	No
2511503791	194						0.0e+00		KO:K00331	NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]	EC:1.6.5.3	No
2511503792	199						0.0e+00		KO:K00332	NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]	EC:1.6.5.3	No
2511503793	394						0.0e+00		KO:K00333	NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]	EC:1.6.5.3	No
2511503794	226						0.0e+00		KO:K00338	NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]	EC:1.6.5.3	No
2511503796	137						0.0e+00		KO:K03552	holliday junction resolvase, archaea type		No
2511503798	267						0.0e+00		KO:K15888	tritrans,polycis-undecaprenyl-diphosphate synthase [geranylgeranyl-diphosphate specific] [EC:2.5.1.89]	EC:2.5.1.89	No
2511503799	314						0.0e+00		KO:K07504	hypothetical protein		No
2511503800	264						0.0e+00		KO:K07008	glutamine amidotransferase		No
2511503803	289						0.0e+00		KO:K05715	2-phosphoglycerate kinase [EC:2.7.2.-]	EC:2.7.2.-	No
2511503804	438	89.7	1	438	1	438	0.0e+00	792.7	KO:K05716	cyclic 2,3-diphosphoglycerate synthetase [EC:4.6.1.-]	EC:4.6.1.-	Yes
2511503807	430						0.0e+00		KO:K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	EC:6.1.1.22	No
2511503808	398	69.1	1	396	1	398	0.0e+00	571.6	KO:K01564			Yes
2511503810	411						0.0e+00		KO:K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.1]	EC:5.4.2.1	No
2511503819	621						0.0e+00		KO:K03738	aldehyde:ferredoxin oxidoreductase [EC:1.2.7.5]	EC:1.2.7.5	No
2511503822	393						0.0e+00		KO:K07244	mgtE-like transporter		No
2511503839	143						0.0e+00		KO:K01588	5-(carboxyamino)imidazole ribonucleotide mutase [EC:5.4.99.18]	EC:5.4.99.18	No
2511503842	438						0.0e+00		KO:K01945	phosphoribosylamine--glycine ligase [EC:6.3.4.13]	EC:6.3.4.13	No
2511503843	380						0.0e+00		KO:K06863	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.-]	EC:6.3.4.-	No
2511503844	169						0.0e+00		KO:K06966			No
2511503846	80						0.0e+00		KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	No
2511503847	223						0.0e+00		KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	No
2511503848	713						0.0e+00		KO:K01952	phosphoribosylformylglycinamidine synthase [EC:6.3.5.3]	EC:6.3.5.3	No
2511503849	331						0.0e+00		KO:K06863	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.-]	EC:6.3.4.-	No
2511503851	485						0.0e+00		KO:K00088	IMP dehydrogenase [EC:1.1.1.205]	EC:1.1.1.205	No
2511503852	307						0.0e+00		KO:K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	EC:6.3.5.2	No
2511503854	148	38.1	1	145	2	141	2.4e-17	89	KO:K07064			Yes
2511503855	188						0.0e+00		KO:K01951	GMP synthase (glutamine-hydrolysing) [EC:6.3.5.2]	EC:6.3.5.2	No
2511503867	451	64.3	5	445	9	445	0.0e+00	560.5	KO:K11529	glycerate 2-kinase [EC:2.7.1.165]	EC:2.7.1.165	Yes
2511503870	215						0.0e+00		KO:K07043			No
2511503874	142						0.0e+00		KO:K06929			No
2511503879	278	90.6	1	276	1	276	0.0e+00	500	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2511503881	223	89.7	1	223	1	223	0.0e+00	406.8	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2511503883	252	32.8	1	251	4	250	9.0e-33	141	KO:K01992	ABC-2 type transport system permease protein		Yes
2511503885	640	92.3	1	640	1	640	0.0e+00	1190.3	KO:K10844	DNA excision repair protein ERCC-2 [EC:3.6.4.12]	EC:3.6.4.12	Yes
2511503888	221	74.2	1	217	1	217	0.0e+00	341.3	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2511503892	348	96	1	348	1	348	0.0e+00	677.2	KO:K01179	endoglucanase [EC:3.2.1.4]	EC:3.2.1.4	Yes
2511503893	451	38.4	1	444	1	455	0.0e+00	263.1	KO:K06921			Yes
2511503894	236						0.0e+00		KO:K06206	sugar fermentation stimulation protein A		No
2511503895	49						0.0e+00		KO:K03059	DNA-directed RNA polymerase subunit P [EC:2.7.7.6]	EC:2.7.7.6	No
2511503896	86						0.0e+00		KO:K02921	large subunit ribosomal protein L37Ae		No
2511503897	67						0.0e+00		KO:K03154	sulfur carrier protein		No
2511503902	273						0.0e+00		KO:K03237	translation initiation factor 2 subunit 1		No
2511503903	59						0.0e+00		KO:K11130	H/ACA ribonucleoprotein complex subunit 3		No
2511503904	266						0.0e+00		KO:K07159			No
2511503905	221						0.0e+00		KO:K02007	cobalt/nickel transport system permease protein		No
2511503906	111	57.3	2	110	5	114	4.1e-30	131	KO:K02009	cobalt transport protein		Yes
2511503907	270						0.0e+00		KO:K02008	cobalt/nickel transport system permease protein		No
2511503908	269						0.0e+00		KO:K02006	cobalt/nickel transport system ATP-binding protein		No
2511503911	455						0.0e+00		KO:K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	EC:5.4.2.2	No
2511503911	455						0.0e+00		KO:K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	EC:5.4.2.8	No
2511503913	465						0.0e+00		KO:K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	EC:2.7.7.13	No
2511503913	465						0.0e+00		KO:K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	EC:5.3.1.8	No
2511503914	247						0.0e+00		KO:K07026	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	EC:3.1.3.70	No
2511503915	391	93.6	1	391	1	391	0.0e+00	750.4	KO:K05947	mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]	EC:2.4.1.217	Yes
2511503916	451						0.0e+00		KO:K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	EC:2.7.1.146	No
2511503916	451						0.0e+00		KO:K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	EC:2.7.1.147	No
2511503917	246						0.0e+00		KO:K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	EC:3.6.3.34	No
2511503918	346						0.0e+00		KO:K02015	iron complex transport system permease protein		No
2511503919	389						0.0e+00		KO:K02016	iron complex transport system substrate-binding protein		No
2511503920	301						0.0e+00		KO:K07321	CO dehydrogenase maturation factor		No
2511503922	656						0.0e+00		KO:K00198	carbon-monoxide dehydrogenase catalytic subunit [EC:1.2.99.2]	EC:1.2.99.2	No
2511503924	350						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	No
2511503924	350						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	No
2511503926	156	36.6	6	151	3	154	9.2e-20	97.1	KO:K08315	hydrogenase 3 maturation protease [EC:3.4.23.51]	EC:3.4.23.51	Yes
2511503929	207						0.0e+00		KO:K07090			No
2511503932	387						0.0e+00		KO:K07562	nonsense-mediated mRNA decay protein 3		No
2511503933	99						0.0e+00		KO:K09148	hypothetical protein		No
2511503934	196	96.9	1	196	1	196	0.0e+00	371.7	KO:K07721	ArsR family transcriptional regulator		Yes
2511503935	67						0.0e+00		KO:K02962	small subunit ribosomal protein S17e		No
2511503937	295						0.0e+00		KO:K01265	methionyl aminopeptidase [EC:3.4.11.18]	EC:3.4.11.18	No
2511503938	489						0.0e+00		KO:K03498	trk system potassium uptake protein TrkH		No
2511503939	182						0.0e+00		KO:K05873	adenylate cyclase, class 2 [EC:4.6.1.1]	EC:4.6.1.1	No
2511503940	187						0.0e+00		KO:K06974			No
2511503941	345	93	1	345	1	345	0.0e+00	652.1	KO:K01179	endoglucanase [EC:3.2.1.4]	EC:3.2.1.4	Yes
2511503942	200						0.0e+00		KO:K02984	small subunit ribosomal protein S3Ae		No
2511503944	476						0.0e+00		KO:K07463	archaea-specific RecJ-like exonuclease		No
2511503945	151						0.0e+00		KO:K02956	small subunit ribosomal protein S15		No
2511503946	138						0.0e+00		KO:K09736	hypothetical protein		No
2511503947	268						0.0e+00		KO:K07238	zinc transporter, ZIP family		No
2511503950	720						0.0e+00		KO:K03726	helicase [EC:3.6.4.-]	EC:3.6.4.-	No
2511503952	324						0.0e+00		KO:K02032	peptide/nickel transport system ATP-binding protein		No
2511503953	326	98.8	1	326	1	326	0.0e+00	650.6	KO:K02031	peptide/nickel transport system ATP-binding protein		Yes
2511503954	386						0.0e+00		KO:K02034	peptide/nickel transport system permease protein		No
2511503955	333						0.0e+00		KO:K02033	peptide/nickel transport system permease protein		No
2511503956	712	90.8	1	712	1	715	0.0e+00	1367.1	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
2511503958	109						0.0e+00		KO:K03105	signal recognition particle subunit SRP19		No
2511503960	254						0.0e+00		KO:K07442	tRNA (adenine57-N1/adenine58-N1)-methyltransferase [EC:2.1.1.219 2.1.1.220]		No
2511503965	292						0.0e+00		KO:K00528	ferredoxin--NADP+ reductase [EC:1.18.1.2]	EC:1.18.1.2	No
2511503966	479						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	No
2511503966	479						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	No
2511503968	126	53.2	2	125	5	128	2.6e-33	141.7	KO:K09132	hypothetical protein		Yes
2511503970	134						0.0e+00		KO:K02437	glycine cleavage system H protein		No
2511503972	283						0.0e+00		KO:K02528	16S rRNA (adenine1518-N6/adenine1519-N6)-dimethyltransferase [EC:2.1.1.182]	EC:2.1.1.182	No
2511503973	206						0.0e+00		KO:K07572	putative nucleotide binding protein		No
2511503974	122						0.0e+00		KO:K03051	DNA-directed RNA polymerase subunit F [EC:2.7.7.6]	EC:2.7.7.6	No
2511503975	98						0.0e+00		KO:K02889	large subunit ribosomal protein L21e		No
2511503976	385						0.0e+00		KO:K07583	tRNA pseudouridine synthase 10 [EC:5.4.99.-]	EC:5.4.99.-	No
2511503977	88						0.0e+00		KO:K07743	hypothetical protein		No
2511503981	214						0.0e+00		KO:K07732	riboflavin kinase, archaea type [EC:2.7.1.161]	EC:2.7.1.161	No
2511503982	191						0.0e+00		KO:K05982	deoxyribonuclease V [EC:3.1.21.7]	EC:3.1.21.7	No
2511503983	206						0.0e+00		KO:K07477	translin		No
2511503984	439						0.0e+00		KO:K09482	glutamyl-tRNA(Gln) amidotransferase subunit D [EC:6.3.5.7]	EC:6.3.5.7	No
2511503986	157	37.3	5	156	2	151	7.1e-20	97.4	KO:K07064			Yes
2511503987	628						0.0e+00		KO:K03330	glutamyl-tRNA(Gln) amidotransferase subunit E [EC:6.3.5.7]	EC:6.3.5.7	No
2511503994	331						0.0e+00		KO:K15429	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]		No
2511503995	432						0.0e+00		KO:K07133			No
2511503996	441						0.0e+00		KO:K03592	PmbA protein		No
2511503997	455						0.0e+00		KO:K03568	TldD protein		No
2511504003	108						0.0e+00		KO:K07062			No
2511504007	602						0.0e+00		KO:K00820	glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	EC:2.6.1.16	No
2511504008	985						0.0e+00		KO:K07151	dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.1.119]	EC:2.4.1.119	No
2511504011	224						0.0e+00		KO:K00939	adenylate kinase [EC:2.7.4.3]	EC:2.7.4.3	No
2511504013	571						0.0e+00		KO:K06200	carbon starvation protein		No
2511504015	330						0.0e+00		KO:K01551	arsenite-transporting ATPase [EC:3.6.3.16]	EC:3.6.3.16	No
2511504018	135	62.5	1	135	1	136	1.5e-44	179.1	KO:K07064			Yes
2511504022	339						0.0e+00		KO:K01939	adenylosuccinate synthase [EC:6.3.4.4]	EC:6.3.4.4	No
2511504023	310						0.0e+00		KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	No
2511504026	140						0.0e+00		KO:K04797	prefoldin alpha subunit		No
2511504027	217						0.0e+00		KO:K06953			No
2511504031	386						0.0e+00		KO:K00303	sarcosine oxidase, subunit beta [EC:1.5.3.1]	EC:1.5.3.1	No
2511504032	492						0.0e+00		KO:K00302	sarcosine oxidase, subunit alpha [EC:1.5.3.1]	EC:1.5.3.1	No
2511504045	446						0.0e+00		KO:K03655	ATP-dependent DNA helicase RecG [EC:3.6.4.12]	EC:3.6.4.12	No
2511504049	863	69.4	1	863	4	864	0.0e+00	1152.5	KO:K01090	protein phosphatase [EC:3.1.3.16]	EC:3.1.3.16	Yes
2511504050	655						0.0e+00		KO:K08884	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	EC:2.7.11.1	No
2511504058	447	34.9	3	447	2	472	0.0e+00	236.5	KO:K06921			Yes
2511504059	402						0.0e+00		KO:K07133			No
2511504060	388						0.0e+00		KO:K06944			No
2511504061	156						0.0e+00		KO:K03718	Lrp/AsnC family transcriptional regulator, regulator for asnA, asnC and gidA		No
2511504066	209						0.0e+00		KO:K01079	phosphoserine phosphatase [EC:3.1.3.3]	EC:3.1.3.3	No
2511504067	406						0.0e+00		KO:K07991	archaeal preflagellin peptidase FlaK [EC:3.4.23.52]		No
2511504073	98						0.0e+00		KO:K03056	DNA-directed RNA polymerase subunit L [EC:2.7.7.6]	EC:2.7.7.6	No
2511504074	211						0.0e+00		KO:K09742	hypothetical protein		No
2511504075	195						0.0e+00		KO:K07573	exosome complex component CSL4		No
2511504076	213						0.0e+00		KO:K09149	hypothetical protein		No
2511504078	626						0.0e+00		KO:K01868	threonyl-tRNA synthetase [EC:6.1.1.3]	EC:6.1.1.3	No
2511504081	221						0.0e+00		KO:K07174	Mn2+-dependent serine/threonine protein kinase [EC:2.7.1.-]	EC:2.7.1.-	No
2511504083	290						0.0e+00		KO:K03799	heat shock protein HtpX [EC:3.4.24.-]	EC:3.4.24.-	No
2511504084	355						0.0e+00		KO:K02010	iron(III) transport system ATP-binding protein [EC:3.6.3.30]	EC:3.6.3.30	No
2511504085	552						0.0e+00		KO:K02011	iron(III) transport system permease protein		No
2511504086	353						0.0e+00		KO:K02012	iron(III) transport system substrate-binding protein		No
2511504087	267						0.0e+00		KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	No
2511504088	348						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	No
2511504088	348						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	No
2511504089	335						0.0e+00		KO:K00809	deoxyhypusine synthase [EC:2.5.1.46]	EC:2.5.1.46	No
2511504090	385						0.0e+00		KO:K07133			No
2511504092	453	81.2	1	446	1	446	0.0e+00	762.7	KO:K06921			Yes
2511504093	424						0.0e+00		KO:K06932			No
2511504095	154						0.0e+00		KO:K03637	molybdenum cofactor biosynthesis protein C		No
2511504097	433	66.1	52	431	27	402	0.0e+00	534.6	KO:K01200	pullulanase [EC:3.2.1.41]	EC:3.2.1.41	Yes
2511504100	136						0.0e+00		KO:K03263	translation initiation factor 5A		No
2511504102	215	79.5	1	215	1	215	0.0e+00	364.4	KO:K07096			Yes
2511504103	627						0.0e+00		KO:K01322	prolyl oligopeptidase [EC:3.4.21.26]	EC:3.4.21.26	No
2511504106	137	64	1	136	6	141	0.0e+00	184.9	KO:K07064			Yes
2511504108	790						0.0e+00		KO:K01007	pyruvate, water dikinase [EC:2.7.9.2]	EC:2.7.9.2	No
2511504110	194	82.7	1	194	1	196	0.0e+00	309.3	KO:K09723	hypothetical protein		Yes
2511504111	249						0.0e+00		KO:K04802	proliferating cell nuclear antigen		No
2511504113	110						0.0e+00		KO:K03057	transcription elongation factor		No
2511504115	441	94.8	1	441	1	441	0.0e+00	846.7	KO:K00359	NADH oxidase [EC:1.6.-.-]	EC:1.6.-	Yes
2511504116	483						0.0e+00		KO:K01881	prolyl-tRNA synthetase [EC:6.1.1.15]	EC:6.1.1.15	No
2511504117	535						0.0e+00		KO:K00612	carbamoyltransferase [EC:2.1.3.-]	EC:2.1.3.-	No
2511504118	428						0.0e+00		KO:K03231	elongation factor 1-alpha		No
2511504119	102						0.0e+00		KO:K02946	small subunit ribosomal protein S10		No
2511504122	258						0.0e+00		KO:K07010	putative glutamine amidotransferase		No
2511504124	135						0.0e+00		KO:K07397	putative redox protein		No
2511504125	213						0.0e+00		KO:K05595	multiple antibiotic resistance protein		No
2511504129	308						0.0e+00		KO:K05966	triphosphoribosyl-dephospho-CoA synthase [EC:2.7.8.25]	EC:2.7.8.25	No
2511504133	166						0.0e+00		KO:K05520	protease I [EC:3.2.-.-]	EC:3.2.-	No
2511504134	375						0.0e+00		KO:K01866	tyrosyl-tRNA synthetase [EC:6.1.1.1]	EC:6.1.1.1	No
2511504135	166	95.2	1	166	4	169	0.0e+00	315.5	KO:K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein		Yes
2511504137	120						0.0e+00		KO:K09153	hypothetical protein		No
2511504138	177						0.0e+00		KO:K01493	dCMP deaminase [EC:3.5.4.12]	EC:3.5.4.12	No
2511504140	122						0.0e+00		KO:K07737	putative transcriptional regulator		No
2511504142	189						0.0e+00		KO:K06859	glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]	EC:5.3.1.9	No
2511504146	314						0.0e+00		KO:K00784	ribonuclease Z [EC:3.1.26.11]	EC:3.1.26.11	No
2511504149	205						0.0e+00		KO:K09154	hypothetical protein		No
2511504150	353	82.4	1	353	1	353	0.0e+00	595.5	KO:K02052	putative spermidine/putrescine transport system ATP-binding protein		Yes
2511504151	738						0.0e+00		KO:K02018	molybdate transport system permease protein		No
2511504153	271						0.0e+00		KO:K02074	zinc/manganese transport system ATP-binding protein		No
2511504154	273	95.2	1	273	1	273	0.0e+00	490.7	KO:K02075	zinc/manganese transport system permease protein		Yes
2511504155	230						0.0e+00		KO:K03470	ribonuclease HII [EC:3.1.26.4]	EC:3.1.26.4	No
2511504159	348	94	1	348	12	359	0.0e+00	655.6	KO:K01271	Xaa-Pro dipeptidase [EC:3.4.13.9]	EC:3.4.13.9	Yes
2511504161	87	86.2	1	87	1	87	3.8e-39	160.6	KO:K06218	RelE protein		Yes
2511504162	357						0.0e+00		KO:K06965	protein pelota		No
2511504166	247	48.3	14	245	14	237	0.0e+00	201.4	KO:K01090	protein phosphatase [EC:3.1.3.16]	EC:3.1.3.16	Yes
2511504168	73						0.0e+00		KO:K04758	ferrous iron transport protein A		No
2511504169	660						0.0e+00		KO:K04759	ferrous iron transport protein B		No
2511504171	413	88.9	1	413	1	413	0.0e+00	769.2	KO:K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	EC:2.7.7.13	Yes
2511504173	182						0.0e+00		KO:K03186	3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiX [EC:4.1.1.-]	EC:4.1.1.-	No
2511504175	169						0.0e+00		KO:K05873	adenylate cyclase, class 2 [EC:4.6.1.1]	EC:4.6.1.1	No
2511504183	460						0.0e+00		KO:K07133			No
2511504184	131						0.0e+00		KO:K09128	hypothetical protein		No
2511504185	386						0.0e+00		KO:K09123	hypothetical protein		No
2511504187	425	87	1	423	1	423	0.0e+00	708.4	KO:K01992	ABC-2 type transport system permease protein		Yes
2511504188	251	90.8	1	251	1	251	0.0e+00	450.7	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
2511504189	65						0.0e+00		KO:K07729	putative transcriptional regulator		No
2511504195	635						0.0e+00		KO:K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	EC:1.2.7.8	No
2511504200	183						0.0e+00		KO:K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	EC:3.5.1.-	No
2511504200	183						0.0e+00		KO:K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	EC:3.5.1.19	No
2511504201	442	74.6	65	442	1	375	0.0e+00	584.3	KO:K07496	putative transposase		Yes
2511504207	382	72.2	1	370	1	366	0.0e+00	554.7	KO:K06921			Yes
2511504211	589						0.0e+00		KO:K06174	ATP-binding cassette, sub-family E, member 1		No
2511504213	580						0.0e+00		KO:K00773	queuine tRNA-ribosyltransferase [EC:2.4.2.29]	EC:2.4.2.29	No
2511504214	209	85.2	1	209	1	209	0.0e+00	369.8	KO:K07450	putative resolvase		Yes
2511504215	460	81.6	2	413	3	414	0.0e+00	694.9	KO:K07496	putative transposase		Yes
2511504216	311						0.0e+00		KO:K03306	inorganic phosphate transporter, PiT family		No
2511504221	406						0.0e+00		KO:K00021	hydroxymethylglutaryl-CoA reductase (NADPH) [EC:1.1.1.34]	EC:1.1.1.34	No
2511504223	349						0.0e+00		KO:K00060	threonine 3-dehydrogenase [EC:1.1.1.103]	EC:1.1.1.103	No
2511504224	499						0.0e+00		KO:K01889	phenylalanyl-tRNA synthetase alpha chain [EC:6.1.1.20]	EC:6.1.1.20	No
2511504226	568						0.0e+00		KO:K01890	phenylalanyl-tRNA synthetase beta chain [EC:6.1.1.20]	EC:6.1.1.20	No
2511504227	259						0.0e+00		KO:K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	EC:2.1.1.148	No
2511504229	315						0.0e+00		KO:K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	EC:2.1.3.3	No
2511504230	249						0.0e+00		KO:K06167	PhnP protein		No
2511504231	154						0.0e+00		KO:K09122	hypothetical protein		No
2511504235	435						0.0e+00		KO:K07133			No
2511504239	187						0.0e+00		KO:K00952	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]	EC:2.7.7.1	No
2511504240	259						0.0e+00		KO:K09134	hypothetical protein		No
2511504241	178						0.0e+00		KO:K07254	tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206]	EC:2.1.1.206	No
2511504242	216						0.0e+00		KO:K06974			No
2511504243	719						0.0e+00		KO:K03168	DNA topoisomerase I [EC:5.99.1.2]	EC:5.99.1.2	No
2511504254	326						0.0e+00		KO:K15342	CRISP-associated protein Cas1		No
2511504255	178						0.0e+00		KO:K07464	putative RecB family exonuclease		No
2511504256	868						0.0e+00		KO:K07012			No
2511504262	232	98.7	1	232	1	232	0.0e+00	446	KO:K01905	acetyl-CoA synthetase (ADP-forming) [EC:6.2.1.13]	EC:6.2.1.13	Yes
2511504264	410						0.0e+00		KO:K03242	translation initiation factor 2 subunit 3		No
2511504265	138						0.0e+00		KO:K07158			No
2511504267	258						0.0e+00		KO:K09163	hypothetical protein		No
2511504271	239						0.0e+00		KO:K10773	endonuclease III [EC:4.2.99.18]	EC:4.2.99.18	No
2511504276	636						0.0e+00		KO:K07128			No
2511504285	154						0.0e+00		KO:K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	EC:2.5.1.78	No
