gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2510076642	314	71.2	3	310	4	316	0.0e+00	464.9	KO:K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37]	EC:2.1.1.37	Yes
2510076643	95	95.8	1	95	1	95	0.0e+00	186	KO:K09728	hypothetical protein		Yes
2510076644	130	93.7	1	127	1	126	0.0e+00	231.5	KO:K09731	hypothetical protein		Yes
2510076645	531	90.4	1	530	1	530	0.0e+00	969.9	KO:K01937	CTP synthase [EC:6.3.4.2]	EC:6.3.4.2	Yes
2510076650	130	90	1	130	4	133	0.0e+00	238.8	KO:K02995	small subunit ribosomal protein S8e		Yes
2510076652	351	85.5	1	351	1	351	0.0e+00	617.8	KO:K06943	nucleolar GTP-binding protein		Yes
2510076655	439	82.9	1	439	3	441	0.0e+00	755.7	KO:K03592	PmbA protein		Yes
2510076656	456	81.4	1	456	1	456	0.0e+00	775	KO:K03568	TldD protein		Yes
2510076658	292	77.7	1	292	24	315	0.0e+00	472.6	KO:K00852	ribokinase [EC:2.7.1.15]	EC:2.7.1.15	Yes
2510076659	273	81.3	1	273	1	273	0.0e+00	457.2	KO:K01992	ABC-2 type transport system permease protein		Yes
2510076660	267	82	1	267	1	267	0.0e+00	458.4	KO:K09686	antibiotic transport system permease protein		Yes
2510076661	342	83.4	17	342	5	329	0.0e+00	542.3	KO:K09687	antibiotic transport system ATP-binding protein		Yes
2510076664	171	89.5	1	171	6	176	0.0e+00	318.9	KO:K03136	transcription initiation factor TFIIE subunit alpha		Yes
2510076667	293	89.4	1	293	1	293	0.0e+00	535	KO:K03593	ATP-binding protein involved in chromosome partitioning		Yes
2510076668	315	96.2	1	314	1	314	0.0e+00	633.3	KO:K00170	pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2510076669	394	95.7	1	394	1	394	0.0e+00	751.5	KO:K00169	pyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2510076670	105	93.3	1	105	1	105	0.0e+00	219.2	KO:K00171	pyruvate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2510076671	320	92.6	10	320	1	311	0.0e+00	610.9	KO:K00170	pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2510076672	393	92.6	1	393	1	393	0.0e+00	751.1	KO:K00169	pyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2510076673	108	87.6	4	108	1	105	0.0e+00	212.2	KO:K00188	2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]	EC:1.2.7.7	Yes
2510076674	186	95.7	1	186	1	186	0.0e+00	345.9	KO:K00172	pyruvate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2510076675	324	82.2	5	324	8	327	0.0e+00	524.2	KO:K03306	inorganic phosphate transporter, PiT family		Yes
