gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2510076642	314	3	215	1.1e-38	119.6	TIGR00675	DNA-methyltransferase (dcm)
2510076645	531	1	525	0.0e+00	845.7	TIGR00337	CTP synthase
2510076650	130	1	127	9.7e-50	154.1	TIGR00307	ribosomal protein S8.e
2510076652	351	166	331	4.0e-23	68.1	TIGR00231	small GTP-binding protein domain
2510076657	115	42	92	4.8e-16	44.3	TIGR00778	alkylhydroperoxidase AhpD family core domain
2510076661	342	42	337	2.1e-102	328.4	TIGR01188	daunorubicin resistance ABC transporter ATP-binding subunit
2510076664	171	6	168	4.9e-54	168.3	TIGR00373	transcription factor E
2510076670	105	27	104	2.1e-37	113.3	TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
2510076673	108	31	107	1.2e-38	117.3	TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
2510076674	186	2	183	1.3e-83	265.1	TIGR02175	2-oxoacid:acceptor oxidoreductase, gamma subunit, pyruvate/2-ketoisovalerate family
2510076684	839	11	827	0.0e+00	1315.5	TIGR01243	AAA family ATPase, CDC48 subfamily
2510076684	839	524	807	1.6e-94	305.3	TIGR01241	ATP-dependent metalloprotease FtsH
2510076684	839	528	785	4.5e-97	313.4	TIGR01242	26S proteasome subunit P45 family
2510076687	400	180	316	6.6e-35	106.3	TIGR00177	molybdenum cofactor synthesis domain
2510076688	455	1	438	0.0e+00	537.2	TIGR00414	seryl-tRNA synthetase
2510076690	191	19	101	3.6e-14	39.3	TIGR01766	transposase, IS605 OrfB family, central region
2510076695	133	4	130	1.6e-57	179.8	TIGR03081	methylmalonyl-CoA epimerase
2510076696	319	12	312	0.0e+00	427.8	TIGR00750	LAO/AO transport system ATPase
2510076697	144	5	139	1.3e-63	199	TIGR00640	methylmalonyl-CoA mutase C-terminal domain
2510076699	185	1	178	2.0e-57	179.8	TIGR00172	MAF protein
2510076701	1207	283	354	4.3e-15	43.7	TIGR01445	intein N-terminal splicing region
2510076701	1207	854	877	4.7e-07	17.2	TIGR01443	intein C-terminal splicing region
2510076702	242	3	242	3.5e-100	320.3	TIGR01969	cell division ATPase MinD, archaeal
2510076704	480	2	370	1.5e-88	284	TIGR01536	asparagine synthase (glutamine-hydrolyzing)
2510076707	341	7	209	2.2e-70	222	TIGR00057	tRNA threonylcarbamoyl adenosine modification protein, Sua5/YciO/YrdC/YwlC family
2510076714	268	5	250	5.9e-99	316.3	TIGR01694	5'-deoxy-5'-methylthioadenosine phosphorylase
2510076720	448	3	428	0.0e+00	457.2	TIGR00959	signal recognition particle protein
2510076730	369	2	368	0.0e+00	458	TIGR00075	hydrogenase expression/formation protein HypD
2510076731	74	1	74	2.2e-32	97	TIGR00074	hydrogenase assembly chaperone HypC/HupF
2510076732	291	4	288	1.4e-71	226.6	TIGR00674	dihydrodipicolinate synthase
2510076738	511	8	506	2.1e-101	325.8	TIGR00284	dihydropteroate synthase-related protein
2510076741	253	1	250	6.4e-77	244.4	TIGR00010	hydrolase, TatD family
2510076751	318	231	317	2.6e-34	103.5	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2510076752	335	241	331	6.4e-30	89.4	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2510076754	254	5	254	7.1e-90	286.6	TIGR00552	NAD+ synthetase
2510076755	283	15	270	3.3e-59	186.4	TIGR00950	Carboxylate/Amino Acid/Amine Transporter
2510076756	440	132	439	0.0e+00	446.3	TIGR00653	glutamine synthetase, type I
2510076765	344	11	329	1.4e-63	201.2	TIGR00335	DNA primase, eukaryotic-type, small subunit, putative
2510076777	420	18	413	7.9e-84	267.9	TIGR01910	acetylornithine deacetylase or succinyl-diaminopimelate desuccinylase
2510076778	628	15	593	0.0e+00	824.2	TIGR00733	putative oligopeptide transporter, OPT family
2510076778	628	4	595	6.0e-124	401.9	TIGR00728	oligopeptide transporter, OPT superfamily
2510076780	453	1	442	0.0e+00	512.5	TIGR03990	phosphoglucosamine mutase
2510076791	455	1	446	7.0e-90	287.9	TIGR02095	glycogen/starch synthase, ADP-glucose type
2510076797	626	15	620	0.0e+00	723.2	TIGR03336	indolepyruvate ferredoxin oxidoreductase, alpha subunit
2510076799	226	1	225	3.5e-88	282.6	TIGR00290	MJ0570-related uncharacterized domain
2510076799	226	1	226	1.6e-91	293.3	TIGR00289	TIGR00289 family protein
2510076799	226	4	220	6.5e-95	304.1	TIGR03679	arCOG00187 universal archaeal metal-binding-domain/4Fe-4S-binding-domain containing ABC transporter, ATP-binding protein
