gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2510076642	314	1	307	SUPERFAMILY	SSF53335			
2510076643	95	4	85	SUPERFAMILY	SSF158372			
2510076645	531	290	531	ProSiteProfiles	PS51273	IPR017926	Glutamine amidotransferase	
2510076645	531	2	266	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2510076645	531	287	529	SUPERFAMILY	SSF52317			
2510076650	130	10	29	ProSitePatterns	PS01193	IPR018283	Ribosomal protein S8e, conserved site	GO:0003735|GO:0005622|GO:0005840|GO:0006412
2510076652	351	168	340	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2510076653	315	20	162	SUPERFAMILY	SSF47240	IPR009078	Ferritin-like superfamily	
2510076654	354	29	216	SMART	SM00729	IPR006638	Elongator protein 3/MiaB/NifB	GO:0003824|GO:0051536
2510076654	354	39	211	SUPERFAMILY	SSF102114			
2510076655	439	4	439	SUPERFAMILY	SSF111283			
2510076656	456	1	451	SUPERFAMILY	SSF111283			
2510076657	115	5	106	SUPERFAMILY	SSF69118			
2510076658	292	38	62	ProSitePatterns	PS00583	IPR002173	Carbohydrate/puine kinase, PfkB, conserved site	GO:0016773
2510076658	292	227	240	ProSitePatterns	PS00584	IPR002173	Carbohydrate/puine kinase, PfkB, conserved site	GO:0016773
2510076658	292	1	278	SUPERFAMILY	SSF53613			
2510076659	273	34	261	ProSiteProfiles	PS51012	IPR000412	ABC-2 transporter	GO:0005524|GO:0006810|GO:0016020|GO:0042626
2510076660	267	19	255	ProSiteProfiles	PS51012	IPR000412	ABC-2 transporter	GO:0005524|GO:0006810|GO:0016020|GO:0042626
2510076661	342	24	267	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2510076661	342	59	252	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2510076661	342	47	255	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2510076664	171	19	158	SMART	SM00531	IPR002853	Transcription factor TFIIE, alpha subunit	GO:0006367
2510076664	171	5	88	ProSiteProfiles	PS51344	IPR017919	Transcription factor TFE/TFIIEalpha HTH domain	GO:0043565
2510076664	171	6	87	SUPERFAMILY	SSF46785			
2510076667	293	147	163	ProSitePatterns	PS01215	IPR000808	Mrp, conserved site	GO:0005524
2510076667	293	19	267	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2510076668	315	12	307	SUPERFAMILY	SSF52518			
2510076669	394	252	371	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
2510076669	394	4	251	SUPERFAMILY	SSF52518			
2510076670	105	44	73	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2510076670	105	74	103	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2510076670	105	53	64	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2510076670	105	83	94	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2510076670	105	26	102	SUPERFAMILY	SSF54862			
2510076671	320	26	317	SUPERFAMILY	SSF52518			
2510076672	393	254	376	SUPERFAMILY	SSF52922	IPR009014	Transketolase, C-terminal/Pyruvate-ferredoxin oxidoreductase, domain II	GO:0003824|GO:0008152
2510076672	393	1	251	SUPERFAMILY	SSF52518			
2510076673	108	47	76	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2510076673	108	77	106	ProSiteProfiles	PS51379	IPR017896	4Fe-4S ferredoxin-type, iron-sulphur binding domain	GO:0051536
2510076673	108	56	67	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2510076673	108	86	97	ProSitePatterns	PS00198	IPR017900	4Fe-4S ferredoxin, iron-sulphur binding, conserved site	
2510076673	108	35	106	SUPERFAMILY	SSF54862			
2510076674	186	1	181	SUPERFAMILY	SSF53323	IPR002869	Pyruvate-flavodoxin oxidoreductase, central domain	GO:0016491|GO:0055114
2510076676	424	164	411	ProSiteProfiles	PS51012	IPR000412	ABC-2 transporter	GO:0005524|GO:0006810|GO:0016020|GO:0042626
2510076677	249	4	235	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0005524|GO:0016887
2510076677	249	28	220	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2510076677	249	6	226	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2510076679	70	4	59	SMART	SM00530	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2510076679	70	5	59	ProSiteProfiles	PS50943	IPR001387	Cro/C1-type helix-turn-helix domain	GO:0043565
2510076679	70	3	65	SUPERFAMILY	SSF47413	IPR010982	Lambda repressor-like, DNA-binding domain	GO:0003677
2510076683	101	4	79	SUPERFAMILY	SSF50346	IPR011033	PRC-barrel-like	
2510076684	839	13	97	SMART	SM01073	IPR003338	CDC48, N-terminal subdomain	
2510076684	839	243	379	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2510076684	839	581	717	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
2510076684	839	347	365	ProSitePatterns	PS00674	IPR003960	ATPase, AAA-type, conserved site	GO:0005524
2510076684	839	685	703	ProSitePatterns	PS00674	IPR003960	ATPase, AAA-type, conserved site	GO:0005524
2510076684	839	115	199	SMART	SM01072	IPR004201	CDC48, domain 2	
2510076684	839	10	96	SUPERFAMILY	SSF50692	IPR009010	Aspartate decarboxylase-like domain	
2510076684	839	205	399	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2510076684	839	462	534	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2510076684	839	543	820	SUPERFAMILY	SSF52540	IPR027417	P-loop containing nucleoside triphosphate hydrolase	
2510076684	839	97	212	SUPERFAMILY	SSF54585			
2510076687	400	181	323	SUPERFAMILY	SSF53218	IPR001453	Molybdopterin binding domain	GO:0006777
2510076687	400	184	320	SMART	SM00852	IPR001453	Molybdopterin binding domain	GO:0006777
2510076687	400	6	179	SUPERFAMILY	SSF63882	IPR005110	MoeA, N-terminal and linker domain	GO:0032324
