gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2510076642	314	43.84	1	313	4	327	4.0e-71	261	COG0270	Site-specific DNA methylase	328
2510076643	95	52.13	1	93	1	90	1.0e-19	88.1	COG1849	Uncharacterized protein conserved in archaea	90
2510076644	130	63.48	1	115	1	115	1.0e-43	168	COG1885	Uncharacterized protein conserved in archaea	115
2510076645	531	69.3	2	530	1	530	0.0e+00	897	COG0504	CTP synthase (UTP-ammonia lyase)	533
2510076650	130	67.19	1	126	1	127	5.0e-37	146	COG2007	Ribosomal protein S8E	127
2510076652	351	57.31	1	333	1	334	8.0e-119	420	COG1084	Predicted GTPase	346
2510076653	315	28.48	2	161	4	168	9.0e-16	77.8	COG1633	Uncharacterized conserved protein	176
2510076654	354	33.66	3	352	1	404	4.0e-75	275	COG1625	Fe-S oxidoreductase, related to NifB/MoaA family	414
2510076655	439	27.99	9	439	14	454	7.0e-73	268	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	454
2510076656	456	35.7	1	456	1	453	4.0e-96	345	COG0312	Predicted Zn-dependent proteases and their inactivated homologs	454
2510076657	115	33.03	1	105	4	112	4.0e-15	73.5	COG0599	Uncharacterized homolog of gamma-carboxymuconolactone decarboxylase subunit	124
2510076658	292	30.65	3	286	1	310	7.0e-43	168	COG0524	Sugar kinases, ribokinase family	311
2510076661	342	44.03	21	338	2	293	9.0e-81	294	COG1131	ABC-type multidrug transport system, ATPase component	293
2510076664	171	45.1	16	168	15	166	1.0e-35	142	COG1675	Transcription initiation factor IIE, alpha subunit	176
2510076665	243	59.83	1	239	1	238	1.0e-79	289	COG4044	Uncharacterized protein conserved in archaea	247
2510076667	293	46.5	15	257	41	265	3.0e-56	212	COG0489	ATPases involved in chromosome partitioning	265
2510076668	315	41.03	5	310	1	292	5.0e-81	294	COG1013	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit	294
2510076669	394	37.1	2	370	1	359	4.0e-88	318	COG0674	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit	365
2510076670	105	60.67	18	105	2	90	2.0e-25	107	COG1144	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, delta subunit	91
2510076671	320	38.64	18	316	1	294	6.0e-76	277	COG1013	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit	294
2510076672	393	38.5	1	371	1	359	4.0e-93	335	COG0674	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit	365
2510076673	108	56.18	21	108	2	90	1.0e-26	111	COG1144	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, delta subunit	91
2510076674	186	47.12	1	180	2	191	2.0e-38	152	COG1014	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit	203
2510076675	324	42.28	5	320	1	324	1.0e-56	213	COG0306	Phosphate/sulphate permeases	326
2510076676	424	27.63	1	423	1	407	2.0e-43	170	COG1668	ABC-type Na+ efflux pump, permease component	407
2510076677	249	47.23	1	234	2	236	3.0e-65	241	COG1131	ABC-type multidrug transport system, ATPase component	293
2510076679	70	69.84	1	63	2	64	3.0e-20	90.3	COG1476	Predicted transcriptional regulators	68
2510076681	130	31.25	4	130	1	124	2.0e-14	71.5	COG4854	Predicted membrane protein	126
2510076683	101	26.92	1	78	3	77	2.0e-05	40.6	COG1873	Uncharacterized conserved protein	87
2510076684	839	52.2	227	814	1	493	2.0e-124	440	COG0464	ATPases of the AAA+ class	494
2510076687	400	46.93	1	399	1	402	6.0e-115	407	COG0303	Molybdopterin biosynthesis enzyme	404
2510076688	455	51	1	448	1	429	0.0e+00	550	COG0172	Seryl-tRNA synthetase	429
2510076692	122	56.48	9	116	1	105	2.0e-23	101	COG2023	RNase P subunit RPR2	105
2510076696	319	53.29	1	314	3	321	2.0e-109	388	COG1703	Putative periplasmic protein kinase ArgK and related GTPases of G3E family	323
2510076697	144	54.81	6	140	12	143	4.0e-40	156	COG2185	Methylmalonyl-CoA mutase, C-terminal domain/subunit (cobalamin-binding)	143
2510076698	216	37.61	1	216	2	227	7.0e-44	170	COG1387	Histidinol phosphatase and related hydrolases of the PHP family	237
2510076699	185	55.26	1	185	3	192	3.0e-63	234	COG0424	Nucleotide-binding protein implicated in inhibition of septum formation	193
2510076702	242	45	1	235	1	240	1.0e-56	212	COG0455	ATPases involved in chromosome partitioning	262
2510076703	251	19.72	7	210	8	217	3.0e-13	69.2	COG1100	GTPase SAR1 and related small G proteins	219
2510076704	480	32.4	1	463	1	468	6.0e-83	301	COG0367	Asparagine synthase (glutamine-hydrolyzing)	542
2510076705	390	30.66	4	363	2	335	2.0e-44	173	COG2247	Putative cell wall-binding domain	337
2510076706	355	28.87	1	344	2	381	2.0e-32	133	COG0438	Glycosyltransferase	381
2510076707	341	50	1	211	1	211	5.0e-67	248	COG0009	Putative translation factor (SUA5)	211
2510076711	235	61.67	8	230	2	228	4.0e-70	257	COG2413	Predicted nucleotidyltransferase	228
2510076713	519	19.8	44	333	92	352	4.0e-03	36.7	COG1520	FOG: WD40-like repeat	370
