gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2545869259	158	13	158	1.5e-35	109.2	TIGR00142	hydrogenase maturation protease HycI
2545869259	158	14	154	1.7e-34	106	TIGR00072	hydrogenase maturation protease
2545869261	165	27	162	1.1e-23	69.7	TIGR00100	hydrogenase nickel insertion protein HypA
2545869262	213	10	195	1.2e-63	201	TIGR01297	cation diffusion facilitator family transporter
2545869264	334	8	334	2.5e-92	295.6	TIGR00816	C4-dicarboxylate transporter/malic acid transport protein
2545869271	309	3	296	1.2e-101	325.7	TIGR02651	ribonuclease Z
2545869280	460	1	459	0.0e+00	517.6	TIGR01479	mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase
2545869284	455	2	450	0.0e+00	589.3	TIGR03990	phosphoglucosamine mutase
2545869285	266	11	196	9.3e-69	216.7	TIGR01166	cobalt transport protein ATP-binding subunit
2545869288	204	1	200	2.3e-23	69.2	TIGR00123	cobalamin biosynthesis protein CbiM
2545869289	266	3	266	5.2e-78	248	TIGR00162	TIGR00162 family protein
2545869306	215	14	215	1.4e-93	297.8	TIGR01028	ribosomal protein S7(archaeal)/S5(eukaryotic)
2545869307	147	9	147	5.9e-85	268.1	TIGR00982	ribosomal protein S23 (S12)
2545869308	145	1	145	5.2e-64	200.9	TIGR01952	NusA family KH domain protein, archaeal
2545869310	391	15	383	0.0e+00	502.9	TIGR02389	DNA-directed RNA polymerase, subunit A''
2545869311	902	2	891	0.0e+00	1415.1	TIGR02390	DNA-directed RNA polymerase subunit A'
2545869312	1120	519	1120	0.0e+00	1055.7	TIGR03670	DNA-directed RNA polymerase subunit B
2545869323	226	5	222	7.2e-50	155.8	TIGR00024	putative phosphoesterase, SbcD/Mre11-related
2545869330	493	3	487	0.0e+00	719.4	TIGR01311	glycerol kinase
2545869337	207	1	196	2.4e-62	196.2	TIGR00041	thymidylate kinase
2545869346	420	1	280	1.7e-116	376.3	TIGR02094	alpha-glucan phosphorylases
2545869348	573	3	573	0.0e+00	706.8	TIGR00463	glutamyl-tRNA synthetase, archaeal and eukaryotic family
2545869351	424	4	392	0.0e+00	472.1	TIGR04013	B12-binding domain/radical SAM domain protein, MJ_1487 family
2545869353	155	1	152	6.5e-49	152.1	TIGR02274	deoxycytidine triphosphate deaminase
2545869355	105	1	105	5.1e-46	141.6	TIGR03685	50S ribosomal protein L12P
2545869359	152	7	151	9.4e-56	174	TIGR00405	ribosomal protein L24p/L26e, archaeal
2545869360	61	3	61	7.2e-24	69.6	TIGR00327	protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
2545869361	373	26	370	0.0e+00	453	TIGR00065	cell division protein FtsZ
2545869363	335	1	326	2.9e-106	340.9	TIGR02122	TRAP transporter solute receptor, TAXI family
2545869365	774	36	763	0.0e+00	545	TIGR02123	TRAP transporter, 4TM/12TM fusion protein
2545869368	199	2	190	2.7e-75	238.3	TIGR03875	RNA ligase partner, MJ_0950 family
2545869371	719	6	666	0.0e+00	942.4	TIGR01057	DNA topoisomerase I, archaeal
2545869372	396	6	304	1.7e-81	260.2	TIGR02032	geranylgeranyl reductase family
2545869375	226	4	224	1.9e-90	288.4	TIGR02187	Glutaredoxin-like domain protein
2545869376	85	1	84	1.7e-16	46.5	TIGR01573	CRISPR-associated endoribonuclease Cas2
2545869378	340	18	340	0.0e+00	433.4	TIGR03641	CRISPR-associated endonuclease Cas1, subtype I-B/HMARI/TNEAP
2545869378	340	19	335	7.4e-99	317.8	TIGR00287	CRISPR-associated endonuclease Cas1
2545869380	75	3	45	2.7e-18	51.7	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
2545869381	170	12	170	5.6e-29	87.3	TIGR00372	CRISPR-associated protein Cas4
2545869382	727	13	207	1.4e-28	87.2	TIGR01596	CRISPR-associated endonuclease Cas3-HD
2545869382	727	244	587	8.2e-103	331.2	TIGR01587	CRISPR-associated helicase Cas3
2545869383	208	1	199	3.8e-61	193.4	TIGR01895	CRISPR-associated protein Cas5, subtype I-B/TNEAP
2545869383	208	1	44	3.2e-19	55.7	TIGR02593	CRISPR-associated protein Cas5, N-terminal domain
2545869384	361	10	276	2.1e-43	135.2	TIGR01875	CRISPR-associated autoregulator DevR family
2545869384	361	12	352	6.1e-85	272	TIGR02585	CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/TNEAP
2545869385	465	95	401	1.4e-86	276.6	TIGR01908	CRISPR-associated protein Cas8a1/Cst1, subtype I-B/TNEAP
2545869386	257	42	238	2.1e-50	158	TIGR01877	CRISPR-associated endoribonuclease Cas6
2545869391	1221	1	1219	0.0e+00	1478.9	TIGR01054	reverse gyrase
2545869398	406	2	207	4.4e-86	274.8	TIGR03128	3-hexulose-6-phosphate synthase
2545869398	406	219	406	1.5e-78	249.9	TIGR03127	6-phospho 3-hexuloisomerase
2545869400	214	1	192	8.9e-25	76.2	TIGR01428	2-haloalkanoic acid dehalogenase, type II
2545869400	214	1	207	2.9e-58	185.5	TIGR02253	HAD superfamily (subfamily IA) hydrolase, TIGR02253
2545869400	214	67	185	2.0e-18	55.4	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
