gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2545869256	131	26.13	1	109	363	473	6.0e-08	49.9	COG1007	NADH:ubiquinone oxidoreductase subunit 2 (chain N)	475
2545869258	193	35.94	1	188	5	188	1.0e-40	159	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	192
2545869259	158	32.69	11	158	2	155	1.0e-22	98.8	COG0680	Ni,Fe-hydrogenase maturation factor	160
2545869260	243	37.21	16	221	54	265	2.0e-39	156	COG0489	ATPases involved in chromosome partitioning	265
2545869261	165	31.62	27	162	1	115	2.0e-25	108	COG0375	Zn finger protein HypA/HybF (possibly regulating hydrogenase expression)	115
2545869262	213	43.52	2	194	12	204	1.0e-50	192	COG1230	Co/Zn/Cd efflux system component	296
2545869263	91	34.94	1	82	215	296	1.0e-15	74.5	COG1230	Co/Zn/Cd efflux system component	296
2545869264	334	36.94	1	333	2	316	6.0e-48	185	COG1275	Tellurite resistance protein and related permeases	329
2545869265	135	34.78	12	123	1	114	4.0e-22	96.9	COG1433	Uncharacterized conserved protein	121
2545869266	231	50.24	13	217	11	206	7.0e-60	223	COG2191	Formylmethanofuran dehydrogenase subunit E	206
2545869267	378	29.64	2	330	1	319	2.0e-47	183	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	319
2545869268	346	47.2	11	346	3	333	4.0e-59	222	COG0609	ABC-type Fe3+-siderophore transport system, permease component	334
2545869269	258	47.64	2	246	1	254	9.0e-76	277	COG1120	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components	258
2545869270	319	19.59	27	252	248	478	4.0e-04	39.2	COG4783	Putative Zn-dependent protease, contains TPR repeats	484
2545869271	309	42.86	1	297	1	292	2.0e-76	278	COG1234	Metal-dependent hydrolases of the beta-lactamase superfamily III	292
2545869272	226	41.67	1	219	8	228	1.0e-45	176	COG1916	Uncharacterized homolog of PrgY (pheromone shutdown protein)	388
2545869275	204	35.45	17	204	12	188	3.0e-13	68.9	COG1994	Zn-dependent proteases	230
2545869276	189	42.86	3	188	4	199	7.0e-48	183	COG2140	Thermophilic glucose-6-phosphate isomerase and related metalloenzymes	209
2545869277	79	38.57	6	75	1	70	4.0e-13	66.5	COG4809	Archaeal ADP-dependent phosphofructokinase/glucokinase	466
2545869278	58	36.84	2	53	137	193	3.0e-09	53.4	COG4809	Archaeal ADP-dependent phosphofructokinase/glucokinase	466
2545869279	155	44.3	1	154	307	462	2.0e-39	154	COG4809	Archaeal ADP-dependent phosphofructokinase/glucokinase	466
2545869280	460	49.11	1	323	2	333	3.0e-119	422	COG0836	Mannose-1-phosphate guanylyltransferase	333
2545869284	455	46.61	3	454	8	461	7.0e-124	437	COG1109	Phosphomannomutase	464
2545869285	266	48.07	1	228	3	235	2.0e-64	239	COG1122	ABC-type cobalt transport system, ATPase component	235
2545869286	219	26.87	1	219	20	246	9.0e-11	60.8	COG0619	ABC-type cobalt transport system, permease component CbiQ and related transporters	252
2545869288	204	36.82	1	199	1	201	7.0e-27	113	COG0310	ABC-type Co2+ transport system, permease component	204
2545869289	266	54.68	1	266	2	257	2.0e-82	299	COG2047	Uncharacterized protein (ATP-grasp superfamily)	258
2545869290	58	72.55	1	51	1	51	5.0e-15	72.7	COG2260	Predicted Zn-ribbon RNA-binding protein	59
2545869291	275	58.15	1	269	1	268	5.0e-86	311	COG1093	Translation initiation factor 2, alpha subunit (eIF-2alpha)	269
2545869292	65	66.67	1	65	2	67	4.0e-21	93	COG2051	Ribosomal protein S27E	67
2545869293	94	68.09	1	94	1	94	1.0e-26	111	COG1631	Ribosomal protein L44E	94
2545869295	193	44.56	1	192	107	297	6.0e-37	147	COG2431	Predicted membrane protein	297
2545869298	398	42.29	3	395	2	392	3.0e-96	345	COG0436	Aspartate/tyrosine/aromatic aminotransferase	393
2545869299	67	38.33	12	67	9	68	7.0e-07	45.6	COG2104	Sulfur transfer protein involved in thiamine biosynthesis	68
2545869302	416	50.25	6	407	3	402	0.0e+00	479	COG1602	Uncharacterized conserved protein	402
2545869303	373	29.57	1	363	37	435	4.0e-53	201	COG1524	Uncharacterized proteins of the AP superfamily	450
2545869305	199	24	112	186	184	257	1.0e-06	46.5	COG1449	Alpha-amylase/alpha-mannosidase	615
2545869306	215	38.73	43	215	1	148	3.0e-39	155	COG0049	Ribosomal protein S7	148
2545869307	147	43.48	10	147	1	124	4.0e-35	140	COG0048	Ribosomal protein S12	129
2545869308	145	26.03	1	145	42	183	4.0e-25	107	COG0195	Transcription elongation factor	190
2545869309	100	55.21	1	96	5	100	2.0e-30	124	COG1911	Ribosomal protein L30E	100
2545869310	391	38.9	50	385	403	747	8.0e-67	247	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	808
2545869311	902	36.53	5	888	4	802	0.0e+00	853	COG0086	DNA-directed RNA polymerase, beta' subunit/160 kD subunit	808
2545869312	1120	37.33	1	1120	1	1060	0.0e+00	1165	COG0085	DNA-directed RNA polymerase, beta subunit/140 kD subunit	1060
2545869313	82	62.5	1	80	1	80	5.0e-24	102	COG2012	DNA-directed RNA polymerase, subunit H, RpoH/RPB5	80
2545869318	501	56.4	4	498	1	494	0.0e+00	724	COG1003	Glycine cleavage system protein P (pyridoxal-binding), C-terminal domain	496
2545869319	446	47.48	1	446	8	448	0.0e+00	538	COG0403	Glycine cleavage system protein P (pyridoxal-binding), N-terminal domain	450
2545869321	227	21.65	3	220	6	229	8.0e-11	60.7	COG1011	Predicted hydrolase (HAD superfamily)	229
2545869323	226	45.41	4	224	10	235	1.0e-45	176	COG1407	Predicted ICC-like phosphoesterases	235
2545869325	235	35.5	7	227	43	272	7.0e-31	127	COG2339	Predicted membrane protein	274
2545869327	117	46.96	5	116	2	113	9.0e-29	118	COG3862	Uncharacterized protein with conserved CXXC pairs	117
2545869328	418	28.35	8	320	3	286	5.0e-23	102	COG0492	Thioredoxin reductase	305
2545869329	497	37.04	1	419	1	429	8.0e-104	371	COG0579	Predicted dehydrogenase	429
