gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
638172470	434	100	1	434	1	434	0.0e+00	876.7	KO:K09136	ribosomal protein S12 methylthiotransferase		Yes
638172471	366	100	1	366	1	366	0.0e+00	743.8	KO:K11996	adenylyltransferase and sulfurtransferase		Yes
638172473	267	100	1	267	1	267	0.0e+00	523.1	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
638172474	330	100	1	330	1	330	0.0e+00	656.8	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
638172479	329	100	1	329	1	329	0.0e+00	643.3	KO:K01505	1-aminocyclopropane-1-carboxylate deaminase [EC:3.5.99.7]	EC:3.5.99.7	Yes
638172482	267	100	1	267	1	267	0.0e+00	522.7	KO:K07503	hypothetical protein		Yes
638172484	128	100	1	128	1	128	0.0e+00	250.8	KO:K09135	hypothetical protein		Yes
638172485	242	100	1	242	1	242	0.0e+00	477.2	KO:K06869	uncharacterized protein		Yes
638172486	257	100	1	257	1	257	0.0e+00	527.7	KO:K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	EC:2.4.2.28	Yes
638172487	420	100	1	420	1	420	0.0e+00	822.4	KO:K10725	archaeal cell division control protein 6		Yes
638172488	613	100	1	613	1	613	0.0e+00	1222.2	KO:K02323	DNA polymerase II small subunit [EC:2.7.7.7]	EC:2.7.7.7	Yes
638172489	1263	100	1	1263	4	1266	0.0e+00	2531.5	KO:K02322	DNA polymerase II large subunit [EC:2.7.7.7]	EC:2.7.7.7	Yes
638172491	235	100	1	235	1	235	0.0e+00	459.1	KO:K04484	DNA repair protein RadB		Yes
638172494	450	100	1	450	1	450	0.0e+00	865.1	KO:K11529	glycerate 2-kinase [EC:2.7.1.165]	EC:2.7.1.165	Yes
638172495	263	100	1	263	1	263	0.0e+00	522.3	KO:K07008	glutamine amidotransferase		Yes
638172496	453	100	1	453	1	453	0.0e+00	897.5	KO:K07558	tRNA nucleotidyltransferase (CCA-adding enzyme) [EC:2.7.7.72]	EC:2.7.7.72	Yes
638172497	184	100	1	184	1	184	0.0e+00	358.6	KO:K01975	2'-5' RNA ligase [EC:6.5.1.-]	EC:6.5.1.-	Yes
638172501	304	100	1	304	1	304	0.0e+00	603.2	KO:K01733	threonine synthase [EC:4.2.3.1]	EC:4.2.3.1	Yes
638172505	322	100	1	322	1	322	0.0e+00	629.4	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
638172506	263	100	1	263	1	263	0.0e+00	506.5	KO:K09686	antibiotic transport system permease protein		Yes
638172509	153	95.4	1	153	1	153	0.0e+00	307.4	KO:K07101			Yes
638172512	247	100	1	247	1	247	0.0e+00	502.7	KO:K07045			Yes
638172513	817	100	1	817	1	817	0.0e+00	1606.7	KO:K01007	pyruvate, water dikinase [EC:2.7.9.2]	EC:2.7.9.2	Yes
638172518	240	100	1	240	1	240	0.0e+00	476.5	KO:K06920	queuosine biosynthesis protein QueC		Yes
638172519	301	100	1	301	1	301	0.0e+00	616.7	KO:K00558	DNA (cytosine-5-)-methyltransferase [EC:2.1.1.37]	EC:2.1.1.37	Yes
638172520	95	100	1	95	1	95	0.0e+00	190.7	KO:K03056	DNA-directed RNA polymerase subunit L [EC:2.7.7.6]	EC:2.7.7.6	Yes
638172521	219	100	1	219	1	219	0.0e+00	425.2	KO:K09742	hypothetical protein		Yes
638172522	197	100	1	197	1	197	0.0e+00	392.9	KO:K07573	exosome complex component CSL4		Yes
638172523	836	100	1	836	1	836	0.0e+00	1636.7	KO:K03725	archaea-specific helicase [EC:3.6.1.-]	EC:3.6.1.-	Yes
638172524	155	100	1	155	1	155	0.0e+00	296.2	KO:K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein		Yes
638172528	352	100	1	352	1	352	0.0e+00	697.6	KO:K00721	dolichol-phosphate mannosyltransferase [EC:2.4.1.83]	EC:2.4.1.83	Yes
638172529	227	100	1	227	1	227	0.0e+00	454.5	KO:K04795	fibrillarin-like pre-rRNA processing protein		Yes
638172530	402	100	1	402	1	402	0.0e+00	798.5	KO:K14564	nucleolar protein 56		Yes
638172531	183	100	1	183	1	183	0.0e+00	367.9	KO:K00793	riboflavin synthase [EC:2.5.1.9]	EC:2.5.1.9	Yes
638172532	354	100	1	354	1	354	0.0e+00	711.1	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:1.1.1.193	Yes
638172532	354	100	1	354	1	354	0.0e+00	711.1	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:3.5.4.26	Yes
638172533	157	100	1	157	1	157	0.0e+00	306.6	KO:K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	EC:2.5.1.78	Yes
638172534	390	99.7	1	390	1	390	0.0e+00	778.9	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:3.5.4.25	Yes
638172534	390	99.7	1	390	1	390	0.0e+00	778.9	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:4.1.99.12	Yes
638172538	243	73	1	241	1	241	0.0e+00	367.9	KO:K02008	cobalt/nickel transport system permease protein		Yes
638172539	260	100	1	260	1	260	0.0e+00	516.2	KO:K02006	cobalt/nickel transport system ATP-binding protein		Yes
638172542	570	100	1	570	1	570	0.0e+00	1150.6	KO:K07557	archaeosine tRNA-ribosyltransferase [EC:2.4.2.-]	EC:2.4.2.-	Yes
638172546	472	100	1	472	1	472	0.0e+00	992.6	KO:K01190	beta-galactosidase [EC:3.2.1.23]	EC:3.2.1.23	Yes
638172548	390	100	1	390	1	390	0.0e+00	774.6	KO:K00001	alcohol dehydrogenase [EC:1.1.1.1]	EC:1.1.1.1	Yes
638172550	235	100	1	235	1	235	0.0e+00	457.2	KO:K03524	BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	EC:6.3.4.15	Yes
638172551	302	100	1	302	1	302	0.0e+00	581.3	KO:K05715	2-phosphoglycerate kinase [EC:2.7.2.-]	EC:2.7.2.-	Yes
638172552	431	100	1	431	1	431	0.0e+00	848.2	KO:K05716	cyclic 2,3-diphosphoglycerate synthetase [EC:4.6.1.-]	EC:4.6.1.-	Yes
638172553	345	100	1	345	1	345	0.0e+00	679.9	KO:K15495	molybdate/tungstate transport system substrate-binding protein		Yes
638172554	263	100	1	263	1	263	0.0e+00	504.2	KO:K15496	molybdate/tungstate transport system permease protein		Yes
638172555	344	100	1	344	1	344	0.0e+00	666.4	KO:K15497	molybdate/tungstate transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	Yes
638172556	170	100	1	170	14	183	0.0e+00	347.1	KO:K07559	putative RNA 2'-phosphotransferase [EC:2.7.1.-]	EC:2.7.1.-	Yes
638172559	1355	99.6	1	1278	1	1278	0.0e+00	2488.8	KO:K06860	uncharacterized protein		Yes
638172560	214	100	1	214	1	214	0.0e+00	449.9	KO:K07050			Yes
638172563	333	100	1	333	1	333	0.0e+00	660.6	KO:K15429	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]		Yes
638172564	307	100	1	307	1	307	0.0e+00	617.8	KO:K03639	molybdenum cofactor biosynthesis protein		Yes
638172566	479	100	1	479	1	479	0.0e+00	941.8	KO:K04800	replication factor C large subunit		Yes
638172567	852	100	1	852	1	852	0.0e+00	1671	KO:K04801	replication factor C small subunit		Yes
638172572	257	100	1	257	1	257	0.0e+00	502.3	KO:K01916	NAD+ synthase [EC:6.3.1.5]	EC:6.3.1.5	Yes
638172574	145	100	1	145	1	145	0.0e+00	292	KO:K03635	molybdopterin synthase catalytic subunit [EC:2.-.-.-]	EC:2.-	Yes
638172581	373	100	1	373	1	373	0.0e+00	717.6	KO:K08971	putative membrane protein		Yes
638172583	189	100	1	189	1	189	0.0e+00	371.3	KO:K01628	L-fuculose-phosphate aldolase [EC:4.1.2.17]	EC:4.1.2.17	Yes
638172585	347	100	1	347	1	347	0.0e+00	699.1	KO:K02683	DNA primase [EC:2.7.7.-]	EC:2.7.7.-	Yes
