gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
638172469	277	21.18	80	273	4	178	1.0e-08	54.2	COG0778	Nitroreductase	207
638172470	434	21.68	64	399	63	376	8.0e-23	101	COG1944	Uncharacterized conserved protein	398
638172471	366	25.19	104	360	1	252	5.0e-24	105	COG0476	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	254
638172473	267	28.31	1	206	4	219	3.0e-32	132	COG1121	ABC-type Mn/Zn transport systems, ATPase component	254
638172474	330	38.31	23	329	6	292	8.0e-57	214	COG1131	ABC-type multidrug transport system, ATPase component	293
638172475	495	19.62	1	355	3	356	1.0e-07	51.3	COG1672	Predicted ATPase (AAA+ superfamily)	359
638172476	164	42.55	19	158	1	138	5.0e-34	137	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	138
638172477	230	48.94	1	224	2	235	1.0e-60	226	COG0476	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	254
638172479	329	50	8	324	2	322	4.0e-99	354	COG2515	1-aminocyclopropane-1-carboxylate deaminase	323
638172481	264	42.16	2	261	5	271	1.0e-64	240	COG1967	Predicted membrane protein	271
638172482	267	54.94	3	251	1	253	2.0e-81	295	COG1637	Predicted nuclease of the RecB family	253
638172483	249	30.86	33	202	9	182	7.0e-21	94.4	COG3316	Transposase and inactivated derivatives	215
638172484	128	60.66	3	120	1	122	2.0e-32	131	COG1935	Uncharacterized conserved protein	122
638172485	242	45.9	3	242	1	244	1.0e-68	252	COG1938	Archaeal enzymes of ATP-grasp superfamily	244
638172486	257	54.44	1	240	16	262	3.0e-88	317	COG0005	Purine nucleoside phosphorylase	262
638172487	420	51.82	21	404	1	366	2.0e-100	359	COG1474	Cdc6-related protein, AAA superfamily ATPase	366
638172488	613	46.62	138	610	31	481	0.0e+00	464	COG1311	Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B	481
638172489	1263	92.02	952	1189	1	238	1.0e-120	428	COG1933	Archaeal DNA polymerase II, large subunit	253
638172490	210	36.25	1	206	7	246	3.0e-33	135	COG2220	Predicted Zn-dependent hydrolases of the beta-lactamase fold	258
638172491	235	29.71	15	235	40	271	6.0e-49	187	COG0468	RecA/RadA recombinase	279
638172492	469	18.84	9	469	13	473	3.0e-66	246	COG1530	Ribonucleases G and E	487
638172494	450	46.77	17	449	5	421	0.0e+00	461	COG2379	Putative glycerate kinase	422
638172495	263	24.15	1	258	1	252	3.0e-29	122	COG0121	Predicted glutamine amidotransferase	252
638172496	453	47.7	1	449	1	443	0.0e+00	472	COG1746	tRNA nucleotidyltransferase (CCA-adding enzyme)	443
638172497	184	43.78	1	184	1	180	2.0e-46	178	COG1514	2'-5' RNA ligase	180
638172498	150	29.82	42	147	44	157	2.0e-07	48.5	COG0456	Acetyltransferases	177
638172500	365	44.31	4	346	2	339	8.0e-84	304	COG3367	Uncharacterized conserved protein	339
638172501	304	30.07	13	302	76	370	3.0e-41	162	COG0498	Threonine synthase	411
638172505	322	39.1	1	312	2	291	5.0e-71	261	COG1131	ABC-type multidrug transport system, ATPase component	293
638172508	196	25.84	7	194	23	231	7.0e-21	93.8	COG0491	Zn-dependent hydrolases, including glyoxylases	252
638172509	153	45.03	1	148	2	150	5.0e-30	123	COG2236	Predicted phosphoribosyltransferases	192
638172511	580	62.2	1	578	1	560	0.0e+00	812	COG1031	Uncharacterized Fe-S oxidoreductase	560
638172512	247	33.57	1	247	4	288	2.0e-47	182	COG2159	Predicted metal-dependent hydrolase of the TIM-barrel fold	293
638172513	817	45.53	2	797	1	740	0.0e+00	679	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	740
638172514	461	23.22	1	356	5	380	2.0e-28	120	COG1807	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	535
638172515	344	26.01	5	341	8	346	2.0e-16	80.3	COG1822	Predicted archaeal membrane protein	349
638172516	322	26.4	1	318	4	323	8.0e-34	137	COG1822	Predicted archaeal membrane protein	349
638172518	240	42.13	1	234	1	219	3.0e-63	234	COG0603	Predicted PP-loop superfamily ATPase	222
638172519	301	41.34	1	298	3	324	4.0e-71	261	COG0270	Site-specific DNA methylase	328
638172520	95	44.33	1	94	5	99	1.0e-19	87.7	COG1761	DNA-directed RNA polymerase, subunit L	99
638172521	219	51.92	3	209	1	204	1.0e-48	186	COG3286	Uncharacterized protein conserved in archaea	204
638172522	197	55.26	8	197	1	188	4.0e-63	234	COG1096	Predicted RNA-binding protein (consists of S1 domain and a Zn-ribbon domain)	188
638172523	836	65.94	1	829	1	830	0.0e+00	1173	COG1202	Superfamily II helicase, archaea-specific	830
638172524	155	31.54	1	149	3	148	4.0e-21	94	COG1522	Transcriptional regulators	154
638172525	111	54.55	1	110	1	110	3.0e-23	100	COG5625	Predicted transcription regulator containing HTH domain	113
638172526	122	23.21	1	111	9	119	8.0e-19	86	COG1917	Uncharacterized conserved protein, contains double-stranded beta-helix domain	131
638172527	551	24.22	20	444	1	435	3.0e-38	153	COG2234	Predicted aminopeptidases	435
