gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2501414482	71	3	26	1.3e-09	23.9	TIGR02537	archaeal flagellin N-terminal-like domain
2501414487	239	4	218	5.8e-52	162.2	TIGR00364	queuosine biosynthesis protein QueC
2501414489	78	3	45	6.0e-22	63.4	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
2501414492	300	4	299	8.9e-130	418.1	TIGR01037	dihydroorotate dehydrogenase (subfamily 1) family protein
2501414498	138	4	131	1.7e-35	108.2	TIGR02793	nickel-responsive transcriptional regulator NikR
2501414501	799	2	67	3.6e-19	57.5	TIGR00003	copper ion binding protein
2501414501	799	204	795	0.0e+00	591.5	TIGR01511	copper-(or silver)-translocating P-type ATPase
2501414501	799	223	794	0.0e+00	647.4	TIGR01525	heavy metal translocating P-type ATPase
2501414501	799	258	773	7.5e-108	349.5	TIGR01494	ATPase, P-type (transporting), HAD superfamily, subfamily IC
2501414505	105	27	104	8.5e-38	114.6	TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
2501414508	105	28	104	1.5e-36	110.7	TIGR02179	2-oxoacid:acceptor oxidoreductase, delta subunit, pyruvate/2-ketoisovalerate family
2501414509	185	1	182	1.0e-82	262.3	TIGR02175	2-oxoacid:acceptor oxidoreductase, gamma subunit, pyruvate/2-ketoisovalerate family
2501414511	427	185	348	2.1e-18	53.7	TIGR00231	small GTP-binding protein domain
2501414511	427	3	357	9.2e-98	314.3	TIGR03156	GTP-binding protein HflX
2501414514	112	1	112	2.7e-44	136.3	TIGR00264	alpha-NAC-related protein
2501414515	437	12	329	4.6e-88	282.3	TIGR00443	ATP phosphoribosyltransferase, regulatory subunit
2501414515	437	6	424	1.3e-127	413.1	TIGR00442	histidyl-tRNA synthetase
2501414516	444	11	438	0.0e+00	693.5	TIGR03326	ribulose bisphosphate carboxylase, type III
2501414519	115	7	115	1.4e-37	114.6	TIGR00332	desulfoferrodoxin ferrous iron-binding domain
2501414526	331	2	329	1.5e-100	322.7	TIGR01177	TIGR01177 family protein
2501414531	285	1	274	1.3e-71	227.5	TIGR00145	FTR1 family protein
2501414532	189	1	189	1.2e-78	249.2	TIGR03137	peroxiredoxin
2501414539	200	1	194	1.3e-65	207	TIGR03334	indolepyruvate ferredoxin oxidoreductase, beta subunit
2501414540	667	12	634	0.0e+00	650.7	TIGR03336	indolepyruvate ferredoxin oxidoreductase, alpha subunit
2501414542	474	20	463	0.0e+00	630.3	TIGR01980	FeS assembly protein SufB
2501414543	248	4	240	5.2e-91	290.4	TIGR01978	FeS assembly ATPase SufC
2501414545	363	2	361	7.9e-101	323.7	TIGR00342	tRNA sulfurtransferase ThiI
2501414557	334	194	326	8.2e-54	168.4	TIGR00357	methionine-R-sulfoxide reductase
2501414557	334	5	159	8.9e-61	191.8	TIGR00401	methionine-S-sulfoxide reductase
2501414559	110	26	108	4.8e-24	70.5	TIGR00411	small redox-active disulfide protein 1
2501414563	310	12	304	1.7e-111	358.3	TIGR01188	daunorubicin resistance ABC transporter ATP-binding subunit
2501414572	330	8	328	3.3e-90	288.6	TIGR00816	C4-dicarboxylate transporter/malic acid transport protein
2501414574	243	4	228	6.9e-49	152.5	TIGR01978	FeS assembly ATPase SufC
2501414586	364	6	341	1.4e-120	388.5	TIGR00832	arsenical-resistance protein
2501414587	196	35	193	3.1e-51	159.4	TIGR03605	SagB-type dehydrogenase domain
2501414588	570	7	565	0.0e+00	682.3	TIGR03710	2-oxoacid:acceptor oxidoreductase, alpha subunit
2501414589	294	22	291	2.9e-115	370.6	TIGR02177	2-oxoacid:acceptor oxidoreductase, beta subunit, pyruvate/2-ketoisovalerate family
2501414596	366	18	366	9.6e-109	349.7	TIGR01186	glycine betaine/L-proline transport ATP binding subunit
2501414608	116	12	30	8.3e-05	9.8	TIGR02595	PEP-CTERM protein-sorting domain
2501414618	65	2	59	1.2e-12	34.3	TIGR00305	putative toxin-antitoxin system toxin component, PIN family
2501414630	197	2	194	1.2e-54	171.1	TIGR01922	IMP cyclohydrolase
2501414632	219	1	218	3.4e-43	134	TIGR00081	phosphoribosylaminoimidazole-succinocarboxamide synthase
2501414633	430	3	426	0.0e+00	612.2	TIGR00190	thiamine biosynthesis protein ThiC
2501414634	252	3	250	1.2e-92	295.7	TIGR00292	thiazole biosynthesis enzyme
2501414635	275	19	267	1.7e-101	324.9	TIGR00694	hydroxyethylthiazole kinase
2501414636	204	8	198	1.1e-64	203.3	TIGR00693	thiamine-phosphate pyrophosphorylase
2501414637	430	5	247	3.3e-67	212.4	TIGR00097	phosphomethylpyrimidine kinase
2501414640	307	2	307	1.5e-128	414	TIGR02668	probable molybdenum cofactor biosynthesis protein A, archaeal
2501414656	833	13	821	0.0e+00	1283.2	TIGR01243	AAA family ATPase, CDC48 subfamily
2501414656	833	527	798	9.5e-95	305.7	TIGR01242	26S proteasome subunit P45 family
2501414661	408	1	408	0.0e+00	558.5	TIGR00533	3-hydroxy-3-methylglutaryl Coenzyme A reductase, hydroxymethylglutaryl-CoA reductase (NADP)
2501414664	629	4	628	0.0e+00	781	TIGR00134	glutamyl-tRNA(Gln) amidotransferase, subunit E
2501414666	439	31	434	0.0e+00	636	TIGR02153	glutamyl-tRNA(Gln) amidotransferase, subunit D
2501414666	439	92	430	0.0e+00	480.9	TIGR00519	L-asparaginase, type I
2501414668	378	6	378	0.0e+00	478.5	TIGR01213	tRNA pseudouridine(54/55) synthase
2501414675	1912	579	602	2.0e-10	27.9	TIGR01443	intein C-terminal splicing region
2501414675	1912	62	146	3.0e-18	53.8	TIGR01445	intein N-terminal splicing region
2501414677	225	2	211	1.3e-75	239.7	TIGR01351	adenylate kinase
