gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2501414487	239	40.08	1	236	2	222	4.0e-63	234	COG0603	Predicted PP-loop superfamily ATPase	222
2501414488	136	28.78	3	131	2	140	5.0e-09	53.6	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
2501414489	78	40	1	71	5	79	5.0e-05	39.6	COG2002	Regulators of stationary/sporulation gene expression	89
2501414492	300	44.52	3	300	1	309	2.0e-84	305	COG0167	Dihydroorotate dehydrogenase	310
2501414493	296	50.85	23	256	50	265	1.0e-55	209	COG0489	ATPases involved in chromosome partitioning	265
2501414494	248	49.61	2	248	1	256	2.0e-76	278	COG1120	ABC-type cobalamin/Fe3+-siderophores transport systems, ATPase components	258
2501414495	346	48.08	11	346	3	333	2.0e-60	226	COG0609	ABC-type Fe3+-siderophore transport system, permease component	334
2501414496	372	29.82	2	324	1	319	6.0e-48	185	COG0614	ABC-type Fe3+-hydroxamate transport system, periplasmic component	319
2501414497	230	53.17	13	217	11	206	3.0e-62	231	COG2191	Formylmethanofuran dehydrogenase subunit E	206
2501414498	138	46.97	1	131	2	133	4.0e-35	140	COG0864	Predicted transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain and a metal-binding domain	136
2501414499	192	32.81	1	188	5	188	2.0e-36	145	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	192
2501414500	106	26.73	8	104	27	127	9.0e-05	38.7	COG0526	Thiol-disulfide isomerase and thioredoxins	127
2501414501	799	48.35	71	796	2	709	0.0e+00	772	COG2217	Cation transport ATPase	713
2501414502	194	33.81	1	130	4	138	4.0e-17	81.6	COG1522	Transcriptional regulators	154
2501414503	331	38.39	5	321	1	291	1.0e-76	280	COG1013	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit	294
2501414504	394	38.98	2	370	1	359	1.0e-90	326	COG0674	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit	365
2501414505	105	62.92	18	105	2	90	8.0e-26	108	COG1144	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, delta subunit	91
2501414506	311	37.01	9	307	1	294	4.0e-73	268	COG1013	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, beta subunit	294
2501414507	395	38.5	5	375	1	361	4.0e-95	341	COG0674	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, alpha subunit	365
2501414508	105	56.18	18	105	2	90	1.0e-25	108	COG1144	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, delta subunit	91
2501414509	185	45.83	1	181	3	193	4.0e-36	144	COG1014	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit	203
2501414510	323	41.1	1	318	1	326	1.0e-56	213	COG0306	Phosphate/sulphate permeases	326
2501414511	427	42.86	1	416	6	411	3.0e-100	359	COG2262	GTPases	411
2501414514	112	51.22	1	112	1	122	4.0e-26	109	COG1308	Transcription factor homologous to NACalpha-BTF3	122
2501414515	437	45.31	3	436	2	429	1.0e-125	443	COG0124	Histidyl-tRNA synthetase	429
2501414516	444	53.39	7	444	5	429	0.0e+00	488	COG1850	Ribulose 1,5-bisphosphate carboxylase, large subunit	429
2501414517	362	33.18	149	357	16	229	7.0e-23	101	COG1814	Uncharacterized membrane protein	229
2501414519	115	60.87	1	115	23	126	7.0e-35	139	COG2033	Desulfoferrodoxin	126
2501414520	53	62.26	1	53	1	53	4.0e-15	73	COG1773	Rubredoxin	55
2501414521	171	55.81	4	171	1	166	4.0e-48	183	COG1592	Rubrerythrin	166
2501414524	152	51.05	9	151	16	157	6.0e-45	173	COG1225	Peroxiredoxin	157
2501414526	331	37.54	1	331	2	346	4.0e-71	261	COG1041	Predicted DNA modification methylase	347
2501414527	67	44.12	1	66	2	69	1.0e-09	54.6	COG2608	Copper chaperone	71
2501414528	125	22.83	3	123	11	136	1.0e-03	35.3	COG3439	Uncharacterized conserved protein	137
2501414529	140	33.58	8	139	4	137	1.0e-31	128	COG1832	Predicted CoA-binding protein	140
2501414531	285	37.33	1	269	6	304	1.0e-39	157	COG0672	High-affinity Fe2+/Pb2+ permease	383
2501414532	189	49.74	1	186	2	188	1.0e-61	228	COG0450	Peroxiredoxin	194
2501414533	188	28.65	1	176	1	184	5.0e-18	84.3	COG0431	Predicted flavoprotein	184
2501414535	191	40.88	13	188	1	176	1.0e-28	119	COG3371	Predicted membrane protein	181
2501414536	229	41.38	9	95	1	78	3.0e-15	75.8	COG3369	Uncharacterized conserved protein	78
2501414538	230	32.35	2	226	7	244	3.0e-40	158	COG4221	Short-chain alcohol dehydrogenase of unknown specificity	246
2501414539	200	38.73	1	199	4	195	4.0e-32	131	COG1014	Pyruvate:ferredoxin oxidoreductase and related 2-oxoacid:ferredoxin oxidoreductases, gamma subunit	203
2501414540	667	42.95	15	634	15	625	0.0e+00	593	COG4231	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	640
2501414541	387	20.79	21	360	33	386	2.0e-29	123	COG0719	ABC-type transport system involved in Fe-S cluster assembly, permease component	412
2501414542	474	40.51	40	466	2	408	1.0e-107	384	COG0719	ABC-type transport system involved in Fe-S cluster assembly, permease component	412
2501414543	248	52.67	1	240	1	243	3.0e-83	301	COG0396	ABC-type transport system involved in Fe-S cluster assembly, ATPase component	251
