gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2501414487	239	95	1	239	1	239	0.0e+00	459.5	KO:K06920	queuosine biosynthesis protein QueC		Yes
2501414488	136	54.5	3	136	5	136	3.7e-37	154.8	KO:K07064			Yes
2501414492	300	92.7	1	300	1	300	0.0e+00	560.1	KO:K00226	dihydroorotate dehydrogenase (fumarate) [EC:1.3.98.1]	EC:1.3.98.1	Yes
2501414493	296	89.1	1	294	1	294	0.0e+00	536.2	KO:K03593	ATP-binding protein involved in chromosome partitioning		Yes
2501414494	248	80.1	3	248	9	254	0.0e+00	404.8	KO:K02013	iron complex transport system ATP-binding protein [EC:3.6.3.34]	EC:3.6.3.34	Yes
2501414495	346	85.8	3	346	1	344	0.0e+00	578.2	KO:K02015	iron complex transport system permease protein		Yes
2501414496	372	80.6	1	372	1	372	0.0e+00	625.9	KO:K02016	iron complex transport system substrate-binding protein		Yes
2501414497	230	83.4	1	229	1	229	0.0e+00	396.7	KO:K11261	formylmethanofuran dehydrogenase subunit E [EC:1.2.99.5]	EC:1.2.99.5	Yes
2501414498	138	88.4	1	138	1	138	0.0e+00	253.1	KO:K07722	CopG family transcriptional regulator, nickel-responsive regulator		Yes
2501414499	192	70.7	1	188	1	188	0.0e+00	278.5	KO:K03752	molybdopterin-guanine dinucleotide biosynthesis protein A [EC:2.7.7.77]	EC:2.7.7.77	Yes
2501414500	106	71.4	1	98	1	98	2.4e-39	161.8	KO:K03671	thioredoxin 1		Yes
2501414501	799	80.6	1	799	1	800	0.0e+00	1295	KO:K01533	Cu2+-exporting ATPase [EC:3.6.3.4]	EC:3.6.3.4	Yes
2501414503	331	94.6	1	331	1	331	0.0e+00	654.8	KO:K00170	pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2501414504	394	93.7	1	394	1	394	0.0e+00	729.2	KO:K00169	pyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2501414505	105	93.3	1	105	1	105	0.0e+00	216.9	KO:K00171	pyruvate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2501414506	311	90.4	1	311	1	311	0.0e+00	585.9	KO:K00170	pyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2501414507	395	89.9	1	395	1	395	0.0e+00	731.5	KO:K00169	pyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.1]	EC:1.2.7.1	Yes
2501414508	105	81.9	1	105	1	105	0.0e+00	199.5	KO:K00188	2-oxoisovalerate ferredoxin oxidoreductase, delta subunit [EC:1.2.7.7]	EC:1.2.7.7	Yes
2501414509	185	88.6	1	185	1	185	0.0e+00	319.7	KO:K00189	2-oxoisovalerate ferredoxin oxidoreductase, gamma subunit [EC:1.2.7.7]	EC:1.2.7.7	Yes
2501414510	323	77.8	1	320	1	320	0.0e+00	522.7	KO:K03306	inorganic phosphate transporter, PiT family		Yes
2501414511	427	75.7	1	424	1	428	0.0e+00	637.1	KO:K03665	GTP-binding protein HflX		Yes
2501414514	112	84.7	1	111	1	111	0.0e+00	186.8	KO:K03626	nascent polypeptide-associated complex subunit alpha		Yes
2501414515	437	78.3	1	435	1	437	0.0e+00	691.4	KO:K01892	histidyl-tRNA synthetase [EC:6.1.1.21]	EC:6.1.1.21	Yes
2501414516	444	87.2	1	444	1	444	0.0e+00	831.2	KO:K01601	ribulose-bisphosphate carboxylase large chain [EC:4.1.1.39]	EC:4.1.1.39	Yes
2501414519	115	93	1	115	1	115	0.0e+00	236.5	KO:K05919	superoxide reductase [EC:1.15.1.2]	EC:1.15.1.2	Yes
2501414524	152	78.1	1	151	1	151	0.0e+00	255	KO:K03564	peroxiredoxin Q/BCP [EC:1.11.1.15]	EC:1.11.1.15	Yes
2501414526	331	83.1	1	331	1	331	0.0e+00	573.5	KO:K07446	tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]	EC:2.1.1.213	Yes
2501414529	140	80.3	15	136	1	122	0.0e+00	205.7	KO:K06929			Yes
2501414531	285	84.9	1	285	1	285	0.0e+00	476.9	KO:K07243	high-affinity iron transporter		Yes
2501414532	189	92.6	1	189	1	189	0.0e+00	372.5	KO:K03386	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	EC:1.11.1.15	Yes
2501414539	200	45.8	2	200	8	203	1.8e-42	173.7	KO:K00180	indolepyruvate ferredoxin oxidoreductase, beta subunit [EC:1.2.7.8]	EC:1.2.7.8	Yes
2501414540	667	43.1	3	634	2	617	0.0e+00	515.8	KO:K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	EC:1.2.7.8	Yes
2501414541	387	79.4	24	387	3	366	0.0e+00	587	KO:K07033			Yes
2501414542	474	90	4	474	5	475	0.0e+00	883.2	KO:K09014	Fe-S cluster assembly protein SufB		Yes
2501414543	248	83.8	3	248	1	247	0.0e+00	405.6	KO:K09013	Fe-S cluster assembly ATP-binding protein		Yes
2501414544	208	84.3	36	207	1	172	0.0e+00	304.7	KO:K02217	ferritin [EC:1.16.3.1]	EC:1.16.3.1	Yes
2501414545	363	82.6	1	363	4	366	0.0e+00	603.6	KO:K03151	thiamine biosynthesis protein ThiI		Yes
2501414546	318	84	1	318	9	326	0.0e+00	558.1	KO:K11996	adenylyltransferase and sulfurtransferase		Yes
2501414557	334	90.6	5	334	9	338	0.0e+00	642.5	KO:K12267	peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	EC:1.8.4.11	Yes
2501414557	334	90.6	5	334	9	338	0.0e+00	642.5	KO:K12267	peptide methionine sulfoxide reductase msrA/msrB [EC:1.8.4.11 1.8.4.12]	EC:1.8.4.12	Yes
2501414558	509	77.3	1	466	1	466	0.0e+00	741.9	KO:K00131	glyceraldehyde-3-phosphate dehydrogenase (NADP) [EC:1.2.1.9]	EC:1.2.1.9	Yes
2501414562	248	77.1	4	248	2	246	0.0e+00	388.7	KO:K09686	antibiotic transport system permease protein		Yes
2501414563	310	77.5	1	308	1	308	0.0e+00	468.8	KO:K09687	antibiotic transport system ATP-binding protein		Yes
2501414567	337	77.7	1	337	6	341	0.0e+00	536.6	KO:K03325	arsenite transporter, ACR3 family		Yes
2501414573	316	85.1	1	316	10	325	0.0e+00	553.1	KO:K07033			Yes
2501414574	243	83.4	3	237	1	235	0.0e+00	409.5	KO:K09013	Fe-S cluster assembly ATP-binding protein		Yes
2501414579	244	93.4	1	241	1	241	0.0e+00	457.6	KO:K07090			Yes
2501414582	396	36	1	393	5	407	0.0e+00	246.9	KO:K15521	D-inositol-3-phosphate glycosyltransferase [EC:2.4.1.250]	EC:2.4.1.250	Yes
2501414583	294	37.2	10	290	15	305	1.4e-45	184.5	KO:K00847	fructokinase [EC:2.7.1.4]	EC:2.7.1.4	Yes
2501414585	149	92.4	1	145	1	145	0.0e+00	281.2	KO:K03741	arsenate reductase [EC:1.20.4.1]	EC:1.20.4.1	Yes
2501414586	364	91.7	3	364	4	365	0.0e+00	664.1	KO:K03325	arsenite transporter, ACR3 family		Yes
2501414588	570	93	1	570	1	570	0.0e+00	1058.5	KO:K00174	2-oxoglutarate ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3]	EC:1.2.7.3	Yes
2501414589	294	93.2	1	294	1	294	0.0e+00	583.2	KO:K00175	2-oxoglutarate ferredoxin oxidoreductase subunit beta [EC:1.2.7.3]	EC:1.2.7.3	Yes
