gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2522051542	166	27.7	10	157	7	132	7.0e-12	63.5	COG0727	Predicted Fe-S-cluster oxidoreductase	132
2522051543	587	61.1	6	568	1	515	0.0e+00	730	COG1243	Histone acetyltransferase	515
2522051547	153	34.52	1	77	4	87	1.0e-07	49.2	COG4635	Flavodoxin	175
2522051548	388	38.48	1	377	2	405	8.0e-90	324	COG1488	Nicotinic acid phosphoribosyltransferase	405
2522051549	67	45.59	3	66	1	68	2.0e-12	64.2	COG1141	Ferredoxin	68
2522051550	476	49.25	18	476	1	455	0.0e+00	481	COG0493	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	457
2522051551	278	33.6	1	247	20	252	1.0e-35	143	COG0543	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	252
2522051552	405	41.15	1	404	22	436	6.0e-122	431	COG0621	2-methylthioadenine synthetase	437
2522051553	154	63.16	1	152	1	149	5.0e-48	183	COG1325	Predicted exosome subunit	149
2522051554	201	35.44	1	198	5	210	5.0e-40	157	COG1603	RNase P/RNase MRP subunit p30	229
2522051556	382	27.97	1	118	3	110	2.0e-07	50.5	COG0463	Glycosyltransferases involved in cell wall biogenesis	291
2522051557	344	31.3	4	339	3	341	1.0e-61	230	COG0673	Predicted dehydrogenases and related proteins	342
2522051558	335	34.57	1	335	3	342	2.0e-55	209	COG0673	Predicted dehydrogenases and related proteins	342
2522051559	229	30.28	4	225	1	251	3.0e-47	181	COG0149	Triosephosphate isomerase	251
2522051560	208	34.59	1	181	5	188	1.0e-35	143	COG0560	Phosphoserine phosphatase	212
2522051561	219	53.55	9	219	2	209	2.0e-67	248	COG2518	Protein-L-isoaspartate carboxylmethyltransferase	209
2522051562	532	28.67	20	447	26	461	4.0e-51	196	COG1032	Fe-S oxidoreductase	490
2522051565	204	56.28	2	199	6	204	1.0e-63	236	COG1590	Uncharacterized conserved protein	208
2522051566	328	55.62	1	327	32	357	5.0e-123	434	COG1244	Predicted Fe-S oxidoreductase	358
2522051567	533	33.4	2	506	1	482	2.0e-77	283	COG1757	Na+/H+ antiporter	485
2522051568	196	35.56	1	176	4	183	5.0e-33	134	COG1386	Predicted transcriptional regulator containing the HTH domain	184
2522051569	351	27.87	1	346	43	406	2.0e-34	140	COG1599	Single-stranded DNA-binding replication protein A (RPA), large (70 kD) subunit and related ssDNA-binding proteins	407
2522051571	270	36.79	1	183	4	196	7.0e-49	187	COG3390	Uncharacterized protein conserved in archaea	196
2522051572	211	32.11	90	194	668	776	3.0e-04	38.9	COG1196	Chromosome segregation ATPases	1163
2522051573	56	29.41	3	52	6	56	2.0e-03	33.7	COG4023	Preprotein translocase subunit Sec61beta	57
