gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2522051542	166	100	1	166	1	166	0.0e+00	354.8	KO:K06940			Yes
2522051543	587	100	1	587	1	587	0.0e+00	1199.9	KO:K07739	elongator complex protein 3 [EC:2.3.1.48]	EC:2.3.1.48	Yes
2522051547	153	100	1	153	1	153	0.0e+00	304.3	KO:K00230	menaquinone-dependent protoporphyrinogen oxidase [EC:1.3.5.3]	EC:1.3.5.3	Yes
2522051548	388	100	1	388	1	388	0.0e+00	773.1	KO:K00763	nicotinate phosphoribosyltransferase [EC:2.4.2.11]	EC:2.4.2.11	Yes
2522051549	67	100	1	67	1	67	1.8e-33	141.4	KO:K05337	ferredoxin		Yes
2522051550	476	100	1	476	1	476	0.0e+00	951.4	KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	Yes
2522051550	476	100	1	476	1	476	0.0e+00	951.4	KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	Yes
2522051551	278	100	1	278	1	278	0.0e+00	571.6	KO:K00528	ferredoxin--NADP+ reductase [EC:1.18.1.2]	EC:1.18.1.2	Yes
2522051553	154	100	1	154	1	154	0.0e+00	308.9	KO:K07581	hypothetical protein		Yes
2522051554	201	100	1	201	1	201	0.0e+00	397.9	KO:K03539	ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]	EC:3.1.26.5	Yes
2522051559	229	100	1	229	1	229	0.0e+00	442.2	KO:K01803	triosephosphate isomerase (TIM) [EC:5.3.1.1]	EC:5.3.1.1	Yes
2522051560	208	100	1	208	1	208	0.0e+00	414.5	KO:K01079	phosphoserine phosphatase [EC:3.1.3.3]	EC:3.1.3.3	Yes
2522051561	219	100	1	219	1	219	0.0e+00	446	KO:K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	EC:2.1.1.77	Yes
2522051562	532	43.6	1	506	5	521	0.0e+00	420.6	KO:K04034	anaerobic magnesium-protoporphyrin IX monomethyl ester cyclase [EC:4.-.-.-]	EC:4.-	Yes
2522051566	328	100	1	328	1	328	0.0e+00	673.3	KO:K06936			Yes
2522051568	196	100	1	196	1	196	0.0e+00	380.6	KO:K06024	segregation and condensation protein B		Yes
2522051569	351	100	1	351	1	351	0.0e+00	690.6	KO:K07466	replication factor A1		Yes
2522051571	270	100	1	270	1	270	0.0e+00	533.5	KO:K09746	hypothetical protein		Yes
2522051574	758	100	1	758	1	758	0.0e+00	1458.7	KO:K10896	fanconi anemia group M protein		Yes
2522051575	254	100	1	254	1	254	0.0e+00	491.5	KO:K01092	myo-inositol-1(or 4)-monophosphatase [EC:3.1.3.25]	EC:3.1.3.25	Yes
2522051577	726	100	1	726	1	726	0.0e+00	1441.8	KO:K03234	elongation factor 2		Yes
2522051578	77	100	1	77	1	77	2.0e-36	151.4	KO:K09741	hypothetical protein		Yes
2522051579	224	100	1	224	1	224	0.0e+00	460.7	KO:K14561	U3 small nucleolar ribonucleoprotein protein IMP4		Yes
2522051580	49	100	1	49	1	49	6.2e-23	105.9	KO:K03059	DNA-directed RNA polymerase subunit P [EC:2.7.7.6]	EC:2.7.7.6	Yes
2522051581	83	100	1	83	1	83	9.2e-43	172.6	KO:K02921	large subunit ribosomal protein L37Ae		Yes
2522051584	495	100	1	495	1	495	0.0e+00	1003.4	KO:K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	EC:1.1.5.3	Yes
2522051585	489	100	1	489	1	489	0.0e+00	975.7	KO:K00864	glycerol kinase [EC:2.7.1.30]	EC:2.7.1.30	Yes
2522051586	249	100	1	249	1	249	0.0e+00	492.3	KO:K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	EC:3.1.4.46	Yes
2522051590	390	100	1	390	1	390	0.0e+00	760	KO:K09686	antibiotic transport system permease protein		Yes
2522051591	261	100	1	261	1	261	0.0e+00	498	KO:K09687	antibiotic transport system ATP-binding protein		Yes
