gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2522051543	587	8	568	0.0e+00	890.2	TIGR01211	histone acetyltransferase, ELP3 family
2522051548	388	59	387	8.5e-45	139.4	TIGR01513	putative nicotinate phosphoribosyltransferase
2522051550	476	15	471	0.0e+00	735.6	TIGR01316	glutamate synthase (NADPH), homotetrameric
2522051552	405	1	401	5.0e-128	414.4	TIGR00089	radical SAM methylthiotransferase, MiaB/RimO family
2522051552	405	1	404	0.0e+00	456.2	TIGR01578	MiaB-like tRNA modifying enzyme, archaeal-type
2522051559	229	8	212	2.7e-69	219.5	TIGR00419	triosephosphate isomerase
2522051560	208	1	191	1.5e-74	237.1	TIGR01491	HAD-superfamily, subfamily-IB PSPase-like hydrolase, archaeal
2522051560	208	3	172	1.3e-44	139.3	TIGR01488	Haloacid Dehalogenase superfamily, subfamily IB, phosphoserine phosphatase-like
2522051561	219	5	218	6.9e-67	211.4	TIGR00080	protein-L-isoaspartate(D-aspartate) O-methyltransferase
2522051566	328	2	318	0.0e+00	460	TIGR01210	TIGR01210 family protein
2522051568	196	5	182	3.0e-35	107.6	TIGR00281	segregation and condensation protein B
2522051577	726	1	715	0.0e+00	1235.5	TIGR00490	translation elongation factor aEF-2
2522051577	726	13	168	8.1e-25	75.1	TIGR00231	small GTP-binding protein domain
2522051581	83	1	83	5.5e-42	128.3	TIGR00280	ribosomal protein L37a
2522051585	489	2	484	0.0e+00	709.6	TIGR01311	glycerol kinase
2522051597	157	2	153	1.4e-51	160.8	TIGR02274	deoxycytidine triphosphate deaminase
2522051599	107	1	107	1.3e-47	146.7	TIGR03685	50S ribosomal protein L12P
2522051603	152	6	150	1.1e-58	183.5	TIGR00405	ribosomal protein L24p/L26e, archaeal
2522051604	61	4	61	1.1e-22	65.9	TIGR00327	protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
2522051605	375	28	374	0.0e+00	453.7	TIGR00065	cell division protein FtsZ
2522051609	336	1	324	4.5e-107	343.5	TIGR02122	TRAP transporter solute receptor, TAXI family
2522051611	759	23	758	0.0e+00	556.6	TIGR02123	TRAP transporter, 4TM/12TM fusion protein
2522051614	206	3	202	2.4e-73	232.1	TIGR00296	uncharacterized protein, PH0010 family
2522051615	279	6	273	4.5e-101	323.6	TIGR00078	nicotinate-nucleotide pyrophosphorylase
2522051616	302	1	302	6.2e-117	376.1	TIGR00550	quinolinate synthetase complex, A subunit
2522051617	463	1	445	0.0e+00	541	TIGR00551	L-aspartate oxidase
2522051618	464	1	464	0.0e+00	584.1	TIGR02751	phosphoenolpyruvate carboxylase, archaeal type
2522051619	547	8	525	0.0e+00	821	TIGR02339	thermosome, various subunits, archaeal
2522051625	614	21	612	0.0e+00	552	TIGR02487	anaerobic ribonucleoside-triphosphate reductase
2522051631	91	3	91	5.3e-26	76.8	TIGR00489	translation elongation factor aEF-1 beta
