gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
650726461	189						0.0e+00		KO:K06859	glucose-6-phosphate isomerase, archaeal [EC:5.3.1.9]	EC:5.3.1.9	No
650726462	466						0.0e+00		KO:K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	EC:2.7.1.146	No
650726462	466						0.0e+00		KO:K00918	ADP-dependent phosphofructokinase/glucokinase [EC:2.7.1.146 2.7.1.147]	EC:2.7.1.147	No
650726463	394						0.0e+00		KO:K05947	mannosyl-3-phosphoglycerate synthase [EC:2.4.1.217]	EC:2.4.1.217	No
650726467	282						0.0e+00		KO:K01809	mannose-6-phosphate isomerase [EC:5.3.1.8]	EC:5.3.1.8	No
650726470	901						0.0e+00		KO:K01191	alpha-mannosidase [EC:3.2.1.24]	EC:3.2.1.24	No
650726471	150						0.0e+00		KO:K03719	Lrp/AsnC family transcriptional regulator, leucine-responsive regulatory protein		No
650726473	398	55.9	4	396	1	392	0.0e+00	451.4	KO:K00100			Yes
650726474	364						0.0e+00		KO:K01470	creatinine amidohydrolase [EC:3.5.2.10]	EC:3.5.2.10	No
650726475	340	39.1	1	340	1	342	0.0e+00	240	KO:K00008	L-iditol 2-dehydrogenase [EC:1.1.1.14]	EC:1.1.1.14	Yes
650726476	89						0.0e+00		KO:K01685	altronate hydrolase [EC:4.2.1.7]	EC:4.2.1.7	No
650726477	394						0.0e+00		KO:K01685	altronate hydrolase [EC:4.2.1.7]	EC:4.2.1.7	No
650726478	319						0.0e+00		KO:K00874	2-dehydro-3-deoxygluconokinase [EC:2.7.1.45]	EC:2.7.1.45	No
650726479	294						0.0e+00		KO:K01714	dihydrodipicolinate synthase [EC:4.2.1.52]	EC:4.2.1.52	No
650726481	259						0.0e+00		KO:K06167	PhnP protein		No
650726482	245						0.0e+00		KO:K07026	mannosyl-3-phosphoglycerate phosphatase [EC:3.1.3.70]	EC:3.1.3.70	No
650726483	460						0.0e+00		KO:K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	EC:2.7.7.13	No
650726483	460						0.0e+00		KO:K16011	mannose-1-phosphate guanylyltransferase / mannose-6-phosphate isomerase [EC:2.7.7.13 5.3.1.8]	EC:5.3.1.8	No
650726484	466						0.0e+00		KO:K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	EC:5.4.2.2	No
650726484	466						0.0e+00		KO:K15778	phosphomannomutase / phosphoglucomutase [EC:5.4.2.8 5.4.2.2]	EC:5.4.2.8	No
650726488	299						0.0e+00		KO:K01426	amidase [EC:3.5.1.4]	EC:3.5.1.4	No
650726489	263						0.0e+00		KO:K02006	cobalt/nickel transport system ATP-binding protein		No
650726490	218						0.0e+00		KO:K02008	cobalt/nickel transport system permease protein		No
650726491	82	72.5	1	80	1	80	1.3e-28	125.6	KO:K02009	cobalt transport protein		Yes
650726492	204						0.0e+00		KO:K02007	cobalt/nickel transport system permease protein		No
650726494	576						0.0e+00		KO:K03281	chloride channel protein, CIC family		No
650726496	285						0.0e+00		KO:K01480	agmatinase [EC:3.5.3.11]	EC:3.5.3.11	No
650726497	136						0.0e+00		KO:K03263	translation initiation factor 5A		No
650726499	219						0.0e+00		KO:K14568	essential for mitotic growth 1		No
650726506	315						0.0e+00		KO:K00611	ornithine carbamoyltransferase [EC:2.1.3.3]	EC:2.1.3.3	No
650726507	244						0.0e+00		KO:K03465	thymidylate synthase (FAD) [EC:2.1.1.148]	EC:2.1.1.148	No
650726511	410						0.0e+00		KO:K15635	2,3-bisphosphoglycerate-independent phosphoglycerate mutase [EC:5.4.2.1]	EC:5.4.2.1	No
650726512	180						0.0e+00		KO:K02866	large subunit ribosomal protein L10e		No
650726521	304						0.0e+00		KO:K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	EC:6.1.1.22	No
650726523	470						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	No
650726523	470						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	No
650726524	278						0.0e+00		KO:K00528	ferredoxin--NADP+ reductase [EC:1.18.1.2]	EC:1.18.1.2	No
650726525	334	77.2	1	333	1	333	0.0e+00	574.7	KO:K00437	cytochrome-c3 hydrogenase [EC:1.12.2.1]	EC:1.12.2.1	Yes
650726531	281						0.0e+00		KO:K07049	TatD-related deoxyribonuclease		No
650726532	350						0.0e+00		KO:K01974	RNA 3'-terminal phosphate cyclase [EC:6.5.1.4]	EC:6.5.1.4	No
650726534	170						0.0e+00		KO:K07095			No
650726536	1624						0.0e+00		KO:K10726	replicative DNA helicase Mcm [EC:3.6.4.-]	EC:3.6.4.-	No
650726537	148						0.0e+00		KO:K03238	translation initiation factor 2 subunit 2		No
650726541	374						0.0e+00		KO:K01572	oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]	EC:4.1.1.3	No
650726543	333						0.0e+00		KO:K00003	homoserine dehydrogenase [EC:1.1.1.3]	EC:1.1.1.3	No
650726545	209						0.0e+00		KO:K06874	zinc finger protein		No
650726546	133						0.0e+00		KO:K09152	hypothetical protein		No
650726548	258						0.0e+00		KO:K09142	hypothetical protein		No
650726549	346						0.0e+00		KO:K02906	large subunit ribosomal protein L3		No
650726550	255						0.0e+00		KO:K02930	large subunit ribosomal protein L4e		No
650726551	86						0.0e+00		KO:K02892	large subunit ribosomal protein L23		No
650726552	239						0.0e+00		KO:K02886	large subunit ribosomal protein L2		No
650726553	132						0.0e+00		KO:K02965	small subunit ribosomal protein S19		No
650726554	156						0.0e+00		KO:K02890	large subunit ribosomal protein L22		No
650726555	207						0.0e+00		KO:K02982	small subunit ribosomal protein S3		No
650726556	66						0.0e+00		KO:K02904	large subunit ribosomal protein L29		No
650726557	98						0.0e+00		KO:K03113	translation initiation factor 1		No
650726558	73						0.0e+00		KO:K03538	ribonuclease P protein subunit POP4 [EC:3.1.26.5]	EC:3.1.26.5	No
650726559	111						0.0e+00		KO:K02961	small subunit ribosomal protein S17		No
650726560	144						0.0e+00		KO:K02874	large subunit ribosomal protein L14		No
650726561	120						0.0e+00		KO:K02895	large subunit ribosomal protein L24		No
650726562	248						0.0e+00		KO:K02987	small subunit ribosomal protein S4e		No
650726563	183						0.0e+00		KO:K02931	large subunit ribosomal protein L5		No
650726564	56						0.0e+00		KO:K02954	small subunit ribosomal protein S14		No
650726565	130						0.0e+00		KO:K02994	small subunit ribosomal protein S8		No
650726566	184						0.0e+00		KO:K02933	large subunit ribosomal protein L6		No
