gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
2518820748	115	77.4	1	115	1	115	0.0e+00	198.7	KO:K01737	6-pyruvoyl tetrahydrobiopterin synthase [EC:4.2.3.12]	EC:4.2.3.12	Yes
2518820749	158	30.7	1	150	3	148	4.2e-12	71.6	KO:K07064			Yes
2518820750	129	86.6	1	127	1	127	0.0e+00	227.3	KO:K09005	hypothetical protein		Yes
2518820751	141	82.4	1	140	12	153	0.0e+00	226.1	KO:K04797	prefoldin alpha subunit		Yes
2518820752	97	49	1	94	14	109	8.3e-19	93.2	KO:K04798	prefoldin beta subunit		Yes
2518820753	186	91.9	1	186	1	186	0.0e+00	338.2	KO:K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	EC:1.2.7.3	Yes
2518820754	281	97.5	1	281	1	281	0.0e+00	562.8	KO:K00175	2-oxoglutarate ferredoxin oxidoreductase subunit beta [EC:1.2.7.3]	EC:1.2.7.3	Yes
2518820755	382	92.9	1	382	1	382	0.0e+00	719.9	KO:K00174	2-oxoglutarate ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3]	EC:1.2.7.3	Yes
2518820756	170	95.3	1	170	1	170	0.0e+00	315.1	KO:K00177	2-oxoglutarate ferredoxin oxidoreductase subunit gamma [EC:1.2.7.3]	EC:1.2.7.3	Yes
2518820757	283	96.4	1	281	1	281	0.0e+00	552	KO:K00175	2-oxoglutarate ferredoxin oxidoreductase subunit beta [EC:1.2.7.3]	EC:1.2.7.3	Yes
2518820758	396	95.7	1	396	1	396	0.0e+00	778.1	KO:K00174	2-oxoglutarate ferredoxin oxidoreductase subunit alpha [EC:1.2.7.3]	EC:1.2.7.3	Yes
2518820759	90	96.7	1	90	1	90	0.0e+00	190.7	KO:K00176	2-oxoglutarate ferredoxin oxidoreductase subunit delta [EC:1.2.7.3]	EC:1.2.7.3	Yes
2518820760	324	92.6	1	324	1	324	0.0e+00	625.5	KO:K06936			Yes
2518820763	257	92.2	1	255	1	255	0.0e+00	469.9	KO:K03787	5'-nucleotidase [EC:3.1.3.5]	EC:3.1.3.5	Yes
2518820765	301	96	1	300	1	300	0.0e+00	559.3	KO:K03110	fused signal recognition particle receptor		Yes
2518820767	409	91.9	1	408	1	408	0.0e+00	754.2	KO:K07335	basic membrane protein A and related proteins		Yes
2518820768	512	91.6	1	512	1	512	0.0e+00	937.2	KO:K02056	simple sugar transport system ATP-binding protein [EC:3.6.3.17]	EC:3.6.3.17	Yes
2518820769	350	90.5	1	349	1	349	0.0e+00	640.2	KO:K02057	simple sugar transport system permease protein		Yes
2518820770	297	90.6	1	297	1	297	0.0e+00	559.3	KO:K02057	simple sugar transport system permease protein		Yes
2518820771	331	82.8	9	331	6	330	0.0e+00	541.6	KO:K02077	zinc/manganese transport system substrate-binding protein		Yes
2518820774	215	94.4	1	215	1	215	0.0e+00	431.8	KO:K07101			Yes
2518820775	451	90.9	1	451	26	476	0.0e+00	871.3	KO:K01883	cysteinyl-tRNA synthetase [EC:6.1.1.16]	EC:6.1.1.16	Yes
2518820776	350	84.8	1	350	1	354	0.0e+00	579.7	KO:K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	EC:5.2.1.8	Yes
2518820781	431	78.6	1	426	2	427	0.0e+00	684.5	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.1.49	Yes
2518820781	431	78.6	1	426	2	427	0.0e+00	684.5	KO:K00941	hydroxymethylpyrimidine/phosphomethylpyrimidine kinase [EC:2.7.1.49 2.7.4.7]	EC:2.7.4.7	Yes
2518820782	250	92.4	1	250	1	250	0.0e+00	462.2	KO:K03146	thiamine biosynthetic enzyme		Yes
2518820784	426	93.2	1	426	1	426	0.0e+00	806.2	KO:K03147	thiamine biosynthesis protein ThiC		Yes
2518820785	219	89.4	1	218	1	218	0.0e+00	385.6	KO:K01923	phosphoribosylaminoimidazole-succinocarboxamide synthase [EC:6.3.2.6]	EC:6.3.2.6	Yes
2518820786	310	78.1	1	310	1	310	0.0e+00	504.2	KO:K06863	5-formaminoimidazole-4-carboxamide-1-(beta)-D-ribofuranosyl 5'-monophosphate synthetase [EC:6.3.4.-]	EC:6.3.4.-	Yes
2518820787	184	82.2	1	180	13	192	0.0e+00	313.9	KO:K11176	IMP cyclohydrolase [EC:3.5.4.10]	EC:3.5.4.10	Yes
2518820788	153	90.1	1	151	1	152	0.0e+00	269.2	KO:K00794	6,7-dimethyl-8-ribityllumazine synthase [EC:2.5.1.78]	EC:2.5.1.78	Yes
2518820789	386	88.3	1	386	1	386	0.0e+00	699.1	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:3.5.4.25	Yes
2518820789	386	88.3	1	386	1	386	0.0e+00	699.1	KO:K14652	3,4-dihydroxy 2-butanone 4-phosphate synthase / GTP cyclohydrolase II [EC:4.1.99.12 3.5.4.25]	EC:4.1.99.12	Yes
2518820790	145	87.6	1	145	1	145	0.0e+00	258.1	KO:K00793	riboflavin synthase [EC:2.5.1.9]	EC:2.5.1.9	Yes
2518820791	360	88.1	1	360	49	408	0.0e+00	655.6	KO:K11752	diaminohydroxyphosphoribosylaminopyrimidine deaminase / 5-amino-6-(5-phosphoribosylamino)uracil reductase [EC:3.5.4.26 1.1.1.193]	EC:1.1.1.193	Yes
