gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
638185345	155	7	86	Pfam	PF03439	IPR005100	Transcription elongation factor Spt5, NGN domain	
638185345	155	94	121	SMART	SM00739	IPR005824	KOW	
638185345	155	97	128	Pfam	PF00467	IPR005824	KOW	
638185345	155	5	89	SMART	SM00738	IPR006645	Transcription antitermination protein, NusG, N-terminal	GO:0032968
638185345	155	56	149	SUPERFAMILY	SSF50104	IPR008991	Translation protein SH3-like	
638185345	155	9	152	TIGRFAM	TIGR00405	IPR011590	Ribosomal protein L26e, archaeal	
638185345	155	95	153	Gene3D	G3DSA:2.30.30.200	IPR014723	Ribosomal protein L24, SH3-like	
638185345	155	7	155	PANTHER	PTHR11125			
638185346	61	8	51	Pfam	PF00584	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit	GO:0006886|GO:0006605|GO:0016020
638185346	61	11	39	ProSitePatterns	PS01067	IPR001901	Protein translocase complex, SecE/Sec61-gamma subunit	GO:0006886|GO:0006605|GO:0016020
638185346	61	6	58	TIGRFAM	TIGR00327	IPR008158	Protein translocase SEC61 complex,  gamma subunit	GO:0016020|GO:0015450|GO:0015031
638185346	61	6	60	Hamap	MF_00422	IPR022943	Preprotein translocase subunit SecE, archaeal	
638185346	61	1	60	Gene3D	G3DSA:1.20.5.820	IPR023391	Protein translocase SecE domain	
638185346	61	4	58	SUPERFAMILY	SSF103456	IPR023391	Protein translocase SecE domain	
638185347	372	31	358	TIGRFAM	TIGR00065	IPR000158	Cell division protein FtsZ	GO:0005737|GO:0005525
638185347	372	128	148	PRINTS	PR00423	IPR000158	Cell division protein FtsZ	GO:0005737|GO:0005525
638185347	372	156	177	PRINTS	PR00423	IPR000158	Cell division protein FtsZ	GO:0005737|GO:0005525
638185347	372	218	240	PRINTS	PR00423	IPR000158	Cell division protein FtsZ	GO:0005737|GO:0005525
638185347	372	241	262	PRINTS	PR00423	IPR000158	Cell division protein FtsZ	GO:0005737|GO:0005525
638185347	372	38	235	SUPERFAMILY	SSF52490	IPR003008	Tubulin/FtsZ, GTPase domain	GO:0043234|GO:0051258
638185347	372	43	234	SMART	SM00864	IPR003008	Tubulin/FtsZ, GTPase domain	GO:0043234|GO:0051258
638185347	372	43	252	Gene3D	G3DSA:3.40.50.1440	IPR003008	Tubulin/FtsZ, GTPase domain	GO:0043234|GO:0051258
638185347	372	44	213	Pfam	PF00091	IPR003008	Tubulin/FtsZ, GTPase domain	GO:0043234|GO:0051258
638185347	372	233	348	SUPERFAMILY	SSF55307	IPR008280	Tubulin/FtsZ, C-terminal	GO:0003924|GO:0005525|GO:0006184|GO:0043234|GO:0051258
638185347	372	236	352	SMART	SM00865	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain	GO:0005525|GO:0051258|GO:0006184|GO:0043234|GO:0003924
638185347	372	254	357	Gene3D	G3DSA:3.30.1330.20	IPR018316	Tubulin/FtsZ, 2-layer sandwich domain	GO:0005525|GO:0051258|GO:0006184|GO:0043234|GO:0003924
638185347	372	74	108	ProSitePatterns	PS01134	IPR020805	Cell division protein FtsZ, conserved site	GO:0005525|GO:0005737
638185347	372	127	148	ProSitePatterns	PS01135	IPR020805	Cell division protein FtsZ, conserved site	GO:0005525|GO:0005737
638185347	372	251	343	Pfam	PF12327	IPR024757	Cell division protein FtsZ, C-terminal	
638185347	372	1	362	PANTHER	PTHR30314			
638185347	372	1	362	PANTHER	PTHR30314:SF0			
638185351	274	67	273	Pfam	PF04414	IPR007508	D-aminoacyl-tRNA deacylase	GO:0016788
638185351	274	1	273	Hamap	MF_00562	IPR018033	D-Tyr-tRNATyr deacylase	GO:0016788
638185351	274	1	274	PIRSF	PIRSF016210	IPR018033	D-Tyr-tRNATyr deacylase	GO:0016788
638185351	274	1	273	SUPERFAMILY	SSF142535			
638185352	232	34	86	Pfam	PF01909	IPR002934	Nucleotidyl transferase domain	GO:0016779
638185352	232	1	232	PIRSF	PIRSF005928	IPR009185	Predicted nucleotidyltransferase	
638185352	232	20	69	Gene3D	G3DSA:3.30.460.10			
638185352	232	20	72	SUPERFAMILY	SSF81301			
638185353	380	5	49	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
638185353	380	341	376	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
638185353	380	23	115	Gene3D	G3DSA:2.30.40.10			
638185353	380	46	352	Pfam	PF13147			
638185353	380	49	342	SUPERFAMILY	SSF51556			
638185353	380	282	377	Gene3D	G3DSA:2.30.40.10			
638185353	380	303	380	PANTHER	PTHR11113			
638185355	505	450	492	Pfam	PF01844	IPR002711	HNH endonuclease	GO:0003676|GO:0004519
638185355	505	439	491	SMART	SM00507	IPR003615	HNH nuclease	
638185355	505	30	201	Pfam	PF03235	IPR004919	Domain of unknown function DUF262	
638185356	206	8	202	ProSiteProfiles	PS51112	IPR002733	AMMECR1 domain	
638185356	206	13	193	Pfam	PF01871	IPR002733	AMMECR1 domain	
638185356	206	6	189	Hamap	MF_00645	IPR023472	Uncharacterised protein family MJ0810	
638185356	206	4	198	TIGRFAM	TIGR00296	IPR023473	AMMECR1	
638185356	206	11	195	PANTHER	PTHR13016	IPR023473	AMMECR1	
638185356	206	4	131	Gene3D	G3DSA:3.30.700.20			
638185356	206	4	203	SUPERFAMILY	SSF143447			
638185356	206	11	195	PANTHER	PTHR13016:SF0			
638185356	206	132	187	Gene3D	G3DSA:3.30.1490.150			
638185357	283	107	275	Pfam	PF01729	IPR002638	Quinolinate phosphoribosyl transferase, C-terminal	GO:0004514|GO:0009435
638185357	283	107	276	SUPERFAMILY	SSF51690	IPR002638	Quinolinate phosphoribosyl transferase, C-terminal	GO:0004514|GO:0009435
638185357	283	10	276	TIGRFAM	TIGR00078	IPR004393	Nicotinate-nucleotide pyrophosphorylase	GO:0004514|GO:0019363
638185357	283	129	266	Gene3D	G3DSA:3.20.20.70	IPR013785	Aldolase-type TIM barrel	GO:0003824
638185357	283	10	128	Gene3D	G3DSA:3.90.1170.20	IPR022412	Quinolinate phosphoribosyl transferase, N-terminal	GO:0016763
638185357	283	19	105	Pfam	PF02749	IPR022412	Quinolinate phosphoribosyl transferase, N-terminal	GO:0016763
638185357	283	5	106	SUPERFAMILY	SSF54675			
638185357	283	8	278	PANTHER	PTHR32496			
638185357	283	8	278	PANTHER	PTHR32496:SF0			
638185357	283	184	205	Coils	Coil			
638185358	269	1	137	ProSiteProfiles	PS51186	IPR000182	GNAT domain	GO:0008080
638185358	269	51	120	Pfam	PF00583	IPR000182	GNAT domain	GO:0008080
638185358	269	1	123	Gene3D	G3DSA:3.40.630.30	IPR016181	Acyl-CoA N-acyltransferase	
638185358	269	1	139	SUPERFAMILY	SSF55729	IPR016181	Acyl-CoA N-acyltransferase	
638185359	300	2	299	TIGRFAM	TIGR00550	IPR003473	Quinolinate synthetase A	GO:0009435|GO:0008987
638185359	300	5	298	Pfam	PF02445	IPR003473	Quinolinate synthetase A	GO:0009435|GO:0008987
638185359	300	1	298	Hamap	MF_00568	IPR023066	Quinolinate synthase A, type 2	GO:0016765
638185359	300	1	300	PANTHER	PTHR30573			
638185359	300	2	298	SUPERFAMILY	SSF142754			
638185360	395	2	394	TIGRFAM	TIGR00529	IPR005253	Conserved hypothetical protein CHP00529	
638185360	395	3	394	Pfam	PF04165	IPR007294	Protein of unknown function DUF401	
638185361	464	8	349	Pfam	PF00890	IPR003953	FAD binding domain	
638185361	464	3	448	TIGRFAM	TIGR00551	IPR005288	L-aspartate oxidase	GO:0009435|GO:0055114|GO:0008734|GO:0005737
638185361	464	6	25	PRINTS	PR00368	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	GO:0055114
638185361	464	312	334	PRINTS	PR00368	IPR013027	FAD-dependent pyridine nucleotide-disulphide oxidoreductase	GO:0055114
638185361	464	387	416	Gene3D	G3DSA:1.20.58.100	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0055114|GO:0016491
638185361	464	387	456	SUPERFAMILY	SSF46977	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0055114|GO:0016491
638185361	464	421	448	Gene3D	G3DSA:1.20.58.100	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0055114|GO:0016491
638185361	464	421	449	Pfam	PF02910	IPR015939	Fumarate reductase/succinate dehydrogenase flavoprotein-like, C-terminal	GO:0055114|GO:0016491
638185361	464	2	457	PANTHER	PTHR11632			
638185361	464	3	211	Gene3D	G3DSA:3.50.50.60			
638185361	464	3	231	SUPERFAMILY	SSF51905			
638185361	464	5	27	PRINTS	PR00411			
638185361	464	169	178	PRINTS	PR00411			
638185361	464	207	310	SUPERFAMILY	SSF56425			
638185361	464	212	305	Gene3D	G3DSA:3.90.700.10			
638185361	464	306	367	Gene3D	G3DSA:3.50.50.60			
638185361	464	313	371	SUPERFAMILY	SSF51905			
638185361	464	327	334	PRINTS	PR00411			
638185362	475	2	475	PIRSF	PIRSF006677	IPR007566	Phosphoenolpyruvate carboxylase, archaeal-type	GO:0015977|GO:0006099|GO:0008964
638185362	475	7	475	Hamap	MF_01904	IPR007566	Phosphoenolpyruvate carboxylase, archaeal-type	GO:0015977|GO:0006099|GO:0008964
638185362	475	8	450	TIGRFAM	TIGR02751	IPR007566	Phosphoenolpyruvate carboxylase, archaeal-type	GO:0015977|GO:0006099|GO:0008964
638185362	475	105	457	SUPERFAMILY	SSF51621	IPR015813	Pyruvate/Phosphoenolpyruvate kinase	GO:0003824
638185362	475	8	443	Pfam	PF14010			
638185363	549	40	52	ProSitePatterns	PS00750	IPR002194	Chaperonin TCP-1, conserved site	GO:0006457|GO:0005524|GO:0051082
638185363	549	61	77	ProSitePatterns	PS00751	IPR002194	Chaperonin TCP-1, conserved site	GO:0006457|GO:0005524|GO:0051082
638185363	549	89	97	ProSitePatterns	PS00995	IPR002194	Chaperonin TCP-1, conserved site	GO:0006457|GO:0005524|GO:0051082
638185363	549	1	534	PANTHER	PTHR11353	IPR002423	Chaperonin Cpn60/TCP-1	GO:0044267|GO:0005524
638185363	549	17	146	SUPERFAMILY	SSF48592	IPR002423	Chaperonin Cpn60/TCP-1	GO:0044267|GO:0005524
638185363	549	35	525	Pfam	PF00118	IPR002423	Chaperonin Cpn60/TCP-1	GO:0044267|GO:0005524
638185363	549	405	524	SUPERFAMILY	SSF48592	IPR002423	Chaperonin Cpn60/TCP-1	GO:0044267|GO:0005524
638185363	549	1	534	PANTHER	PTHR11353:SF27	IPR012714	Thermosome, archaeal	GO:0005524|GO:0051082|GO:0006457
638185363	549	8	524	TIGRFAM	TIGR02339	IPR012714	Thermosome, archaeal	GO:0005524|GO:0051082|GO:0006457
638185363	549	37	53	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638185363	549	59	77	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638185363	549	89	108	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638185363	549	373	395	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638185363	549	407	419	PRINTS	PR00304	IPR017998	Chaperone, tailless complex polypeptide 1	
638185363	549	6	144	Gene3D	G3DSA:1.10.560.10			
638185363	549	149	213	Gene3D	G3DSA:3.30.260.10			
638185363	549	149	216	SUPERFAMILY	SSF54849			
638185363	549	212	378	SUPERFAMILY	SSF52029			
638185363	549	214	377	Gene3D	G3DSA:3.50.7.10			
638185363	549	269	290	Coils	Coil			
638185363	549	368	405	SUPERFAMILY	SSF54849			
638185363	549	378	404	Gene3D	G3DSA:3.30.260.10			
638185363	549	384	405	Coils	Coil			
638185363	549	405	524	Gene3D	G3DSA:1.10.560.10			
638185365	242	1	19	ProSiteProfiles	PS51257			
638185366	238	25	175	Pfam	PF04055	IPR007197	Radical SAM	GO:0003824|GO:0051536
638185366	238	3	192	TIGRFAM	TIGR02495	IPR012840	Ribonucleoside-triphosphate reductase, anaerobic-like	
638185366	238	24	107	Pfam	PF13394			
638185366	238	26	203	SUPERFAMILY	SSF102114			
638185366	238	68	234	Gene3D	G3DSA:3.80.30.10			
638185367	611	20	608	TIGRFAM	TIGR02487	IPR012833	Ribonucleoside-triphosphate reductase, anaerobic	GO:0016491|GO:0055114|GO:0008998
638185367	611	17	609	PANTHER	PTHR21075			
638185367	611	18	609	Pfam	PF13597			
638185367	611	21	593	SUPERFAMILY	SSF51998			
638185367	611	42	591	Gene3D	G3DSA:3.20.70.20			
638185368	373	13	243	ProSiteProfiles	PS50893	IPR003439	ABC transporter-like	GO:0016887|GO:0005524
638185368	373	52	170	Pfam	PF00005	IPR003439	ABC transporter-like	GO:0016887|GO:0005524
638185368	373	37	220	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0000166|GO:0017111
638185368	373	246	372	SUPERFAMILY	SSF50331	IPR008995	Molybdate/tungstate binding	GO:0016820|GO:0005215|GO:0005524|GO:0043190|GO:0006810
638185368	373	313	355	Gene3D	G3DSA:2.40.50.140	IPR012340	Nucleic acid-binding, OB-fold	
638185368	373	288	364	Pfam	PF08402	IPR013611	Transport-associated OB, type 2	GO:0016820|GO:0005215|GO:0005524|GO:0006810|GO:0043190
638185368	373	143	157	ProSitePatterns	PS00211	IPR017871	ABC transporter, conserved site	GO:0016887|GO:0005524
638185368	373	9	365	PANTHER	PTHR24220			
638185368	373	9	365	PANTHER	PTHR24220:SF151			
638185368	373	11	248	Gene3D	G3DSA:3.40.50.300			
638185368	373	13	252	SUPERFAMILY	SSF52540			
638185368	373	249	292	Gene3D	G3DSA:2.40.50.100			
638185368	373	357	372	Gene3D	G3DSA:2.40.50.100			
638185369	277	72	264	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
638185369	277	90	268	Pfam	PF00528	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
638185369	277	1	269	PANTHER	PTHR32243			
638185369	277	10	267	Gene3D	G3DSA:1.10.3720.10			
638185369	277	10	269	SUPERFAMILY	SSF161098			
638185370	284	60	271	ProSiteProfiles	PS50928	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
638185370	284	75	271	Pfam	PF00528	IPR000515	Binding-protein-dependent transport systems inner membrane component	GO:0005215|GO:0006810|GO:0016020
638185370	284	2	284	PANTHER	PTHR32371			
638185370	284	2	284	PANTHER	PTHR32371:SF0			
638185370	284	4	37	Gene3D	G3DSA:1.20.58.370			
638185370	284	5	277	SUPERFAMILY	SSF161098			
638185370	284	51	277	Gene3D	G3DSA:1.10.3720.10			
638185371	426	1	22	ProSiteProfiles	PS51257			
638185371	426	45	418	SUPERFAMILY	SSF53850			
638185371	426	46	157	Gene3D	G3DSA:3.40.190.10			
638185371	426	53	347	Pfam	PF13416			
638185371	426	158	345	Gene3D	G3DSA:3.40.190.10			
638185372	338	53	258	Gene3D	G3DSA:1.25.40.10	IPR011990	Tetratricopeptide-like helical	GO:0005515
638185372	338	53	242	ProSiteProfiles	PS50293	IPR013026	Tetratricopeptide repeat-containing domain	GO:0005515
638185372	338	53	86	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	53	86	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	92	125	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	92	125	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	132	165	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	132	165	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	172	205	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	172	205	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	209	242	ProSiteProfiles	PS50005	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	209	242	SMART	SM00028	IPR019734	Tetratricopeptide repeat	GO:0005515
638185372	338	168	200	Pfam	PF12862	IPR026000	Anaphase-promoting complex subunit 5,TPR-containing domain	
638185372	338	53	244	SUPERFAMILY	SSF48452			
638185372	338	57	86	Pfam	PF13181			
638185372	338	57	200	PANTHER	PTHR19959			
638185372	338	90	163	Pfam	PF13424			
638185372	338	138	169	Coils	Coil			
638185372	338	298	326	Coils	Coil			
638185373	91	1	91	Hamap	MF_00043	IPR004542	Translation elongation factor EF1B, beta chain, archaeal	GO:0006414|GO:0003746
638185373	91	3	91	PIRSF	PIRSF006521	IPR004542	Translation elongation factor EF1B, beta chain, archaeal	GO:0006414|GO:0003746
638185373	91	7	90	TIGRFAM	TIGR00489	IPR004542	Translation elongation factor EF1B, beta chain, archaeal	GO:0006414|GO:0003746
638185373	91	5	91	SMART	SM00888	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange	GO:0006414|GO:0005853|GO:0003746
638185373	91	8	91	Pfam	PF00736	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange	GO:0006414|GO:0005853|GO:0003746
638185373	91	9	91	SUPERFAMILY	SSF54984	IPR014038	Translation elongation factor EF1B, beta/delta subunit, guanine nucleotide exchange	GO:0006414|GO:0005853|GO:0003746
638185373	91	6	91	Gene3D	G3DSA:3.30.70.60	IPR014717	Translation elongation factor EF1B/ribosomal protein S6	
638185374	66	17	40	Pfam	PF07754	IPR011668	Domain of unknown function DUF1610	
638185374	66	46	63	Pfam	PF07754	IPR011668	Domain of unknown function DUF1610	
638185375	277	17	239	Pfam	PF01040	IPR000537	UbiA prenyltransferase family	GO:0004659|GO:0016021
638185375	277	3	272	Hamap	MF_01286	IPR023547	Digeranylgeranylglyceryl phosphate synthase	GO:0047295|GO:0005886|GO:0008654|GO:0000287
638185375	277	4	232	PANTHER	PTHR11048			
638185377	621	210	604	SUPERFAMILY	SSF48310	IPR001203	Aldehyde ferredoxin oxidoreductase, C-terminal	GO:0016625|GO:0051536|GO:0055114|GO:0016491|GO:0009055
638185377	621	216	600	Pfam	PF01314	IPR001203	Aldehyde ferredoxin oxidoreductase, C-terminal	GO:0016625|GO:0051536|GO:0055114|GO:0016491|GO:0009055
638185377	621	4	207	SUPERFAMILY	SSF56228	IPR013983	Aldehyde ferredoxin oxidoreductase, N-terminal	GO:0055114|GO:0016625|GO:0051536|GO:0016491
638185377	621	4	209	Gene3D	G3DSA:3.60.9.10	IPR013983	Aldehyde ferredoxin oxidoreductase, N-terminal	GO:0055114|GO:0016625|GO:0051536|GO:0016491
