gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
638185345	155	23.6	4	149	1	178	2.0e-19	88.5	COG0250	Transcription antiterminator	178
638185346	61	52.46	1	61	4	64	7.0e-14	68.7	COG2443	Preprotein translocase subunit Sss1	65
638185347	372	57.69	31	366	1	338	3.0e-99	355	COG0206	Cell division GTPase	338
638185351	274	49.82	1	274	1	266	4.0e-90	324	COG1650	Uncharacterized protein conserved in archaea	266
638185352	232	64.91	7	229	1	228	6.0e-73	267	COG2413	Predicted nucleotidyltransferase	228
638185353	380	26.91	1	380	11	405	4.0e-67	248	COG1228	Imidazolonepropionase and related amidohydrolases	406
638185355	505	15.24	30	380	11	342	5.0e-13	69.6	COG1479	Uncharacterized conserved protein	409
638185356	206	62.93	2	206	2	203	2.0e-72	265	COG2078	Uncharacterized conserved protein	203
638185357	283	50.35	1	278	1	279	2.0e-91	329	COG0157	Nicotinate-nucleotide pyrophosphorylase	280
638185359	300	56.54	1	300	21	324	2.0e-117	415	COG0379	Quinolinate synthase	324
638185360	395	68.61	1	393	2	388	2.0e-118	419	COG1906	Uncharacterized conserved protein	388
638185361	464	42.09	5	464	9	513	0.0e+00	523	COG0029	Aspartate oxidase	518
638185362	475	60.12	5	475	1	488	0.0e+00	654	COG1892	Uncharacterized protein conserved in archaea	488
638185363	549	50.19	14	534	2	523	0.0e+00	505	COG0459	Chaperonin GroEL (HSP60 family)	524
638185366	238	24.79	1	238	19	251	6.0e-39	154	COG1180	Pyruvate-formate lyase-activating enzyme	260
638185367	611	33.07	2	611	95	698	0.0e+00	636	COG1328	Oxygen-sensitive ribonucleoside-triphosphate reductase	700
638185368	373	55.03	10	367	1	338	3.0e-129	455	COG3839	ABC-type sugar transport systems, ATPase components	338
638185369	277	32.36	1	272	1	275	6.0e-43	168	COG0395	ABC-type sugar transport system, permease component	281
638185370	284	36.95	1	283	4	295	3.0e-44	172	COG1175	ABC-type sugar transport systems, permease components	295
638185371	426	23.98	1	421	1	433	1.0e-34	141	COG1653	ABC-type sugar transport system, periplasmic component	433
638185373	91	57.14	1	91	1	88	6.0e-19	85.7	COG2092	Translation elongation factor EF-1beta	88
638185374	66	67.92	14	66	9	61	3.0e-16	76.9	COG2888	Predicted Zn-ribbon RNA-binding protein with a function in translation	61
638185375	277	28.62	4	273	14	286	5.0e-37	148	COG0382	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	289
638185377	621	44.48	4	606	1	614	0.0e+00	637	COG2414	Aldehyde:ferredoxin oxidoreductase	614
638185380	273	45.49	1	272	3	263	9.0e-75	273	COG0656	Aldo/keto reductases, related to diketogulonate reductase	280
638185381	370	32.18	1	369	19	421	1.0e-41	164	COG0038	Chloride channel protein EriC	443
638185383	335	39.18	1	330	19	347	3.0e-81	295	COG2038	NaMN:DMB phosphoribosyltransferase	347
638185386	412	58.29	2	406	1	408	0.0e+00	566	COG3635	Predicted phosphoglycerate mutase, AP superfamily	408
638185388	312	44.14	9	311	3	328	3.0e-73	268	COG0270	Site-specific DNA methylase	328
638185391	95	45.36	1	94	5	99	4.0e-20	89.6	COG1761	DNA-directed RNA polymerase, subunit L	99
638185392	209	61.06	3	209	1	204	1.0e-59	222	COG3286	Uncharacterized protein conserved in archaea	204
638185393	200	55.5	10	200	1	188	2.0e-63	235	COG1096	Predicted RNA-binding protein (consists of S1 domain and a Zn-ribbon domain)	188
638185394	855	71	1	829	1	830	0.0e+00	1251	COG1202	Superfamily II helicase, archaea-specific	830
638185395	155	36.91	1	149	3	148	4.0e-22	97.4	COG1522	Transcriptional regulators	154
638185396	113	71.68	1	113	1	113	2.0e-32	131	COG5625	Predicted transcription regulator containing HTH domain	113
638185397	122	23.21	1	111	9	119	1.0e-18	85.2	COG1917	Uncharacterized conserved protein, contains double-stranded beta-helix domain	131
638185398	565	26.68	35	459	1	435	7.0e-49	188	COG2234	Predicted aminopeptidases	435
638185401	353	35.2	232	351	11	135	3.0e-24	106	COG2246	Predicted membrane protein	139
638185402	227	67.54	1	226	3	229	3.0e-92	331	COG1889	Fibrillarin-like rRNA methylase	231
638185403	404	47.7	22	404	1	390	2.0e-116	412	COG1498	Protein implicated in ribosomal biogenesis, Nop56p homolog	395
638185404	328	52.01	10	324	1	323	8.0e-109	386	COG2515	1-aminocyclopropane-1-carboxylate deaminase	323
638185407	230	47.93	1	230	2	242	2.0e-61	228	COG0476	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	254
638185408	168	41.84	19	158	1	138	3.0e-34	138	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	138
638185409	158	34.82	44	155	1	89	1.0e-19	89.5	COG0184	Ribosomal protein S15P/S13E	89
638185410	478	33.47	3	476	12	488	7.0e-77	281	COG0608	Single-stranded DNA-specific exonuclease	491
638185412	199	63.13	2	199	1	198	2.0e-71	262	COG1890	Ribosomal protein S3AE	214
638185413	151	24.67	4	151	3	151	7.0e-16	76.6	COG1522	Transcriptional regulators	154
638185414	78	40	3	77	24	92	7.0e-11	58.8	COG1694	Predicted pyrophosphatase	102
638185415	137	32.38	32	135	1	105	8.0e-06	43.3	COG0640	Predicted transcriptional regulators	110
638185419	237	45.15	6	231	42	274	2.0e-43	168	COG2339	Predicted membrane protein	274
638185424	328	38.21	2	322	21	351	6.0e-80	291	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	351
638185429	456	29.76	11	456	1	487	2.0e-102	366	COG0297	Glycogen synthase	487
638185430	275	24.44	2	265	7	274	5.0e-11	62.1	COG2962	Predicted permeases	293
638185431	193	57.22	1	187	1	185	3.0e-59	221	COG1628	Uncharacterized conserved protein	185
638185432	196	27.41	1	192	4	190	5.0e-28	117	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	192
638185433	195	30.94	7	182	1	181	8.0e-28	117	COG1432	Uncharacterized conserved protein	181
638185434	163	35.85	9	162	10	168	2.0e-23	101	COG1432	Uncharacterized conserved protein	181
638185435	175	47.46	1	175	22	198	3.0e-64	237	COG2109	ATP:corrinoid adenosyltransferase	198
638185438	361	48.04	4	352	1	348	5.0e-103	367	COG3191	L-aminopeptidase/D-esterase	348
638185440	355	51.7	1	173	2	175	6.0e-46	178	COG1818	Predicted RNA-binding protein, contains THUMP domain	175
638185441	240	40.25	1	152	5	161	2.0e-31	129	COG1763	Molybdopterin-guanine dinucleotide biosynthesis protein	161
638185443	281	48.18	1	273	1	265	7.0e-87	313	COG1830	DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes	265
638185444	283	38.74	3	283	6	303	2.0e-55	209	COG0010	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family	305
638185445	158	34.59	1	154	2	160	2.0e-29	121	COG1818	Predicted RNA-binding protein, contains THUMP domain	175
638185446	239	42.62	1	236	2	222	2.0e-66	245	COG0603	Predicted PP-loop superfamily ATPase	222
638185449	336	34.88	1	336	4	346	8.0e-55	207	COG1822	Predicted archaeal membrane protein	349
638185450	334	41.33	1	334	4	349	1.0e-49	190	COG1822	Predicted archaeal membrane protein	349
638185451	462	21.84	1	454	1	497	1.0e-36	147	COG1807	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	535
638185453	821	45.53	5	800	1	740	0.0e+00	682	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	740
638185454	247	32.87	1	247	4	288	4.0e-49	188	COG2159	Predicted metal-dependent hydrolase of the TIM-barrel fold	293
638185455	580	63.06	1	578	1	560	0.0e+00	836	COG1031	Uncharacterized Fe-S oxidoreductase	560
638185456	153	42.38	1	148	2	150	2.0e-29	121	COG2236	Predicted phosphoribosyltransferases	192
638185457	198	24.64	7	196	23	233	4.0e-22	98	COG0491	Zn-dependent hydrolases, including glyoxylases	252
638185459	158	31.08	11	158	1	134	2.0e-19	88.5	COG4113	Predicted nucleic acid-binding protein, contains PIN domain	134
638185460	184	45.41	1	184	1	180	5.0e-48	183	COG1514	2'-5' RNA ligase	180
638185462	449	50.77	1	449	1	443	0.0e+00	517	COG1746	tRNA nucleotidyltransferase (CCA-adding enzyme)	443
638185463	271	27.17	1	259	1	252	1.0e-48	187	COG0121	Predicted glutamine amidotransferase	252
638185464	266	66.17	1	266	20	284	9.0e-99	353	COG2810	Predicted type IV restriction endonuclease	284
638185465	505	29.87	4	283	1	298	4.0e-47	182	COG1409	Predicted phosphohydrolases	301
638185468	139	33.33	10	132	151	273	1.0e-22	98.8	COG2905	Predicted signal-transduction protein containing cAMP-binding and CBS domains	610
638185469	216	40.59	4	216	1	235	8.0e-54	203	COG2872	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain	241
