gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
650829916	326	239	325	5.6e-36	108.8	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
650829917	327	231	323	5.4e-32	96	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
650829919	342	1	338	0.0e+00	527.8	TIGR03674	flap structure-specific endonuclease
650829924	232	3	221	1.3e-89	287.2	TIGR01487	sucrose-phosphate phosphatase-like hydrolase, Archaeal
650829924	232	6	229	7.2e-85	271.7	TIGR01482	sucrose-phosphate phosphatase subfamily
650829925	454	23	444	1.5e-105	339.1	TIGR00700	4-aminobutyrate aminotransferase, prokaryotic type
650829926	330	18	321	2.6e-127	409.7	TIGR01292	thioredoxin-disulfide reductase
650829929	122	8	112	4.6e-40	122.1	TIGR01300	monovalent cation/proton antiporter, MnhG/PhaG subunit
650829934	510	3	485	1.2e-67	214.9	TIGR01770	proton-translocating NADH-quinone oxidoreductase, chain N
650829943	401	16	398	0.0e+00	425.4	TIGR00521	phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase, prokaryotic
650829947	192	2	144	9.0e-48	148	TIGR01957	NADH-quinone oxidoreductase, B subunit
650829950	494	8	468	2.5e-75	240.1	TIGR01770	proton-translocating NADH-quinone oxidoreductase, chain N
650829954	120	10	109	7.5e-31	92.6	TIGR01300	monovalent cation/proton antiporter, MnhG/PhaG subunit
650829956	168	21	168	3.2e-70	220.8	TIGR00942	Monovalent Cation (K+ or Na+):Proton Antiporter-3 (CPA3) subfamily
650829957	966	511	535	3.8e-11	30.2	TIGR01443	intein C-terminal splicing region
650829957	966	80	176	6.2e-14	40	TIGR01445	intein N-terminal splicing region
650829961	438	30	433	0.0e+00	662.3	TIGR02153	glutamyl-tRNA(Gln) amidotransferase, subunit D
650829961	438	91	429	0.0e+00	491	TIGR00519	L-asparaginases, type I
650829962	630	3	627	0.0e+00	812.5	TIGR00134	glutamyl-tRNA(Gln) amidotransferase, subunit E
650829970	197	18	194	3.4e-85	270.1	TIGR00758	uracil-DNA glycosylase, family 4
650829976	629	5	364	4.4e-86	275.3	TIGR00456	arginyl-tRNA synthetase
650829977	356	1	355	2.5e-113	364.9	TIGR00111	putative translation factor pelota
650829981	102	2	100	2.0e-56	174.8	TIGR01046	ribosomal protein S10(archaeal)/S20(eukaryotic)
650829982	428	1	426	2.0e-84	271.1	TIGR00485	translation elongation factor TU
650829982	428	1	428	0.0e+00	696	TIGR00483	translation elongation factor EF-1 alpha
650829982	428	5	195	3.4e-20	60.1	TIGR00231	small GTP-binding protein domain
650829983	250	3	250	5.4e-48	149.7	TIGR00545	lipoyltransferase and lipoate-protein ligase
