gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
650829913	714	92.2	1	713	1	720	0.0e+00	1374.8	KO:K02035	peptide/nickel transport system substrate-binding protein		Yes
650829914	332						0.0e+00		KO:K02033	peptide/nickel transport system permease protein		No
650829915	385						0.0e+00		KO:K02034	peptide/nickel transport system permease protein		No
650829916	326	93.9	1	326	4	329	0.0e+00	622.9	KO:K02031	peptide/nickel transport system ATP-binding protein		Yes
650829917	327						0.0e+00		KO:K02032	peptide/nickel transport system ATP-binding protein		No
650829919	342						0.0e+00		KO:K04799	flap endonuclease-1 [EC:3.-.-.-]	EC:3.-	No
650829920	330						0.0e+00		KO:K15429	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]		No
650829923	285	86	1	285	1	284	0.0e+00	500.4	KO:K09719	hypothetical protein		Yes
650829924	232						0.0e+00		KO:K07024			No
650829925	454						0.0e+00		KO:K00823	4-aminobutyrate aminotransferase [EC:2.6.1.19]	EC:2.6.1.19	No
650829926	330						0.0e+00		KO:K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	EC:1.8.1.9	No
650829927	167						0.0e+00		KO:K05569	multicomponent Na+:H+ antiporter subunit E		No
650829928	84						0.0e+00		KO:K05570	multicomponent Na+:H+ antiporter subunit F		No
650829929	122						0.0e+00		KO:K05571	multicomponent Na+:H+ antiporter subunit G		No
650829932	148						0.0e+00		KO:K05566	multicomponent Na+:H+ antiporter subunit B		No
650829933	117						0.0e+00		KO:K05567	multicomponent Na+:H+ antiporter subunit C		No
650829934	510						0.0e+00		KO:K05568	multicomponent Na+:H+ antiporter subunit D		No
650829942	638						0.0e+00		KO:K06870	uncharacterized protein		No
650829943	401						0.0e+00		KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:4.1.1.36	No
650829943	401						0.0e+00		KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:6.3.2.5	No
650829944	202						0.0e+00		KO:K00338	NADH-quinone oxidoreductase subunit I [EC:1.6.5.3]	EC:1.6.5.3	No
650829945	391						0.0e+00		KO:K00333	NADH-quinone oxidoreductase subunit D [EC:1.6.5.3]	EC:1.6.5.3	No
650829946	174						0.0e+00		KO:K00332	NADH-quinone oxidoreductase subunit C [EC:1.6.5.3]	EC:1.6.5.3	No
650829947	192						0.0e+00		KO:K00331	NADH-quinone oxidoreductase subunit B [EC:1.6.5.3]	EC:1.6.5.3	No
650829948	309						0.0e+00		KO:K00337	NADH-quinone oxidoreductase subunit H [EC:1.6.5.3]	EC:1.6.5.3	No
650829949	617						0.0e+00		KO:K00342	NADH-quinone oxidoreductase subunit M [EC:1.6.5.3]	EC:1.6.5.3	No
650829950	494						0.0e+00		KO:K05568	multicomponent Na+:H+ antiporter subunit D		No
650829951	114						0.0e+00		KO:K05567	multicomponent Na+:H+ antiporter subunit C		No
650829952	234						0.0e+00		KO:K05566	multicomponent Na+:H+ antiporter subunit B		No
650829953	94	92.6	1	94	1	94	3.6e-43	174.1	KO:K05565	multicomponent Na+:H+ antiporter subunit A		Yes
