gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
2514741558	335	4	335	PIRSF	PIRSF029271	IPR001852	Vitamin B6 biosynthesis protein	GO:0042823
2514741558	335	10	335	Hamap	MF_01824	IPR001852	Vitamin B6 biosynthesis protein	GO:0042823
2514741558	335	11	213	Pfam	PF01680	IPR001852	Vitamin B6 biosynthesis protein	GO:0042823
2514741558	335	15	334	TIGRFAM	TIGR00343	IPR001852	Vitamin B6 biosynthesis protein	GO:0042823
2514741558	335	15	335	ProSiteProfiles	PS51129	IPR001852	Vitamin B6 biosynthesis protein	GO:0042823
2514741558	335	248	266	ProSitePatterns	PS01235	IPR001852	Vitamin B6 biosynthesis protein	GO:0042823
2514741558	335	247	299	Pfam	PF05690	IPR008867	Thiazole biosynthesis	GO:0009228
2514741558	335	24	205	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
2514741558	335	242	312	SUPERFAMILY	SSF51366	IPR011060	Ribulose-phosphate binding barrel	GO:0003824|GO:0008152
2514741558	335	16	165	Gene3D	G3DSA:3.20.20.70	IPR013785	Aldolase-type TIM barrel	GO:0003824
2514741558	335	235	325	Gene3D	G3DSA:3.20.20.70	IPR013785	Aldolase-type TIM barrel	GO:0003824
2514741558	335	7	335	PANTHER	PTHR31829			
2514741558	335	7	335	PANTHER	PTHR31829:SF0			
2514741559	197	1	197	PIRSF	PIRSF005639	IPR002161	Glutamine amidotransferase subunit PdxT	
2514741559	197	3	193	TIGRFAM	TIGR03800	IPR002161	Glutamine amidotransferase subunit PdxT	
2514741559	197	3	197	ProSiteProfiles	PS51130	IPR002161	Glutamine amidotransferase subunit PdxT	
2514741559	197	4	195	Hamap	MF_01615	IPR002161	Glutamine amidotransferase subunit PdxT	
2514741559	197	6	195	Pfam	PF01174	IPR002161	Glutamine amidotransferase subunit PdxT	
2514741559	197	47	57	ProSitePatterns	PS01236	IPR021196	PdxT/SNO family, conserved site	
2514741559	197	1	196	PANTHER	PTHR31559			
2514741559	197	1	196	PANTHER	PTHR31559:SF0			
2514741559	197	2	195	Gene3D	G3DSA:3.40.50.880			
2514741559	197	3	194	SUPERFAMILY	SSF52317			
2514741560	333	150	333	Pfam	PF06973	IPR009720	IMP biosynthesis enzyme PurP, C-terminal	GO:0000287|GO:0016879|GO:0005524|GO:0006188
2514741560	333	5	120	Pfam	PF06849	IPR010672	IMP biosynthesis enzyme PurP, N-terminal	GO:0016879|GO:0006188|GO:0000287|GO:0005524
2514741560	333	100	324	ProSiteProfiles	PS50975	IPR011761	ATP-grasp fold	GO:0005524|GO:0046872
2514741560	333	116	163	Gene3D	G3DSA:3.30.1490.20	IPR013815	ATP-grasp fold, subdomain 1	GO:0005524|GO:0003824
2514741560	333	164	333	Gene3D	G3DSA:3.30.470.20	IPR013816	ATP-grasp fold, subdomain 2	GO:0005524
2514741560	333	2	85	Gene3D	G3DSA:3.40.50.20	IPR016185	Pre-ATP-grasp fold	
2514741560	333	2	99	SUPERFAMILY	SSF52440	IPR016185	Pre-ATP-grasp fold	
2514741560	333	3	333	Hamap	MF_01163	IPR023656	IMP biosynthesis enzyme PurP	GO:0016879
2514741560	333	103	333	SUPERFAMILY	SSF56059			
2514741561	446	259	445	Gene3D	G3DSA:3.40.225.10	IPR001303	Class II aldolase/adducin N-terminal	GO:0046872
2514741561	446	265	444	SUPERFAMILY	SSF53639	IPR001303	Class II aldolase/adducin N-terminal	GO:0046872
2514741561	446	5	256	TIGRFAM	TIGR00097	IPR004399	Phosphomethylpyrimidine kinase type-2	GO:0008972|GO:0009228
2514741561	446	12	255	Pfam	PF08543	IPR013749	Phosphomethylpyrimidine kinase type-1	
2514741561	446	271	444	Pfam	PF10120	IPR019293	Thiamine-phosphate synthase ThiN	GO:0004789
2514741561	446	4	256	Gene3D	G3DSA:3.40.1190.20			
2514741561	446	4	260	SUPERFAMILY	SSF53613			
2514741561	446	5	445	PANTHER	PTHR20858			
2514741561	446	149	170	Coils	Coil			
2514741562	161	6	158	PIRSF	PIRSF024534	IPR012652	ThiW	
2514741562	161	8	160	TIGRFAM	TIGR02359	IPR012652	ThiW	
2514741562	161	10	156	Pfam	PF09512	IPR012652	ThiW	
2514741563	207	6	203	Hamap	MF_00097	IPR003733	Thiamine monophosphate synthase	GO:0009228|GO:0004789
2514741563	207	8	197	TIGRFAM	TIGR00693	IPR003733	Thiamine monophosphate synthase	GO:0009228|GO:0004789
2514741563	207	9	185	Pfam	PF02581	IPR003733	Thiamine monophosphate synthase	GO:0009228|GO:0004789
