gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
2514741558	335	15	335	0.0e+00	486.1	TIGR00343	pyridoxal 5'-phosphate synthase, synthase subunit Pdx1
2514741559	197	3	194	2.4e-76	241.8	TIGR03800	pyridoxal 5'-phosphate synthase, glutaminase subunit Pdx2
2514741561	446	5	257	1.8e-105	337.8	TIGR00097	phosphomethylpyrimidine kinase
2514741562	161	7	161	2.4e-48	150.4	TIGR02359	thiW protein
2514741563	207	8	198	1.3e-69	219.5	TIGR00693	thiamine-phosphate pyrophosphorylase
2514741564	266	8	256	1.1e-101	325.5	TIGR00694	hydroxyethylthiazole kinase
2514741565	425	19	424	0.0e+00	426.3	TIGR02358	putative hydroxymethylpyrimidine transporter CytX
2514741565	425	4	400	5.7e-74	236.3	TIGR00800	NCS1 nucleoside transporter family
2514741566	333	2	331	9.4e-107	343.1	TIGR01177	TIGR01177 family protein
2514741569	251	1	174	8.2e-31	93.1	TIGR00177	molybdenum cofactor synthesis domain
2514741570	475	6	474	0.0e+00	582.3	TIGR01064	pyruvate kinase
2514741571	81	16	81	1.3e-31	94.7	TIGR04140	TIGR04140 family protein
2514741580	130	15	121	2.7e-12	33	TIGR00369	uncharacterized domain 1
2514741584	331	1	331	4.5e-101	325.1	TIGR00519	L-asparaginases, type I
2514741584	331	1	331	1.7e-82	264.2	TIGR02153	glutamyl-tRNA(Gln) amidotransferase, subunit D
2514741601	748	10	737	0.0e+00	754.3	TIGR00921	The (Largely Archaeal Putative) Hydrophobe/Amphiphile Efflux-3 (HAE3) Family
2514741601	748	26	520	6.5e-106	342.5	TIGR00833	Transport protein
2514741605	383	142	381	1.4e-65	208.1	TIGR00446	NOL1/NOP2/sun family putative RNA methylase
2514741605	383	79	160	3.5e-12	33.7	TIGR00451	uncharacterized domain 2
2514741606	337	9	336	4.9e-66	209.3	TIGR00374	conserved hypothetical protein
2514741608	324	3	324	0.0e+00	518.5	TIGR03722	universal archaeal protein Kae1
2514741608	324	4	291	1.2e-107	346.6	TIGR00329	metallohydrolase, glycoprotease/Kae1 family
2514741615	339	5	151	2.9e-56	177	TIGR00184	adenylosuccinate synthase
2514741619	128	1	128	2.2e-42	130.8	TIGR00104	putative methyltransferase, YaeB/AF_0241 family
2514741620	421	7	421	0.0e+00	701.8	TIGR00936	adenosylhomocysteinase
2514741623	49	30	49	1.9e-05	11.8	TIGR02595	PEP-CTERM protein sorting domain
2514741624	397	1	388	5.2e-96	307.6	TIGR00528	glycine cleavage system T protein
2514741629	307	6	300	2.7e-15	42.5	TIGR00374	conserved hypothetical protein
2514741632	282	2	273	7.9e-83	263.8	TIGR00417	spermidine synthase
2514741633	123	7	118	2.5e-52	162.2	TIGR03330	S-adenosylmethionine decarboxylase proenzyme, Bacillus form
2514741634	158	4	157	2.0e-46	143.6	TIGR00286	arginine decarboxylase, pyruvoyl-dependent
2514741643	104	5	99	1.1e-33	101.7	TIGR01300	monovalent cation/proton antiporter, MnhG/PhaG subunit
2514741646	183	5	167	8.6e-68	213.3	TIGR00288	TIGR00288 family protein
2514741647	174	7	167	8.4e-71	223.1	TIGR00288	TIGR00288 family protein
2514741649	224	2	211	4.0e-74	234.8	TIGR01351	adenylate kinases
2514741650	93	2	93	1.4e-34	104.8	TIGR00106	uncharacterized protein, MTH1187 family
2514741659	399	127	397	5.2e-96	309.2	TIGR01241	ATP-dependent metalloprotease FtsH
2514741659	399	19	381	0.0e+00	655.5	TIGR01242	26S proteasome subunit P45 family
2514741670	476	2	476	0.0e+00	614.1	TIGR02751	phosphoenolpyruvate carboxylase, archaeal type
2514741673	1038	155	251	2.9e-15	44.3	TIGR01445	intein N-terminal splicing region
2514741673	1038	586	610	2.3e-10	27.7	TIGR01443	intein C-terminal splicing region
2514741676	331	4	330	3.5e-98	315.5	TIGR01327	D-3-phosphoglycerate dehydrogenase
2514741682	157	2	153	8.0e-48	148.6	TIGR02274	deoxycytidine triphosphate deaminase
2514741683	104	1	104	3.1e-46	142.3	TIGR03685	50S ribosomal protein L12P
2514741687	151	6	150	1.8e-57	179.6	TIGR00405	ribosomal protein L24p/L26e, archaeal
2514741688	63	4	62	2.5e-24	71.1	TIGR00327	protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
2514741689	373	26	371	0.0e+00	457.6	TIGR00065	cell division protein FtsZ
2514741691	330	4	321	8.8e-107	342.6	TIGR02122	TRAP transporter solute receptor, TAXI family
2514741693	766	32	479	1.4e-115	373.3	TIGR02123	TRAP transporter, 4TM/12TM fusion protein
2514741697	195	3	191	1.8e-74	235.7	TIGR03875	RNA ligase partner, MJ_0950 family
2514741702	260	5	258	9.2e-116	371.8	TIGR00259	membrane complex biogenesis protein, BtpA family
2514741704	544	11	544	0.0e+00	816.3	TIGR01243	AAA family ATPase, CDC48 subfamily
2514741710	356	1	355	1.5e-115	372.2	TIGR00111	putative translation factor pelota
2514741717	169	8	164	9.4e-42	128.7	TIGR02228	signal peptidase I, archaeal type
2514741718	249	3	249	2.3e-47	147.7	TIGR00545	lipoyltransferase and lipoate-protein ligase
2514741720	170	1	166	4.5e-55	171.5	TIGR00725	TIGR00725 family protein
2514741722	321	204	307	2.2e-42	129.8	TIGR00269	TIGR00269 family protein
2514741732	239	4	218	1.1e-52	164.5	TIGR00364	queuosine biosynthesis protein QueC
2514741736	330	17	320	3.8e-125	402.6	TIGR01292	thioredoxin-disulfide reductase
2514741737	447	22	444	3.7e-108	347.7	TIGR00700	4-aminobutyrate aminotransferase, prokaryotic type
2514741740	219	2	214	9.2e-96	305.3	TIGR00126	deoxyribose-phosphate aldolase
2514741741	308	5	304	4.2e-66	209.1	TIGR00367	K+-dependent Na+/Ca+ exchanger related-protein
2514741744	286	4	283	4.1e-86	274.7	TIGR01297	cation diffusion facilitator family transporter
2514741746	1280	461	572	2.1e-20	61.7	TIGR01445	intein N-terminal splicing region
2514741746	1280	824	845	4.8e-11	30.9	TIGR01443	intein C-terminal splicing region
2514741746	1280	827	1165	3.0e-130	423.5	TIGR02504	ribonucleoside-diphosphate reductase, adenosylcobalamin-dependent
2514741747	262	42	238	1.0e-51	162.3	TIGR01877	CRISPR-associated endoribonuclease Cas6
2514741748	516	130	456	3.7e-57	180	TIGR01908	CRISPR-associated protein Cas8a1/Cst1, subtype I-B/TNEAP
2514741749	358	12	349	3.4e-84	269.6	TIGR02585	CRISPR-associated protein Cas7/Cst2/DevR, subtype I-B/TNEAP
2514741749	358	9	272	4.3e-42	130.8	TIGR01875	CRISPR-associated autoregulator DevR family
2514741750	210	1	200	1.3e-59	188.4	TIGR01895	CRISPR-associated protein Cas5, subtype I-B/TNEAP
2514741750	210	1	44	4.3e-20	58.5	TIGR02593	CRISPR-associated protein Cas5, N-terminal domain
2514741751	740	14	212	2.2e-31	96.3	TIGR01596	CRISPR-associated endonuclease Cas3-HD
2514741751	740	249	600	2.5e-102	329.6	TIGR01587	CRISPR-associated helicase Cas3
2514741752	204	46	204	1.4e-27	82.8	TIGR00372	CRISPR-associated protein Cas4
2514741753	322	4	322	0.0e+00	442.3	TIGR03641	CRISPR-associated endonuclease Cas1, subtype I-B/HMARI/TNEAP
2514741753	322	5	317	4.2e-100	322	TIGR00287	CRISPR-associated endonuclease Cas1
2514741754	121	15	110	6.6e-35	105.9	TIGR01878	CRISPR type I-A/APERN-associated protein Csa5
2514741755	315	2	282	3.7e-110	354.6	TIGR02583	CRISPR-associated protein Cas7/Csa2, subtype I-A/APERN
2514741755	315	3	259	6.5e-50	156.5	TIGR01875	CRISPR-associated autoregulator DevR family
2514741756	399	23	399	0.0e+00	745	TIGR02671	CRISPR-associated protein Cas8a2/Csx9, subtype I-A/APERN
2514741757	492	40	385	3.0e-93	298.7	TIGR01587	CRISPR-associated helicase Cas3
2514741759	220	16	187	2.5e-17	49.6	TIGR01596	CRISPR-associated endonuclease Cas3-HD
2514741760	223	1	209	4.2e-41	126.6	TIGR01884	CRISPR locus-related DNA-binding protein
2514741761	261	45	255	2.3e-26	79.6	TIGR01877	CRISPR-associated endoribonuclease Cas6
2514741762	85	1	83	1.7e-18	53	TIGR01573	CRISPR-associated endoribonuclease Cas2
2514741768	148	1	139	2.8e-47	146.4	TIGR01957	NADH-quinone oxidoreductase, B subunit
2514741775	118	8	112	1.3e-35	107.9	TIGR01300	monovalent cation/proton antiporter, MnhG/PhaG subunit
2514741789	121	8	112	5.3e-39	118.7	TIGR01300	monovalent cation/proton antiporter, MnhG/PhaG subunit
2514741793	272	6	262	9.1e-43	132.8	TIGR00753	undecaprenyl-diphosphatase UppP
2514741794	419	1	398	0.0e+00	522.7	TIGR03992	UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase
2514741794	419	2	349	5.4e-81	259.1	TIGR01208	glucose-1-phosphate thymidylylransferase, long form
2514741798	204	1	199	9.1e-23	67.3	TIGR00123	cobalamin biosynthesis protein CbiM
2514741801	262	11	195	1.1e-70	223	TIGR01166	cobalt transport protein ATP-binding subunit
2514741802	831	106	690	0.0e+00	849.7	TIGR02094	alpha-glucan phosphorylases
2514741803	225	3	224	7.2e-92	293	TIGR02076	uridylate kinase, putative
2514741808	414	10	406	1.6e-78	250.4	TIGR00479	23S rRNA (uracil-5-)-methyltransferase RumA
2514741815	415	19	376	7.1e-116	373.3	TIGR00065	cell division protein FtsZ
2514741816	148	1	144	2.1e-32	99.1	TIGR02199	rfaE bifunctional protein, domain II
2514741816	148	8	74	7.3e-23	67.8	TIGR00125	cytidyltransferase-related domain
2514741817	170	4	167	2.4e-56	176.9	TIGR03684	arCOG04150 universal archaeal PUA-domain protein
2514741817	170	49	162	1.3e-34	105.8	TIGR00451	uncharacterized domain 2
2514741819	380	9	380	0.0e+00	502.9	TIGR01209	RNA ligase, Pab1020 family
2514741828	116	4	113	2.2e-42	129.8	TIGR02338	prefoldin, beta subunit, archaeal
2514741832	85	1	84	3.4e-42	129	TIGR00280	ribosomal protein L37a
2514741836	247	9	238	2.0e-125	402.7	TIGR02065	archaeal exosome-like complex exonuclease 1
2514741838	260	8	235	9.6e-114	364.6	TIGR03633	proteasome endopeptidase complex, archaeal, alpha subunit
2514741843	571	497	571	9.5e-12	31.3	TIGR00451	uncharacterized domain 2
2514741864	907	1	907	0.0e+00	1340.6	TIGR03683	alanyl-tRNA synthetase
2514741864	907	59	890	0.0e+00	762.1	TIGR00344	alanine--tRNA ligase
2514741868	252	2	252	2.6e-68	216.4	TIGR00486	dinuclear metal center protein, YbgI/SA1388 family
2514741871	587	11	568	0.0e+00	870.2	TIGR01211	histone acetyltransferase, ELP3 family
2514741878	247	2	239	0.0e+00	470.4	TIGR03877	KaiC domain protein, Ph0284 family
2514741879	316	31	103	1.4e-28	85.5	TIGR03879	probable regulatory domain
2514741880	138	2	113	1.6e-49	153.2	TIGR03330	S-adenosylmethionine decarboxylase proenzyme, Bacillus form
2514741884	103	5	89	5.7e-21	60.8	TIGR02926	ATP synthase archaeal, H subunit
2514741888	369	31	366	2.3e-100	322.2	TIGR02923	ATP synthase A1, C subunit
2514741890	1014	238	330	5.9e-19	56.7	TIGR01445	intein N-terminal splicing region
2514741890	1014	644	667	5.5e-09	23.9	TIGR01443	intein C-terminal splicing region
2514741891	462	5	462	0.0e+00	722.4	TIGR01040	V-type (H+)-ATPase V1, B subunit
2514741891	462	5	462	0.0e+00	889.6	TIGR01041	ATP synthase archaeal, B subunit
2514741892	214	4	211	1.4e-75	239.5	TIGR00309	H(+)-transporting ATP synthase, vacuolar type, subunit D
2514741899	226	1	225	6.3e-93	297.9	TIGR00289	TIGR00289 family protein
2514741899	226	1	225	2.7e-88	282.9	TIGR00290	MJ0570-related uncharacterized domain
2514741899	226	4	220	1.3e-94	303.1	TIGR03679	arCOG00187 universal archaeal metal-binding-domain/4Fe-4S-binding-domain containing ABC transporter, ATP-binding protein
2514741901	627	16	621	0.0e+00	727.8	TIGR03336	indolepyruvate ferredoxin oxidoreductase, alpha subunit
2514741907	455	1	446	6.2e-90	288	TIGR02095	glycogen/starch synthases, ADP-glucose type
2514741927	109	1	109	2.6e-39	120.3	TIGR00399	methionyl-tRNA synthetase C-terminal region/beta chain
2514741928	278	5	273	1.7e-69	220.5	TIGR01230	agmatinase
2514741929	383	43	362	2.4e-60	190.5	TIGR00260	threonine synthase
2514741939	328	238	325	4.4e-36	109.1	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2514741940	319	226	317	1.1e-28	85.4	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
2514741950	228	1	228	7.2e-40	123	TIGR00153	TIGR00153 family protein
