gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
2514741558	335	65.96	9	335	5	296	2.0e-130	458	COG0214	Pyridoxine biosynthesis enzyme	296
2514741559	197	52.28	2	196	1	190	1.0e-67	248	COG0311	Predicted glutamine amidotransferase involved in pyridoxine biosynthesis	194
2514741560	333	53.47	1	333	17	361	5.0e-126	444	COG1759	ATP-utilizing enzymes of ATP-grasp superfamily (probably carboligases)	361
2514741561	446	57.58	1	261	2	263	8.0e-95	341	COG0351	Hydroxymethylpyrimidine/phosphomethylpyrimidine kinase	263
2514741562	161	41.46	1	161	2	165	5.0e-28	116	COG4732	Predicted membrane protein	177
2514741563	207	47.6	2	204	1	208	4.0e-57	214	COG0352	Thiamine monophosphate synthase	211
2514741564	266	52.12	8	263	7	264	5.0e-86	311	COG2145	Hydroxyethylthiazole kinase, sugar kinase family	265
2514741565	425	35.33	1	425	5	430	6.0e-65	241	COG1457	Purine-cytosine permease and related proteins	442
2514741566	333	37.86	1	332	2	345	2.0e-76	279	COG1041	Predicted DNA modification methylase	347
2514741567	413	18.94	21	410	8	384	3.0e-09	56.8	COG2814	Arabinose efflux permease	394
2514741568	265	47.66	20	264	2	254	3.0e-59	222	COG1365	Predicted ATPase (PP-loop superfamily)	255
2514741569	251	42.64	1	250	2	251	1.0e-66	246	COG1058	Predicted nucleotide-utilizing enzyme related to molybdopterin-biosynthesis enzyme MoeA	255
2514741570	475	48.86	2	474	1	477	0.0e+00	535	COG0469	Pyruvate kinase	477
2514741573	342	60.06	7	342	1	335	0.0e+00	461	COG1313	Uncharacterized Fe-S protein PflX, homolog of pyruvate formate lyase activating proteins	335
2514741574	621	45.37	1	612	1	614	0.0e+00	626	COG2414	Aldehyde:ferredoxin oxidoreductase	614
2514741577	330	25.15	6	326	16	344	6.0e-25	108	COG0628	Predicted permease	355
2514741578	181	38.97	1	181	5	199	1.0e-38	153	COG1335	Amidases related to nicotinamidase	205
2514741579	132	19.85	11	131	15	150	4.0e-06	43.8	COG3612	Uncharacterized protein conserved in archaea	157
2514741580	130	30.3	1	126	12	141	6.0e-14	69.7	COG2050	Uncharacterized protein, possibly involved in aromatic compounds catabolism	141
2514741582	101	35.58	1	100	1	104	6.0e-09	52.5	COG1695	Predicted transcriptional regulators	138
