gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
651048986	221						0.0e+00		KO:K07325	archaeal flagellin FlaB		No
651048987	168	68.3	1	166	1	162	0.0e+00	221.1	KO:K07822	archaeal flagellar protein FlaC		Yes
651048988	293	46.4	25	293	6	266	0.0e+00	232.6	KO:K07327	archaeal flagellar protein FlaD		Yes
651048989	169	48.8	1	169	1	171	1.3e-43	176.4	KO:K07329	archaeal flagellar protein FlaF		Yes
651048990	148						0.0e+00		KO:K07330	archaeal flagellar protein FlaG		No
651048991	231						0.0e+00		KO:K07331	archaeal flagellar protein FlaH		No
651048992	542						0.0e+00		KO:K07332	archaeal flagellar protein FlaI		No
651048993	572						0.0e+00		KO:K07333	archaeal flagellar protein FlaJ		No
651048995	418	60.2	1	399	1	399	0.0e+00	500.4	KO:K01564			Yes
651049004	655						0.0e+00		KO:K08884	serine/threonine protein kinase, bacterial [EC:2.7.11.1]	EC:2.7.11.1	No
651049007	248	55	18	248	13	237	0.0e+00	247.3	KO:K01090	protein phosphatase [EC:3.1.3.16]	EC:3.1.3.16	Yes
651049020	631						0.0e+00		KO:K00390	phosphoadenosine phosphosulfate reductase [EC:1.8.4.8]	EC:1.8.4.8	No
651049025	123						0.0e+00		KO:K02936	large subunit ribosomal protein L7Ae		No
651049026	70						0.0e+00		KO:K02979	small subunit ribosomal protein S28e		No
651049027	68						0.0e+00		KO:K02896	large subunit ribosomal protein L24e		No
651049028	174						0.0e+00		KO:K00940	nucleoside-diphosphate kinase [EC:2.7.4.6]	EC:2.7.4.6	No
651049030	597						0.0e+00		KO:K03243	translation initiation factor 5B		No
651049032	334	86.8	1	333	1	333	0.0e+00	588.2	KO:K00015	glyoxylate reductase [EC:1.1.1.26]	EC:1.1.1.26	Yes
651049038	887						0.0e+00		KO:K03546	exonuclease SbcC		No
651049040	556						0.0e+00		KO:K06915			No
651049044	252						0.0e+00		KO:K03424	TatD DNase family protein [EC:3.1.21.-]	EC:3.1.21.-	No
651049046	81						0.0e+00		KO:K09715	hypothetical protein		No
651049048	351						0.0e+00		KO:K01438	acetylornithine deacetylase [EC:3.5.1.16]	EC:3.5.1.16	No
651049049	926						0.0e+00		KO:K03724	ATP-dependent helicase Lhr and Lhr-like helicase [EC:3.6.4.-]	EC:3.6.4.-	No
651049052	378	85	1	374	1	374	0.0e+00	636	KO:K00001	alcohol dehydrogenase [EC:1.1.1.1]	EC:1.1.1.1	Yes
651049054	356						0.0e+00		KO:K08963	methylthioribose-1-phosphate isomerase [EC:5.3.1.23]	EC:5.3.1.23	No
651049055	180						0.0e+00		KO:K06928	nucleoside-triphosphatase THEP1 [EC:3.6.1.15]	EC:3.6.1.15	No
651049058	91						0.0e+00		KO:K03622	archaea-specific DNA-binding protein		No
651049059	451						0.0e+00		KO:K01756	adenylosuccinate lyase [EC:4.3.2.2]	EC:4.3.2.2	No
651049061	118	90.5	1	116	1	116	0.0e+00	220.7	KO:K06933			Yes
651049062	152						0.0e+00		KO:K01737	6-pyruvoyl tetrahydrobiopterin synthase [EC:4.2.3.12]	EC:4.2.3.12	No
651049065	140						0.0e+00		KO:K06934			No
651049075	220						0.0e+00		KO:K06897			No
651049077	393	85.2	1	393	1	393	0.0e+00	701.4	KO:K07496	putative transposase		Yes
651049084	147						0.0e+00		KO:K04797	prefoldin alpha subunit		No
651049086	311						0.0e+00		KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	No
651049087	339						0.0e+00		KO:K01939	adenylosuccinate synthase [EC:6.3.4.4]	EC:6.3.4.4	No
651049090	599						0.0e+00		KO:K01960	pyruvate carboxylase subunit B [EC:6.4.1.1]	EC:6.4.1.1	No
651049091	281						0.0e+00		KO:K01623	fructose-bisphosphate aldolase, class I [EC:4.1.2.13]	EC:4.1.2.13	No
651049092	236						0.0e+00		KO:K03524	BirA family transcriptional regulator, biotin operon repressor / biotin-[acetyl-CoA-carboxylase] ligase [EC:6.3.4.15]	EC:6.3.4.15	No
651049095	213						0.0e+00		KO:K07050			No
651049097	700						0.0e+00		KO:K07012			No
651049098	162						0.0e+00		KO:K07464	putative RecB family exonuclease		No
651049100	317						0.0e+00		KO:K15342	CRISP-associated protein Cas1		No
651049106	331						0.0e+00		KO:K07446	tRNA (guanine10-N2)-dimethyltransferase [EC:2.1.1.213]		No
651049112	231	55.3	1	226	1	225	0.0e+00	262.7	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
651049123	115						0.0e+00		KO:K05919	superoxide reductase [EC:1.15.1.2]	EC:1.15.1.2	No
651049130	689						0.0e+00		KO:K01534	Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]	EC:3.6.3.3	No
651049130	689						0.0e+00		KO:K01534	Cd2+/Zn2+-exporting ATPase [EC:3.6.3.3 3.6.3.5]	EC:3.6.3.5	No
651049133	640						0.0e+00		KO:K01533	Cu2+-exporting ATPase [EC:3.6.3.4]	EC:3.6.3.4	No
651049134	100						0.0e+00		KO:K08982	putative membrane protein		No
651049138	283						0.0e+00		KO:K09687	antibiotic transport system ATP-binding protein		No
651049139	232						0.0e+00		KO:K09686	antibiotic transport system permease protein		No
651049141	216						0.0e+00		KO:K03386	peroxiredoxin (alkyl hydroperoxide reductase subunit C) [EC:1.11.1.15]	EC:1.11.1.15	No
651049143	194	74.7	1	194	1	189	0.0e+00	275	KO:K09723	hypothetical protein		Yes
651049144	249						0.0e+00		KO:K04802	proliferating cell nuclear antigen		No
651049146	110						0.0e+00		KO:K03057	transcription elongation factor		No
651049147	466	75	1	455	1	451	0.0e+00	712.6	KO:K06921			Yes
651049151	429						0.0e+00		KO:K00600	glycine hydroxymethyltransferase [EC:2.1.2.1]	EC:2.1.2.1	No
651049153	250						0.0e+00		KO:K12410	NAD-dependent deacetylase [EC:3.5.1.-]	EC:3.5.1.-	No
651049155	242						0.0e+00		KO:K07025	putative hydrolase of the HAD superfamily		No
651049160	224	52.3	1	218	1	215	0.0e+00	243.4	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
651049164	426						0.0e+00		KO:K08369	MFS transporter, putative metabolite:H+ symporter		No
651049165	440						0.0e+00		KO:K03592	PmbA protein		No
651049166	473						0.0e+00		KO:K03568	TldD protein		No
651049168	394	38.7	1	394	1	392	0.0e+00	270.8	KO:K06921			Yes
651049169	826	33.2	5	607	64	706	0.0e+00	363.2	KO:K06921			Yes
651049170	229						0.0e+00		KO:K01779	aspartate racemase [EC:5.1.1.13]	EC:5.1.1.13	No
651049171	240						0.0e+00		KO:K03609	septum site-determining protein MinD		No
651049173	404						0.0e+00		KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:4.1.1.36	No
651049173	404						0.0e+00		KO:K13038	phosphopantothenoylcysteine decarboxylase / phosphopantothenate--cysteine ligase [EC:4.1.1.36 6.3.2.5]	EC:6.3.2.5	No
651049174	126						0.0e+00		KO:K09137	hypothetical protein		No
651049175	137						0.0e+00		KO:K06199	CrcB protein		No
651049177	288	85.4	1	288	1	288	0.0e+00	526.6	KO:K09719	hypothetical protein		Yes
651049178	231						0.0e+00		KO:K06974			No
651049179	154						0.0e+00		KO:K03564	peroxiredoxin Q/BCP [EC:1.11.1.15]	EC:1.11.1.15	No
651049180	478						0.0e+00		KO:K00873	pyruvate kinase [EC:2.7.1.40]	EC:2.7.1.40	No
651049181	224						0.0e+00		KO:K00939	adenylate kinase [EC:2.7.4.3]	EC:2.7.4.3	No
651049183	93						0.0e+00		KO:K03636	molybdopterin synthase sulfur carrier subunit		No
651049186	134						0.0e+00		KO:K00088	IMP dehydrogenase [EC:1.1.1.205]	EC:1.1.1.205	No
651049187	957						0.0e+00		KO:K07151	dolichyl-diphosphooligosaccharide--protein glycosyltransferase [EC:2.4.1.119]	EC:2.4.1.119	No
651049188	602						0.0e+00		KO:K00820	glucosamine--fructose-6-phosphate aminotransferase (isomerizing) [EC:2.6.1.16]	EC:2.6.1.16	No
651049192	231						0.0e+00		KO:K03470	ribonuclease HII [EC:3.1.26.4]	EC:3.1.26.4	No
651049193	273	87.9	1	273	1	273	0.0e+00	468	KO:K02075	zinc/manganese transport system permease protein		Yes
651049194	264						0.0e+00		KO:K02074	zinc/manganese transport system ATP-binding protein		No
651049195	124						0.0e+00		KO:K03236	translation initiation factor 1A		No
651049196	258						0.0e+00		KO:K07178	RIO kinase 1 [EC:2.7.11.1]	EC:2.7.11.1	No
651049197	248						0.0e+00		KO:K06961	ribosomal RNA assembly protein		No
651049198	565						0.0e+00		KO:K03167	DNA topoisomerase VI subunit B [EC:5.99.1.3]	EC:5.99.1.3	No
651049199	386						0.0e+00		KO:K03166	DNA topoisomerase VI subunit A [EC:5.99.1.3]	EC:5.99.1.3	No
651049200	415						0.0e+00		KO:K09724	hypothetical protein		No
651049205	268						0.0e+00		KO:K09007	hypothetical protein		No
651049208	358						0.0e+00		KO:K06885			No
651049209	732						0.0e+00		KO:K03234	elongation factor 2		No
651049211	428						0.0e+00		KO:K03231	elongation factor 1-alpha		No
651049212	102						0.0e+00		KO:K02946	small subunit ribosomal protein S10		No
651049214	220						0.0e+00		KO:K07043			No
651049215	982						0.0e+00		KO:K01153	type I restriction enzyme, R subunit [EC:3.1.21.3]	EC:3.1.21.3	No
651049219	430						0.0e+00		KO:K01154	type I restriction enzyme, S subunit [EC:3.1.21.3]	EC:3.1.21.3	No
651049221	517						0.0e+00		KO:K03427	type I restriction enzyme M protein [EC:2.1.1.72]	EC:2.1.1.72	No
651049223	279						0.0e+00		KO:K07055	tRNA wybutosine-synthesizing protein 2 [EC:2.1.1.-]	EC:2.1.1.-	No
651049228	435	77.2	5	434	2	431	0.0e+00	662.5	KO:K05716	cyclic 2,3-diphosphoglycerate synthetase [EC:4.6.1.-]	EC:4.6.1.-	Yes
651049229	296						0.0e+00		KO:K05715	2-phosphoglycerate kinase [EC:2.7.2.-]	EC:2.7.2.-	No
651049232	259						0.0e+00		KO:K07008	glutamine amidotransferase		No
651049233	290						0.0e+00		KO:K07504	hypothetical protein		No
651049236	591						0.0e+00		KO:K06174	ATP-binding cassette, sub-family E, member 1		No
651049237	899						0.0e+00		KO:K06877	DEAD/DEAH box helicase domain-containing protein		No
651049245	285						0.0e+00		KO:K00606	3-methyl-2-oxobutanoate hydroxymethyltransferase [EC:2.1.2.11]	EC:2.1.2.11	No
651049249	960						0.0e+00		KO:K14415	tRNA-splicing ligase RtcB [EC:6.5.1.3]	EC:6.5.1.3	No
651049250	308	75	1	308	1	308	0.0e+00	479.2	KO:K01992	ABC-2 type transport system permease protein		Yes
651049252	309	82.8	1	309	1	309	0.0e+00	518.5	KO:K01990	ABC-2 type transport system ATP-binding protein		Yes
651049253	156						0.0e+00		KO:K03637	molybdenum cofactor biosynthesis protein C		No
651049256	222						0.0e+00		KO:K07174	Mn2+-dependent serine/threonine protein kinase [EC:2.7.1.-]	EC:2.7.1.-	No
651049258	292						0.0e+00		KO:K03799	heat shock protein HtpX [EC:3.4.24.-]	EC:3.4.24.-	No
651049260	281						0.0e+00		KO:K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]	EC:1.1.1.100	No
651049261	336						0.0e+00		KO:K00809	deoxyhypusine synthase [EC:2.5.1.46]	EC:2.5.1.46	No
651049262	476						0.0e+00		KO:K00803	alkyldihydroxyacetonephosphate synthase [EC:2.5.1.26]	EC:2.5.1.26	No
651049264	587						0.0e+00		KO:K00111	glycerol-3-phosphate dehydrogenase [EC:1.1.5.3]	EC:1.1.5.3	No
651049267	498						0.0e+00		KO:K00864	glycerol kinase [EC:2.7.1.30]	EC:2.7.1.30	No
651049268	385						0.0e+00		KO:K07133			No
651049270	453	82.3	1	446	1	446	0.0e+00	763.1	KO:K06921			Yes
651049271	424						0.0e+00		KO:K06932			No
651049272	362	72.1	2	360	46	402	0.0e+00	552	KO:K01200	pullulanase [EC:3.2.1.41]	EC:3.2.1.41	Yes
651049274	318						0.0e+00		KO:K07728	putative transcriptional regulator		No
651049275	416						0.0e+00		KO:K06885			No
651049276	427						0.0e+00		KO:K01912	phenylacetate-CoA ligase [EC:6.2.1.30]	EC:6.2.1.30	No
651049280	396						0.0e+00		KO:K03750	molybdopterin molybdotransferase [EC:2.10.1.1]		No
651049281	152	33.3	4	150	1	147	2.1e-21	102.4	KO:K07064			Yes
651049283	171						0.0e+00		KO:K03638	molybdenum cofactor biosynthesis protein B		No
651049284	197						0.0e+00		KO:K08260	adenosylcobinamide hydrolase [EC:3.5.1.90]	EC:3.5.1.90	No
651049290	231						0.0e+00		KO:K02233	adenosylcobinamide-GDP ribazoletransferase [EC:2.7.8.26]	EC:2.7.8.26	No
651049293	294						0.0e+00		KO:K02227	adenosylcobinamide-phosphate synthase [EC:6.3.1.10]	EC:6.3.1.10	No
651049294	322						0.0e+00		KO:K00817	histidinol-phosphate aminotransferase [EC:2.6.1.9]	EC:2.6.1.9	No
651049297	324						0.0e+00		KO:K03924	MoxR-like ATPase [EC:3.6.3.-]	EC:3.6.3.-	No
651049301	890						0.0e+00		KO:K01873	valyl-tRNA synthetase [EC:6.1.1.9]	EC:6.1.1.9	No
651049302	370						0.0e+00		KO:K15566	tRNA (adenine9-N1/guanine9-N1)-methyltransferase [EC:2.1.1.218 2.1.1.221]		No
651049305	338	37.7	3	338	6	330	0.0e+00	229.2	KO:K01174	micrococcal nuclease [EC:3.1.31.1]	EC:3.1.31.1	Yes
651049306	332						0.0e+00		KO:K15429	tRNA (guanine37-N1)-methyltransferase [EC:2.1.1.228]		No
651049308	441						0.0e+00		KO:K03592	PmbA protein		No
651049309	455						0.0e+00		KO:K03568	TldD protein		No
651049311	231						0.0e+00		KO:K01779	aspartate racemase [EC:5.1.1.13]	EC:5.1.1.13	No
651049312	327						0.0e+00		KO:K03284	magnesium transporter		No
651049313	275						0.0e+00		KO:K06897			No
651049315	397						0.0e+00		KO:K06942			No
651049316	170						0.0e+00		KO:K05873	adenylate cyclase, class 2 [EC:4.6.1.1]	EC:4.6.1.1	No
651049318	177						0.0e+00		KO:K03186	3-octaprenyl-4-hydroxybenzoate carboxy-lyase UbiX [EC:4.1.1.-]	EC:4.1.1.-	No
651049323	413	86.9	1	413	1	413	0.0e+00	755.4	KO:K00966	mannose-1-phosphate guanylyltransferase [EC:2.7.7.13]	EC:2.7.7.13	Yes
651049325	658						0.0e+00		KO:K04759	ferrous iron transport protein B		No
651049326	75						0.0e+00		KO:K04758	ferrous iron transport protein A		No
651049332	357						0.0e+00		KO:K06965	protein pelota		No
651049333	348	85.3	1	348	1	348	0.0e+00	602.1	KO:K01271	Xaa-Pro dipeptidase [EC:3.4.13.9]	EC:3.4.13.9	Yes
651049335	88						0.0e+00		KO:K02917	large subunit ribosomal protein L35Ae		No
651049336	378						0.0e+00		KO:K00555	tRNA (guanine26-N2/guanine27-N2)-dimethyltransferase [EC:2.1.1.215 2.1.1.216]		No
651049339	63						0.0e+00		KO:K02922	large subunit ribosomal protein L37e		No
651049340	76						0.0e+00		KO:K04796	small nuclear ribonucleoprotein		No
651049341	570						0.0e+00		KO:K01880	glycyl-tRNA synthetase [EC:6.1.1.14]	EC:6.1.1.14	No
651049342	166	87	1	162	1	162	0.0e+00	295.8	KO:K09145	hypothetical protein		Yes
