gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
651048986	221	10	204	Pfam	PF01917	IPR002774	Flagellin, archaea	GO:0005198|GO:0006928
651048986	221	8	31	TIGRFAM	TIGR02537	IPR013373	Archaeal flagellin, N-terminal	GO:0019861
651048987	168	58	112	Pfam	PF05377	IPR008039	Flagella accessory C	
651048987	168	1	167	PIRSF	PIRSF018660	IPR009205	Predicted archaeal flagellar protein C	GO:0019861
651048987	168	45	90	Gene3D	G3DSA:1.10.287.370			
651048987	168	45	101	Coils	Coil			
651048987	168	117	145	Coils	Coil			
651048988	293	172	265	Pfam	PF04659	IPR006752	Archaeal flagella protein	GO:0001539
651048988	293	1	293	PIRSF	PIRSF017066	IPR016682	Flagella accessory protein D, predicted, archaeal	
651048990	148	4	142	Pfam	PF01917	IPR002774	Flagellin, archaea	GO:0005198|GO:0006928
651048991	231	24	189	SMART	SM00382	IPR003593	AAA+ ATPase domain	GO:0017111|GO:0000166
651048991	231	14	218	Pfam	PF06745	IPR014774	Circadian clock protein KaiC/DNA repair protein RadA	
651048991	231	4	219	SUPERFAMILY	SSF52540			
651048991	231	12	223	Gene3D	G3DSA:3.40.50.300			
651048992	542	163	407	Pfam	PF00437	IPR001482	Type II secretion system protein E	GO:0006810|GO:0005622|GO:0005524
651048992	542	143	524	SUPERFAMILY	SSF52540			
651048992	542	159	258	Gene3D	G3DSA:3.30.450.90			
651048992	542	262	531	Gene3D	G3DSA:3.40.50.300			
651048992	542	283	406	PANTHER	PTHR30258			
651048993	572	88	216	Pfam	PF00482	IPR018076	Type II secretion system F domain	
651048995	418	51	359	Pfam	PF01979	IPR006680	Amidohydrolase 1	GO:0016787
651048995	418	13	54	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
651048995	418	346	404	SUPERFAMILY	SSF51338	IPR011059	Metal-dependent hydrolase, composite domain	GO:0016810
651048995	418	6	61	Gene3D	G3DSA:2.30.40.10			
651048995	418	16	399	PANTHER	PTHR11271			
651048995	418	16	399	PANTHER	PTHR11271:SF7			
651048995	418	54	344	SUPERFAMILY	SSF51556			
651048995	418	62	331	Gene3D	G3DSA:3.20.20.140			
651048995	418	332	404	Gene3D	G3DSA:2.30.40.10			
651048996	139	8	138	Pfam	PF01957	IPR002810	Nodulation efficiency, NfeD	
651048996	139	83	138	Gene3D	G3DSA:2.40.50.140	IPR012340	Nucleic acid-binding, OB-fold	
651048996	139	72	139	SUPERFAMILY	SSF141322			
651048997	320	22	179	SMART	SM00244	IPR001107	Band 7 protein	
651048997	320	26	196	Pfam	PF01145	IPR001107	Band 7 protein	
651048997	320	4	320	PANTHER	PTHR10264	IPR001972	Stomatin	GO:0016020
651048997	320	29	51	PRINTS	PR00721	IPR001972	Stomatin	GO:0016020
651048997	320	76	97	PRINTS	PR00721	IPR001972	Stomatin	GO:0016020
