gene_oid	gene_length	query_start	query_end	domaindb	domainid	iprid	iprdesc	go_info
644807278	208	14	87	SMART	SM00481	IPR003141	Polymerase/histidinol phosphatase, N-terminal	GO:0003887|GO:0006260|GO:0003677
644807278	208	15	173	Pfam	PF02811	IPR004013	PHP, C-terminal	GO:0003824
644807278	208	14	204	SUPERFAMILY	SSF89550	IPR016195	Polymerase/histidinol phosphatase-like	GO:0003824
644807278	208	14	204	Gene3D	G3DSA:3.20.20.140			
644807279	617	42	163	Pfam	PF13537	IPR000583	Class II glutamine amidotransferase domain	GO:0008152
644807279	617	239	531	Pfam	PF00733	IPR001962	Asparagine synthase	GO:0004066|GO:0006529
644807279	617	1	616	PIRSF	PIRSF001589	IPR006426	Asparagine synthase, glutamine-hydrolyzing	GO:0004066|GO:0006529
644807279	617	2	536	TIGRFAM	TIGR01536	IPR006426	Asparagine synthase, glutamine-hydrolyzing	GO:0004066|GO:0006529
644807279	617	220	377	Gene3D	G3DSA:3.40.50.620	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	
644807279	617	451	605	Gene3D	G3DSA:3.40.50.620	IPR014729	Rossmann-like alpha/beta/alpha sandwich fold	
644807279	617	2	210	ProSiteProfiles	PS51278	IPR017932	Glutamine amidotransferase type 2 domain	
644807279	617	1	219	Gene3D	G3DSA:3.60.20.10			
644807279	617	1	220	SUPERFAMILY	SSF56235			
644807279	617	2	568	PANTHER	PTHR11772			
644807279	617	218	379	SUPERFAMILY	SSF52402			
644807279	617	458	603	SUPERFAMILY	SSF52402			
644807280	381	194	355	Pfam	PF00534	IPR001296	Glycosyl transferase, family 1	GO:0009058
644807280	381	1	375	PANTHER	PTHR12526			
644807280	381	19	375	SUPERFAMILY	SSF53756			
644807280	381	29	176	Pfam	PF13579			
644807282	428	10	275	Pfam	PF01943	IPR002797	Polysaccharide biosynthesis protein	GO:0000271|GO:0016020
644807282	428	5	403	PANTHER	PTHR11206			
644807285	585	272	339	SUPERFAMILY	SSF49373	IPR008964	Invasin/intimin cell-adhesion	
644807285	585	517	576	Pfam	PF13559	IPR025403	Domain of unknown function DUF4129	
644807286	329	37	105	Pfam	PF14258	IPR025646	Domain of unknown function DUF4350	
644807286	329	65	229	SUPERFAMILY	SSF52317			
644807287	309	36	166	Pfam	PF07726	IPR011703	ATPase, AAA-3	GO:0005524|GO:0016887
644807287	309	3	308	PIRSF	PIRSF002849	IPR016366	ATPase chaperone, AAA-type, MoxR, predicted	
644807287	309	2	307	PANTHER	PTHR11603			
644807287	309	2	307	PANTHER	PTHR11603:SF132			
644807287	309	6	280	SUPERFAMILY	SSF52540			
644807287	309	18	183	Gene3D	G3DSA:3.40.50.300			
644807287	309	196	304	Gene3D	G3DSA:1.10.8.300			
644807288	426	181	263	Pfam	PF01882	IPR002881	Domain of unknown function DUF58	
644807290	279	30	262	Pfam	PF09721	IPR019127	Exosortase EpsH-related	
644807291	1248	244	507	Pfam	PF03065	IPR004300	Glycoside hydrolase, family 57, N-terminal	GO:0005975|GO:0003824
644807291	1248	910	988	Pfam	PF03423	IPR005085	Carbohydrate binding module family 25	GO:2001070
644807291	1248	910	990	SMART	SM01066	IPR005085	Carbohydrate binding module family 25	GO:2001070
644807291	1248	1028	1203	SUPERFAMILY	SSF49344	IPR008960	Carbohydrate-binding domain family 9-like	GO:0016052|GO:0003824|GO:0030246
644807291	1248	246	526	SUPERFAMILY	SSF88713	IPR011330	Glycoside hydrolase/deacetylase, beta/alpha-barrel	GO:0003824|GO:0005975
644807293	333	13	329	Pfam	PF07760	IPR011674	Domain of unknown function DUF1616	
644807293	333	1	333	PIRSF	PIRSF018671	IPR014495	Uncharacterised conserved protein UCP018671	
644807294	392	219	357	Pfam	PF00534	IPR001296	Glycosyl transferase, family 1	GO:0009058
644807294	392	24	391	PANTHER	PTHR12526			
