gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
644807278	208						0.0e+00		KO:K04477	putative hydrolase		No
644807279	617						0.0e+00		KO:K01953	asparagine synthase (glutamine-hydrolysing) [EC:6.3.5.4]	EC:6.3.5.4	No
644807287	309						0.0e+00		KO:K03924	MoxR-like ATPase [EC:3.6.3.-]	EC:3.6.3.-	No
644807292	323	30.2	16	322	1	299	3.7e-23	109.4	KO:K01051	pectinesterase [EC:3.1.1.11]	EC:3.1.1.11	Yes
644807295	331						0.0e+00		KO:K00973	glucose-1-phosphate thymidylyltransferase [EC:2.7.7.24]	EC:2.7.7.24	No
644807296	316						0.0e+00		KO:K01784	UDP-glucose 4-epimerase [EC:5.1.3.2]	EC:5.1.3.2	No
644807307	668						0.0e+00		KO:K09150	hypothetical protein		No
644807309	199						0.0e+00		KO:K01304	pyroglutamyl-peptidase [EC:3.4.19.3]	EC:3.4.19.3	No
644807318	515						0.0e+00		KO:K05568	multicomponent Na+:H+ antiporter subunit D		No
644807319	119						0.0e+00		KO:K05567	multicomponent Na+:H+ antiporter subunit C		No
644807320	144						0.0e+00		KO:K05566	multicomponent Na+:H+ antiporter subunit B		No
644807323	123						0.0e+00		KO:K05571	multicomponent Na+:H+ antiporter subunit G		No
644807324	87						0.0e+00		KO:K05570	multicomponent Na+:H+ antiporter subunit F		No
644807325	167						0.0e+00		KO:K05569	multicomponent Na+:H+ antiporter subunit E		No
644807326	525						0.0e+00		KO:K05568	multicomponent Na+:H+ antiporter subunit D		No
644807327	161						0.0e+00		KO:K05569	multicomponent Na+:H+ antiporter subunit E		No
644807328	134						0.0e+00		KO:K05567	multicomponent Na+:H+ antiporter subunit C		No
644807329	252						0.0e+00		KO:K05566	multicomponent Na+:H+ antiporter subunit B		No
644807331	115						0.0e+00		KO:K05571	multicomponent Na+:H+ antiporter subunit G		No
644807332	95						0.0e+00		KO:K05570	multicomponent Na+:H+ antiporter subunit F		No
644807336	165	64.6	1	158	1	158	0.0e+00	222.6	KO:K15831	formate hydrogenlyase subunit 6		Yes
644807338	306	53.1	5	305	3	305	0.0e+00	330.9	KO:K12138	hydrogenase-4 component C [EC:1.-.-.-]	EC:1.-	Yes
644807339	694						0.0e+00		KO:K12137	hydrogenase-4 component B [EC:1.-.-.-]	EC:1.-	No
644807340	406	35.9	5	402	72	481	0.0e+00	229.6	KO:K05903	NADH dehydrogenase (quinone) [EC:1.6.99.5]	EC:1.6.99.5	Yes
644807341	483	83.1	4	483	1	480	0.0e+00	805.4	KO:K12139	hydrogenase-4 component D [EC:1.-.-.-]	EC:1.-	Yes
644807342	166	93.4	1	166	1	166	0.0e+00	334	KO:K00124	formate dehydrogenase, beta subunit		Yes
644807343	716						0.0e+00		KO:K00123	formate dehydrogenase, alpha subunit [EC:1.2.1.2]	EC:1.2.1.2	No
644807344	276						0.0e+00		KO:K00441	coenzyme F420 hydrogenase beta subunit [EC:1.12.98.1]	EC:1.12.98.1	No
644807345	229						0.0e+00		KO:K00443	coenzyme F420 hydrogenase gamma subunit [EC:1.12.98.1]	EC:1.12.98.1	No
644807346	393						0.0e+00		KO:K00440	coenzyme F420 hydrogenase alpha subunit [EC:1.12.98.1]	EC:1.12.98.1	No
644807348	356						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	No
644807348	356						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	No
644807351	254						0.0e+00		KO:K01916	NAD+ synthase [EC:6.3.1.5]	EC:6.3.1.5	No
644807353	88						0.0e+00		KO:K03636	molybdopterin synthase sulfur carrier subunit		No
644807355	430						0.0e+00		KO:K01689	enolase [EC:4.2.1.11]	EC:4.2.1.11	No
644807359	279						0.0e+00		KO:K09711	hypothetical protein		No
644807364	350						0.0e+00		KO:K07111			No
644807368	189						0.0e+00		KO:K01628	L-fuculose-phosphate aldolase [EC:4.1.2.17]	EC:4.1.2.17	No
644807369	83						0.0e+00		KO:K09721	hypothetical protein		No
644807370	257						0.0e+00		KO:K02030	polar amino acid transport system substrate-binding protein		No
644807371	229						0.0e+00		KO:K02029	polar amino acid transport system permease protein		No
644807372	254						0.0e+00		KO:K02028	polar amino acid transport system ATP-binding protein [EC:3.6.3.21]	EC:3.6.3.21	No
644807374	189	92.1	1	189	37	225	0.0e+00	345.9	KO:K02029	polar amino acid transport system permease protein		Yes
644807375	175						0.0e+00		KO:K00798	cob(I)alamin adenosyltransferase [EC:2.5.1.17]	EC:2.5.1.17	No
644807379	80						0.0e+00		KO:K07062			No
644807382	287						0.0e+00		KO:K03800	lipoate-protein ligase A [EC:2.7.7.63]	EC:2.7.7.63	No
644807383	138						0.0e+00		KO:K13280	signal peptidase, endoplasmic reticulum-type [EC:3.4.-.-]	EC:3.4.-	No
644807384	183						0.0e+00		KO:K09725	hypothetical protein		No
644807386	312						0.0e+00		KO:K01273	membrane dipeptidase [EC:3.4.13.19]	EC:3.4.13.19	No
644807389	281						0.0e+00		KO:K06983			No
644807396	215						0.0e+00		KO:K07176	putative serine/threonine protein kinase		No
644807398	224						0.0e+00		KO:K07220	hypothetical protein		No
644807399	406						0.0e+00		KO:K03306	inorganic phosphate transporter, PiT family		No
644807400	316						0.0e+00		KO:K00926	carbamate kinase [EC:2.7.2.2]	EC:2.7.2.2	No
644807402	652						0.0e+00		KO:K11389	glyceraldehyde-3-phosphate dehydrogenase (ferredoxin) [EC:1.2.7.6]	EC:1.2.7.6	No
644807403	375						0.0e+00		KO:K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	EC:3.1.3.11	No
644807403	375						0.0e+00		KO:K01622	fructose 1,6-bisphosphate aldolase/phosphatase [EC:4.1.2.13 3.1.3.11]	EC:4.1.2.13	No
644807408	1459						0.0e+00		KO:K02322	DNA polymerase II large subunit [EC:2.7.7.7]	EC:2.7.7.7	No
644807409	660						0.0e+00		KO:K02323	DNA polymerase II small subunit [EC:2.7.7.7]	EC:2.7.7.7	No
644807410	435						0.0e+00		KO:K10725	archaeal cell division control protein 6		No
644807411	339	100	1	339	1	339	0.0e+00	644.8	KO:K10716	voltage-gated potassium channel		Yes
644807412	355						0.0e+00		KO:K04483	DNA repair protein RadA		No
644807413	249						0.0e+00		KO:K07503	hypothetical protein		No
644807414	127						0.0e+00		KO:K09135	hypothetical protein		No
644807415	241						0.0e+00		KO:K06869	uncharacterized protein		No
644807417	257						0.0e+00		KO:K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	EC:2.4.2.28	No
644807419	448						0.0e+00		KO:K12960	5-methylthioadenosine/S-adenosylhomocysteine deaminase [EC:3.5.4.31 3.5.4.28]	EC:3.5.4.28	No
644807421	295						0.0e+00		KO:K00852	ribokinase [EC:2.7.1.15]	EC:2.7.1.15	No
644807422	103						0.0e+00		KO:K02121	V-type H+-transporting ATPase subunit E [EC:3.6.3.14]	EC:3.6.3.14	No
644807423	668						0.0e+00		KO:K02123	V-type H+-transporting ATPase subunit I [EC:3.6.3.14]	EC:3.6.3.14	No
644807424	161						0.0e+00		KO:K02124	V-type H+-transporting ATPase subunit K [EC:3.6.3.14]	EC:3.6.3.14	No
644807425	197						0.0e+00		KO:K02121	V-type H+-transporting ATPase subunit E [EC:3.6.3.14]	EC:3.6.3.14	No
644807426	366						0.0e+00		KO:K02119	V-type H+-transporting ATPase subunit C [EC:3.6.3.14]	EC:3.6.3.14	No
644807427	102						0.0e+00		KO:K02122	V-type H+-transporting ATPase subunit F [EC:3.6.3.14]	EC:3.6.3.14	No
644807428	585						0.0e+00		KO:K02117	V-type H+-transporting ATPase subunit A [EC:3.6.3.14]	EC:3.6.3.14	No
644807429	463						0.0e+00		KO:K02118	V-type H+-transporting ATPase subunit B [EC:3.6.3.14]	EC:3.6.3.14	No
644807430	214						0.0e+00		KO:K02120	V-type H+-transporting ATPase subunit D [EC:3.6.3.14]	EC:3.6.3.14	No
644807431	405						0.0e+00		KO:K07050			No
644807434	456						0.0e+00		KO:K02034	peptide/nickel transport system permease protein		No
644807435	341						0.0e+00		KO:K02033	peptide/nickel transport system permease protein		No
644807442	246						0.0e+00		KO:K04069	pyruvate formate lyase activating enzyme [EC:1.97.1.4]	EC:1.97.1.4	No
644807443	617						0.0e+00		KO:K00527	ribonucleoside-triphosphate reductase [EC:1.17.4.2]	EC:1.17.4.2	No
644807447	91						0.0e+00		KO:K03232	elongation factor 1-beta		No
644807448	64						0.0e+00		KO:K07580	hypothetical protein		No
644807450	184						0.0e+00		KO:K02428	dITP/XTP pyrophosphatase [EC:3.6.1.19]	EC:3.6.1.19	No
644807451	162						0.0e+00		KO:K09129	hypothetical protein		No
644807454	246						0.0e+00		KO:K03635	molybdopterin synthase catalytic subunit [EC:2.-.-.-]	EC:2.-	No
644807456	231	72.7	1	231	1	231	0.0e+00	345.1	KO:K03635	molybdopterin synthase catalytic subunit [EC:2.-.-.-]	EC:2.-	Yes
644807458	225						0.0e+00		KO:K01619	deoxyribose-phosphate aldolase [EC:4.1.2.4]	EC:4.1.2.4	No
644807461	445						0.0e+00		KO:K00823	4-aminobutyrate aminotransferase [EC:2.6.1.19]	EC:2.6.1.19	No
644807462	333						0.0e+00		KO:K00384	thioredoxin reductase (NADPH) [EC:1.8.1.9]	EC:1.8.1.9	No
644807465	161						0.0e+00		KO:K06963	tRNA acetyltransferase TAN1		No
644807468	499						0.0e+00		KO:K01299	carboxypeptidase Taq [EC:3.4.17.19]	EC:3.4.17.19	No
644807472	315						0.0e+00		KO:K03924	MoxR-like ATPase [EC:3.6.3.-]	EC:3.6.3.-	No
644807476	156						0.0e+00		KO:K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]	EC:5.2.1.8	No
644807478	358						0.0e+00		KO:K07333	archaeal flagellar protein FlaJ		No
644807479	1200						0.0e+00		KO:K07332	archaeal flagellar protein FlaI		No
644807483	339	95.6	1	339	19	356	0.0e+00	642.5	KO:K06948			Yes
644807484	365						0.0e+00		KO:K07444	putative N6-adenine-specific DNA methylase [EC:2.1.1.-]	EC:2.1.1.-	No
644807486	399						0.0e+00		KO:K02040	phosphate transport system substrate-binding protein		No
644807488	304						0.0e+00		KO:K02037	phosphate transport system permease protein		No
644807489	277						0.0e+00		KO:K02038	phosphate transport system permease protein		No
