gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
644807278	208	32.5	17	206	6	204	4.0e-26	111	COG1387	Histidinol phosphatase and related hydrolases of the PHP family	237
644807279	617	33.79	1	577	1	517	2.0e-108	386	COG0367	Asparagine synthase (glutamine-hydrolyzing)	542
644807280	381	21.88	1	381	1	381	9.0e-21	94.7	COG0438	Glycosyltransferase	381
644807282	428	25.18	1	407	2	414	5.0e-25	109	COG2244	Membrane protein involved in the export of O-antigen and teichoic acid	480
644807287	309	48.57	5	307	14	328	3.0e-71	262	COG0714	MoxR-like ATPases	329
644807288	426	19.44	1	416	4	403	7.0e-22	98.7	COG1721	Uncharacterized conserved protein (some members contain a von Willebrand factor type A (vWA) domain)	416
644807293	333	62.28	12	297	33	305	1.0e-92	333	COG4743	Predicted membrane protein	316
644807294	392	31.93	28	391	2	374	4.0e-39	155	COG0438	Glycosyltransferase	381
644807295	331	33.43	1	330	2	342	7.0e-58	217	COG1208	Nucleoside-diphosphate-sugar pyrophosphorylase involved in lipopolysaccharide biosynthesis/translation initiation factor 2B, gamma/epsilon subunits (eIF-2Bgamma/eIF-2Bepsilon)	358
644807296	316	36.11	1	315	1	310	3.0e-56	212	COG0451	Nucleoside-diphosphate-sugar epimerases	314
644807297	382	20.05	1	369	2	358	1.0e-16	81	COG0750	Predicted membrane-associated Zn-dependent proteases 1	375
644807298	325	33.22	27	314	1	272	6.0e-51	194	COG0037	Predicted ATPase of the PP-loop superfamily implicated in cell cycle control	298
644807305	99	26.53	1	98	7	104	2.0e-06	43.8	COG1846	Transcriptional regulators	126
644807307	668	50.3	4	652	2	652	0.0e+00	566	COG2433	Uncharacterized conserved protein	652
644807309	199	54.23	1	199	1	201	1.0e-65	242	COG2039	Pyrrolidone-carboxylate peptidase (N-terminal pyroglutamyl peptidase)	207
644807310	370	27.59	1	365	2	396	7.0e-46	178	COG0644	Dehydrogenases (flavoproteins)	396
644807311	174	27.7	18	159	26	169	3.0e-08	52	COG1633	Uncharacterized conserved protein	176
644807312	145	38.19	9	143	21	163	5.0e-26	110	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
644807313	327	36.79	6	322	5	309	4.0e-54	205	COG0650	Formate hydrogenlyase subunit 4	309
644807314	425	48.22	1	394	2	381	0.0e+00	468	COG3261	Ni,Fe-hydrogenase III large subunit	382
644807315	188	35.93	14	179	2	165	1.0e-36	146	COG3262	Ni,Fe-hydrogenase III component G	165
644807316	174	61.49	26	173	1	148	4.0e-61	227	COG3260	Ni,Fe-hydrogenase III small subunit	148
644807318	515	39.19	6	514	4	501	6.0e-74	272	COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	504
644807319	119	42.02	1	119	1	114	1.0e-19	88.3	COG1006	Multisubunit Na+/H+ antiporter, MnhC subunit	115
644807320	144	29.17	2	143	18	161	2.0e-12	65	COG2111	Multisubunit Na+/H+ antiporter, MnhB subunit	162
644807321	98	44.23	44	95	111	162	2.0e-06	43.8	COG2111	Multisubunit Na+/H+ antiporter, MnhB subunit	162
644807322	87	43.9	5	86	6	87	2.0e-07	47.2	COG1563	Predicted subunit of the Multisubunit Na+/H+ antiporter	87
644807323	123	40.83	1	119	1	112	1.0e-22	98.4	COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit	113
644807324	87	43.53	1	85	2	86	2.0e-09	54	COG2212	Multisubunit Na+/H+ antiporter, MnhF subunit	89
644807325	167	34.91	1	167	2	158	4.0e-33	134	COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit	158
644807326	525	37.12	4	515	1	499	1.0e-73	271	COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	504
644807327	161	40.61	1	161	1	158	2.0e-28	118	COG1863	Multisubunit Na+/H+ antiporter, MnhE subunit	158
644807328	134	37.9	4	127	3	115	9.0e-14	69.5	COG1006	Multisubunit Na+/H+ antiporter, MnhC subunit	115
644807329	252	23.57	110	246	23	162	8.0e-08	51.1	COG2111	Multisubunit Na+/H+ antiporter, MnhB subunit	162
644807331	115	39.66	1	115	1	112	2.0e-14	71	COG1320	Multisubunit Na+/H+ antiporter, MnhG subunit	113
644807333	344	38.4	19	280	15	265	1.0e-42	167	COG2116	Formate/nitrite family of transporters	265
644807335	283	42.6	4	171	7	148	8.0e-40	157	COG3260	Ni,Fe-hydrogenase III small subunit	148
644807336	165	37.5	3	133	31	165	9.0e-24	103	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
644807337	578	55.91	185	563	3	382	0.0e+00	468	COG3261	Ni,Fe-hydrogenase III large subunit	382
644807338	306	34.1	7	304	7	309	8.0e-41	161	COG0650	Formate hydrogenlyase subunit 4	309
644807339	694	36.96	3	496	1	483	1.0e-70	261	COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	504
644807340	406	33.91	8	395	69	466	3.0e-46	179	COG0651	Formate hydrogenlyase subunit 3/Multisubunit Na+/H+ antiporter, MnhD subunit	504
644807341	483	32.65	8	478	1	473	2.0e-65	243	COG1009	NADH:ubiquinone oxidoreductase subunit 5 (chain L)/Multisubunit Na+/H+ antiporter, MnhA subunit	606
644807342	166	43.04	1	143	8	165	1.0e-34	139	COG0437	Fe-S-cluster-containing hydrogenase components 1	203
644807343	716	41.2	15	706	267	952	0.0e+00	663	COG3383	Uncharacterized anaerobic dehydrogenase	978
644807344	276	35.32	9	272	51	318	3.0e-48	185	COG1035	Coenzyme F420-reducing hydrogenase, beta subunit	332
644807345	229	34.89	4	217	1	231	2.0e-35	142	COG1941	Coenzyme F420-reducing hydrogenase, gamma subunit	247
644807346	393	34.65	7	393	5	429	2.0e-67	249	COG3259	Coenzyme F420-reducing hydrogenase, alpha subunit	441
644807347	167	36.67	1	165	9	185	2.0e-32	131	COG0437	Fe-S-cluster-containing hydrogenase components 1	203
644807348	356	37.11	14	355	116	454	6.0e-67	247	COG0493	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	457
644807349	142	31.82	14	115	47	141	2.0e-10	58.5	COG1143	Formate hydrogenlyase subunit 6/NADH:ubiquinone oxidoreductase 23 kD subunit (chain I)	172
644807350	357	39.17	4	353	2	347	2.0e-70	259	COG1063	Threonine dehydrogenase and related Zn-dependent dehydrogenases	350
644807351	254	45.49	3	254	2	258	7.0e-77	280	COG0171	NAD synthase	268
644807352	75	49.25	9	75	3	69	2.0e-13	67.6	COG3269	Predicted RNA-binding protein, contains TRAM domain	73
