gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
638206142	1670						0.0e+00		KO:K02319	DNA polymerase I [EC:2.7.7.7]	EC:2.7.7.7	No
638206143	215	67.9	1	215	1	215	0.0e+00	327.8	KO:K07043			Yes
638206146	142						0.0e+00		KO:K06929			No
638206153	185						0.0e+00		KO:K06883			No
638206155	185						0.0e+00		KO:K07023	putative hydrolases of HD superfamily		No
638206156	354						0.0e+00		KO:K02061	putative sulfate transport system substrate-binding protein		No
638206156	354						0.0e+00		KO:K15495	molybdate/tungstate transport system substrate-binding protein		No
638206157	138	58.1	1	136	1	136	1.3e-38	159.5	KO:K07064			Yes
638206159	247						0.0e+00		KO:K02060	putative sulfate transport system permease protein		No
638206159	247						0.0e+00		KO:K15496	molybdate/tungstate transport system permease protein		No
638206160	339	53.9	1	339	1	316	0.0e+00	352.8	KO:K06926			Yes
638206162	330						0.0e+00		KO:K02059	putative sulfate transport system ATP-binding protein		No
638206162	330						0.0e+00		KO:K15497	molybdate/tungstate transport system ATP-binding protein [EC:3.6.3.-]	EC:3.6.3.-	No
638206169	421						0.0e+00		KO:K01251	adenosylhomocysteinase [EC:3.3.1.1]	EC:3.3.1.1	No
638206171	189						0.0e+00		KO:K07130	arylformamidase [EC:3.5.1.9]	EC:3.5.1.9	No
638206172	132						0.0e+00		KO:K03540	ribonuclease P protein subunit RPR2 [EC:3.1.26.5]	EC:3.1.26.5	No
638206178	109						0.0e+00		KO:K09745	hypothetical protein		No
638206180	294						0.0e+00		KO:K07325	archaeal flagellin FlaB		No
638206181	580						0.0e+00		KO:K07325	archaeal flagellin FlaB		No
638206182	258						0.0e+00		KO:K07325	archaeal flagellin FlaB		No
638206183	219						0.0e+00		KO:K07325	archaeal flagellin FlaB		No
638206184	275						0.0e+00		KO:K07325	archaeal flagellin FlaB		No
638206185	158						0.0e+00		KO:K07822	archaeal flagellar protein FlaC		No
638206186	474						0.0e+00		KO:K07327	archaeal flagellar protein FlaD		No
638206187	174						0.0e+00		KO:K07329	archaeal flagellar protein FlaF		No
638206188	161						0.0e+00		KO:K07330	archaeal flagellar protein FlaG		No
638206189	232						0.0e+00		KO:K07331	archaeal flagellar protein FlaH		No
638206190	540						0.0e+00		KO:K07332	archaeal flagellar protein FlaI		No
638206191	579						0.0e+00		KO:K07333	archaeal flagellar protein FlaJ		No
638206193	170						0.0e+00		KO:K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	EC:2.1.1.77	No
638206194	219						0.0e+00		KO:K00573	protein-L-isoaspartate(D-aspartate) O-methyltransferase [EC:2.1.1.77]	EC:2.1.1.77	No
638206195	209						0.0e+00		KO:K01079	phosphoserine phosphatase [EC:3.1.3.3]	EC:3.1.3.3	No
638206196	400						0.0e+00		KO:K07991	archaeal preflagellin peptidase FlaK [EC:3.4.23.52]		No
638206201	234						0.0e+00		KO:K01560	2-haloacid dehalogenase [EC:3.8.1.2]	EC:3.8.1.2	No
638206202	189						0.0e+00		KO:K00995	CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase [EC:2.7.8.5]	EC:2.7.8.5	No
638206203	180						0.0e+00		KO:K07254	tRNA (cytidine56-2'-O)-methyltransferase [EC:2.1.1.206]	EC:2.1.1.206	No
638206205	256						0.0e+00		KO:K09134	hypothetical protein		No
638206209	154	40.3	1	143	1	143	1.3e-21	103.2	KO:K07064			Yes
638206210	188						0.0e+00		KO:K00952	nicotinamide-nucleotide adenylyltransferase [EC:2.7.7.1]	EC:2.7.7.1	No
638206214	278						0.0e+00		KO:K07055	tRNA wybutosine-synthesizing protein 2 [EC:2.1.1.-]	EC:2.1.1.-	No
638206239	773	53.9	89	772	2	672	0.0e+00	706.8	KO:K10726	replicative DNA helicase Mcm [EC:3.6.4.-]	EC:3.6.4.-	Yes
638206250	264						0.0e+00		KO:K00586	diphthine synthase [EC:2.1.1.98]	EC:2.1.1.98	No
638206251	147	77.1	1	140	1	140	0.0e+00	233.8	KO:K03709	DtxR family transcriptional regulator, Mn-dependent transcriptional regulator		Yes
638206254	246						0.0e+00		KO:K07025	putative hydrolase of the HAD superfamily		No
638206255	62						0.0e+00		KO:K07580	hypothetical protein		No
638206256	91						0.0e+00		KO:K03232	elongation factor 1-beta		No
638206259	538						0.0e+00		KO:K03307	solute:Na+ symporter, SSS family		No
638206260	492						0.0e+00		KO:K00302	sarcosine oxidase, subunit alpha [EC:1.5.3.1]	EC:1.5.3.1	No
638206261	386						0.0e+00		KO:K00303	sarcosine oxidase, subunit beta [EC:1.5.3.1]	EC:1.5.3.1	No
638206263	483						0.0e+00		KO:K00302	sarcosine oxidase, subunit alpha [EC:1.5.3.1]	EC:1.5.3.1	No
638206266	385						0.0e+00		KO:K00303	sarcosine oxidase, subunit beta [EC:1.5.3.1]	EC:1.5.3.1	No
638206270	180						0.0e+00		KO:K03627	putative transcription factor		No
638206273	138						0.0e+00		KO:K09727	hypothetical protein		No
638206275	567						0.0e+00		KO:K09010	hypothetical protein		No
638206276	190						0.0e+00		KO:K03120	transcription initiation factor TFIID TATA-box-binding protein		No
