gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
638206141	158	32.26	3	154	2	151	4.0e-13	67.7	COG2405	Predicted nucleic acid-binding protein, contains PIN domain	157
638206142	1670	40.46	5	405	1	428	2.0e-79	291	COG0417	DNA polymerase elongation subunit (family B)	792
638206143	215	35.98	2	202	13	220	2.0e-34	139	COG1451	Predicted metal-dependent hydrolase	223
638206144	129	29.37	5	126	305	430	1.0e-09	55.7	COG1030	Membrane-bound serine protease (ClpP class)	436
638206146	142	48.89	8	140	2	136	1.0e-45	175	COG1832	Predicted CoA-binding protein	140
638206147	108	32.08	1	104	47	152	9.0e-11	58.5	COG5378	Predicted nucleotide-binding protein	175
638206149	366	31.37	1	365	3	347	4.0e-58	218	COG1041	Predicted DNA modification methylase	347
638206152	140	50	1	132	4	136	1.0e-38	152	COG0432	Uncharacterized conserved protein	137
638206153	185	34.08	2	178	218	371	1.0e-19	89.9	COG0486	Predicted GTPase	454
638206155	185	43.68	1	183	5	191	4.0e-37	147	COG1896	Predicted hydrolases of HD superfamily	193
638206156	354	22.87	2	328	1	258	1.0e-39	157	COG0725	ABC-type molybdate transport system, periplasmic component	258
638206157	138	28.06	1	138	1	138	3.0e-13	67.8	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
638206159	247	33.08	3	244	9	268	7.0e-52	197	COG0555	ABC-type sulfate transport system, permease component	274
638206160	339	26.6	1	339	1	370	2.0e-38	153	COG1106	Predicted ATPases	371
638206162	330	45.51	1	300	2	294	1.0e-87	316	COG3839	ABC-type sugar transport systems, ATPase components	338
638206163	334	25.28	2	332	12	343	6.0e-35	141	COG4260	Putative virion core protein (lumpy skin disease virus)	345
638206167	217	29.65	1	216	3	220	5.0e-27	114	COG0546	Predicted phosphatases	220
638206168	218	38	4	140	3	148	2.0e-35	142	COG1720	Uncharacterized conserved protein	156
638206169	421	67.38	3	421	1	420	0.0e+00	663	COG0499	S-adenosylhomocysteine hydrolase	420
638206170	292	21.58	1	232	10	248	6.0e-18	84.9	COG0491	Zn-dependent hydrolases, including glyoxylases	252
638206171	189	38.39	1	187	5	215	9.0e-47	179	COG1878	Predicted metal-dependent hydrolase	218
638206172	132	50.93	9	116	1	105	3.0e-25	107	COG2023	RNase P subunit RPR2	105
638206177	425	16.83	5	395	2	353	3.0e-07	50.2	COG1520	FOG: WD40-like repeat	370
638206178	109	59.05	5	109	4	108	4.0e-35	139	COG3373	Uncharacterized protein conserved in archaea	108
638206179	319	32.14	128	262	17	156	4.0e-13	69.1	COG2226	Methylase involved in ubiquinone/menaquinone biosynthesis	238
638206180	294	39.45	6	293	2	209	6.0e-45	174	COG1681	Archaeal flagellins	209
638206181	580	42.62	6	188	1	172	5.0e-33	136	COG1681	Archaeal flagellins	209
638206182	258	39.76	5	257	1	209	1.0e-47	183	COG1681	Archaeal flagellins	209
638206183	219	45.21	2	218	1	209	5.0e-50	190	COG1681	Archaeal flagellins	209
638206184	275	33.82	1	274	1	209	4.0e-47	181	COG1681	Archaeal flagellins	209
638206185	158	35.22	1	157	2	157	5.0e-20	90.8	COG3352	Putative archaeal flagellar protein C	157
638206186	474	45.85	270	474	16	214	8.0e-30	125	COG3351	Putative archaeal flagellar protein D/E	214
638206187	174	29.25	1	147	1	132	5.0e-12	64.2	COG3353	Putative archaeal flagellar protein F	137
638206188	161	52.56	3	157	2	153	6.0e-41	160	COG3354	Putative archaeal flagellar protein G	154
638206189	232	45.11	1	232	2	235	6.0e-66	243	COG2874	Predicted ATPases involved in biogenesis of archaeal flagella	235
638206190	540	48.56	146	458	2	312	8.0e-90	324	COG0630	Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis	312
638206191	579	42.03	28	560	3	526	0.0e+00	478	COG1955	Archaeal flagella assembly protein J	527
638206194	219	55.5	11	219	4	209	8.0e-69	253	COG2518	Protein-L-isoaspartate carboxylmethyltransferase	209
638206195	209	37.17	1	187	4	192	2.0e-36	145	COG0560	Phosphoserine phosphatase	212
638206198	112	49.55	2	111	1	111	2.0e-31	127	COG4043	Uncharacterized conserved protein	111
638206199	189	55.38	1	185	6	188	5.0e-50	190	COG2411	Uncharacterized conserved protein	188
638206201	234	26.61	1	232	4	229	2.0e-31	128	COG1011	Predicted hydrolase (HAD superfamily)	229
638206202	189	33.51	13	189	1	190	9.0e-18	83.5	COG0558	Phosphatidylglycerophosphate synthase	192
638206203	180	69.66	3	180	2	176	5.0e-75	273	COG1303	Uncharacterized protein conserved in archaea	179
638206205	256	48.12	1	255	4	267	4.0e-85	307	COG1912	Uncharacterized conserved protein	268
638206206	182	34.85	86	148	13	78	7.0e-06	44	COG1669	Predicted nucleotidyltransferases	97
