gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
638199284	152	6	150	2.6e-57	179	TIGR00405	ribosomal protein L24p/L26e, archaeal
638199285	61	3	61	1.5e-23	68.7	TIGR00327	protein translocase SEC61 complex gamma subunit, archaeal and eukaryotic
638199286	372	26	370	0.0e+00	456.3	TIGR00065	cell division protein FtsZ
638199297	205	1	201	2.9e-75	238.4	TIGR00296	uncharacterized protein, PH0010 family
638199298	279	6	273	1.1e-103	332.2	TIGR00078	nicotinate-nucleotide pyrophosphorylase
638199300	308	8	308	2.9e-118	380.5	TIGR00550	quinolinate synthetase complex, A subunit
638199301	396	3	395	0.0e+00	500.3	TIGR00529	converved hypothetical integral membrane protein
638199302	464	2	448	0.0e+00	563.1	TIGR00551	L-aspartate oxidase
638199303	469	2	469	0.0e+00	622	TIGR02751	phosphoenolpyruvate carboxylase, archaeal type
638199305	550	8	525	0.0e+00	816	TIGR02339	thermosome, various subunits, archaeal
638199309	240	2	194	7.4e-73	230.1	TIGR02495	anaerobic ribonucleoside-triphosphate reductase activating protein
638199310	658	66	656	0.0e+00	554.7	TIGR02487	anaerobic ribonucleoside-triphosphate reductase
638199316	91	2	91	8.4e-26	76.1	TIGR00489	translation elongation factor aEF-1 beta
638199320	492	11	492	0.0e+00	423.7	TIGR02121	sodium/proline symporter
638199320	492	41	440	1.0e-81	262	TIGR00813	transporter, SSS family
638199328	336	1	323	5.9e-104	333.8	TIGR00303	TIGR00303 family protein
638199329	155	11	124	1.9e-26	78.9	TIGR00305	putative toxin-antitoxin system toxin component, PIN family
638199336	232	1	224	8.2e-53	165.7	TIGR00317	cobalamin 5'-phosphate synthase/cobalamin synthase
638199338	143	6	138	6.4e-60	187.6	TIGR03161	alpha-ribazole phosphatase CobZ
638199339	290	1	288	4.9e-89	284.5	TIGR00380	cobalamin biosynthesis protein CobD
638199341	410	6	400	0.0e+00	452.4	TIGR00306	2,3-bisphosphoglycerate-independent phosphoglycerate mutase, archaeal form
638199342	309	10	203	5.0e-44	137.2	TIGR00675	DNA-methyltransferase (dcm)
638199355	330	15	325	3.4e-120	387.1	TIGR01275	pyridoxal phosphate-dependent enzymes, D-cysteine desulfhydrase family
638199371	340	11	338	1.5e-96	309.2	TIGR00519	L-asparaginases, type I
638199374	437	1	428	1.2e-105	339.8	TIGR02095	glycogen/starch synthases, ADP-glucose type
638199375	295	34	290	2.7e-86	275.2	TIGR00950	Carboxylate/Amino Acid/Amine Transporter
638199378	191	2	163	1.5e-65	206	TIGR00288	TIGR00288 family protein
638199379	162	1	158	4.6e-70	220.7	TIGR00288	TIGR00288 family protein
638199380	175	3	175	2.0e-82	261.2	TIGR00708	cob(I)alamin adenosyltransferase
638199384	244	4	157	1.5e-27	82.7	TIGR00176	molybdopterin-guanine dinucleotide biosynthesis protein MobB
638199388	283	8	280	1.5e-73	233.8	TIGR01230	agmatinase
638199390	239	4	218	2.8e-52	163.2	TIGR00364	queuosine biosynthesis protein QueC
638199396	819	85	796	0.0e+00	894.2	TIGR01418	phosphoenolpyruvate synthase
638199401	184	1	182	3.6e-60	189	TIGR02258	2'-5' RNA ligase
638199402	448	5	413	0.0e+00	473.7	TIGR03671	CCA-adding enzyme
638199409	1437	537	561	1.3e-09	25.3	TIGR01443	intein C-terminal splicing region
638199409	1437	62	146	2.6e-20	60.5	TIGR01445	intein N-terminal splicing region
638199411	306	2	304	2.2e-85	273.5	TIGR02666	molybdenum cofactor biosynthesis protein A, bacterial
638199411	306	2	306	1.6e-128	414.9	TIGR02668	probable molybdenum cofactor biosynthesis protein A, archaeal
638199416	74	3	45	3.7e-17	48.1	TIGR01439	looped-hinge helix DNA binding domain, AbrB family
638199417	239	20	225	6.5e-86	273.5	TIGR02237	DNA repair and recombination protein RadB
638199419	1455	5	971	0.0e+00	1169.1	TIGR00354	DNA polymerase, archaeal type II, large subunit
638199419	1455	955	1051	2.7e-19	57.2	TIGR01445	intein N-terminal splicing region
638199421	432	35	399	0.0e+00	500.9	TIGR02928	orc1/cdc6 family replication initiation protein
638199422	257	3	239	2.3e-105	337.3	TIGR01694	5'-deoxy-5'-methylthioadenosine phosphorylase
638199423	241	2	241	1.8e-73	233.1	TIGR00161	TIGR00161 family protein
638199429	260	11	197	2.6e-67	212	TIGR01166	cobalt transport protein ATP-binding subunit
638199431	570	503	568	1.4e-11	30.8	TIGR00451	uncharacterized domain 2
638199435	466	29	449	1.8e-110	355.3	TIGR00700	4-aminobutyrate aminotransferase, prokaryotic type
638199445	323	233	319	8.3e-36	108.2	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
638199446	345	235	324	2.0e-26	78.2	TIGR01727	oligopeptide/dipeptide ABC transporter, ATP-binding protein, C-terminal domain
638199449	237	12	235	1.2e-55	174.6	TIGR00121	birA, biotin-[acetyl-CoA-carboxylase] ligase region
638199452	344	32	306	5.1e-129	415.2	TIGR03730	tungstate ABC transporter binding protein WtpA
638199456	344	279	344	1.3e-22	65.8	TIGR00638	molybdenum-pterin binding domain
638199458	227	9	73	2.0e-18	52.4	TIGR00122	BirA biotin operon repressor domain
638199463	226	4	224	2.0e-97	311.2	TIGR02187	Glutaredoxin-like domain protein
638199466	393	3	301	5.9e-80	255.1	TIGR02032	geranylgeranyl reductase family
638199467	257	5	255	2.7e-85	271.6	TIGR00552	NAD+ synthetase
638199470	313	223	307	7.5e-14	38.2	TIGR04085	radical SAM additional 4Fe4S-binding domain
638199484	345	9	333	2.5e-60	190.6	TIGR00335	DNA primase, eukaryotic-type, small subunit, putative
638199488	190	1	180	9.2e-20	57.1	TIGR00231	small GTP-binding protein domain
638199489	399	127	396	3.2e-97	313.2	TIGR01241	ATP-dependent metalloprotease FtsH
638199489	399	19	381	0.0e+00	674.4	TIGR01242	26S proteasome subunit P45 family
638199495	324	6	301	1.3e-100	323.4	TIGR00524	eIF-2B alpha/beta/delta-related uncharacterized proteins
638199495	324	8	314	0.0e+00	510.3	TIGR00511	ribose-1,5-bisphosphate isomerase, e2b2 family
638199499	279	2	272	8.9e-79	250.5	TIGR00417	spermidine synthase
638199502	202	1	191	7.8e-32	96.7	TIGR00427	membrane protein, MarC family
638199511	526	5	525	0.0e+00	536.2	TIGR00467	lysyl-tRNA synthetase, archaeal and spirochete
638199514	318	2	317	8.6e-45	139.3	TIGR00144	beta-RFAP synthase
638199516	194	3	190	1.5e-52	164.4	TIGR03334	indolepyruvate ferredoxin oxidoreductase, beta subunit
638199526	218	1	218	2.0e-82	262.1	TIGR00266	TIGR00266 family protein
638199527	234	1	232	2.8e-80	255.7	TIGR00081	phosphoribosylaminoimidazole-succinocarboxamide synthase
638199528	447	11	441	0.0e+00	546.4	TIGR01134	amidophosphoribosyltransferase
638199530	434	3	434	0.0e+00	426.8	TIGR00457	asparaginyl-tRNA synthetase
638199530	434	5	434	1.1e-113	367.3	TIGR00458	aspartyl-tRNA synthetase, archaeal type
638199532	598	2	598	0.0e+00	825.2	TIGR01135	glucosamine--fructose-6-phosphate aminotransferase (isomerizing)
638199534	197	6	190	3.0e-79	251	TIGR03634	proteasome endopeptidase complex, archaeal, beta subunit
638199539	401	5	398	0.0e+00	451.7	TIGR01979	cysteine desulfurases, SufSfamily
638199540	233	126	194	1.4e-10	28.8	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
638199541	178	8	170	1.7e-59	186	TIGR00725	TIGR00725 family protein
638199544	237	3	236	3.1e-62	196.4	TIGR00297	TIGR00297 family protein
638199547	233	72	232	3.5e-50	156	TIGR03605	SagB-type dehydrogenase domain
638199548	356	43	356	0.0e+00	546.7	TIGR02236	DNA repair and recombination protein RadA
638199552	632	94	208	1.2e-16	47.1	TIGR00451	uncharacterized domain 2
638199556	133	4	130	1.4e-57	180	TIGR03081	methylmalonyl-CoA epimerase
638199557	324	12	312	0.0e+00	448.3	TIGR00750	LAO/AO transport system ATPase
