gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
638199283	164	49.28	3	140	5	141	8.0e-44	169	COG0080	Ribosomal protein L11	141
638199284	152	23.6	1	146	1	178	1.0e-19	89.2	COG0250	Transcription antiterminator	178
638199285	61	55.74	1	61	4	64	3.0e-13	66.8	COG2443	Preprotein translocase subunit Sss1	65
638199286	372	57.4	31	366	1	338	1.0e-100	359	COG0206	Cell division GTPase	338
638199289	272	50.55	1	272	1	266	6.0e-92	330	COG1650	Uncharacterized protein conserved in archaea	266
638199290	233	64.91	8	230	1	228	3.0e-75	274	COG2413	Predicted nucleotidyltransferase	228
638199297	205	63.41	1	205	2	203	1.0e-73	269	COG2078	Uncharacterized conserved protein	203
638199298	279	49.65	1	276	4	280	2.0e-90	325	COG0157	Nicotinate-nucleotide pyrophosphorylase	280
638199300	308	56.41	3	308	14	323	3.0e-118	418	COG0379	Quinolinate synthase	324
638199301	396	66.67	1	394	1	388	6.0e-116	410	COG1906	Uncharacterized conserved protein	388
638199302	464	41.93	3	464	7	513	0.0e+00	522	COG0029	Aspartate oxidase	518
638199303	469	62.42	1	469	3	488	0.0e+00	656	COG1892	Uncharacterized protein conserved in archaea	488
638199304	248	20.38	1	247	1	262	1.0e-18	87.3	COG1409	Predicted phosphohydrolases	301
638199305	550	50.19	14	534	2	523	0.0e+00	506	COG0459	Chaperonin GroEL (HSP60 family)	524
638199308	140	35	1	139	1	134	1.0e-26	111	COG2445	Uncharacterized conserved protein	138
638199309	240	24.26	1	232	19	247	4.0e-40	158	COG1180	Pyruvate-formate lyase-activating enzyme	260
638199310	658	31.39	8	657	54	697	0.0e+00	660	COG1328	Oxygen-sensitive ribonucleoside-triphosphate reductase	700
638199311	364	52.79	1	358	1	338	2.0e-127	449	COG3839	ABC-type sugar transport systems, ATPase components	338
638199312	277	33.82	4	272	4	275	3.0e-42	165	COG0395	ABC-type sugar transport system, permease component	281
638199313	284	36.27	1	283	4	295	2.0e-43	169	COG1175	ABC-type sugar transport systems, permease components	295
638199314	426	23.08	1	421	2	433	2.0e-34	140	COG1653	ABC-type sugar transport system, periplasmic component	433
638199316	91	58.24	1	91	1	88	1.0e-18	84.5	COG2092	Translation elongation factor EF-1beta	88
638199317	63	67.92	11	63	9	61	6.0e-16	75.8	COG2888	Predicted Zn-ribbon RNA-binding protein with a function in translation	61
638199318	277	29.96	3	273	13	286	1.0e-37	150	COG0382	4-hydroxybenzoate polyprenyltransferase and related prenyltransferases	289
638199320	492	38.71	10	488	2	493	1.0e-75	277	COG0591	Na+/proline symporter	493
638199321	624	46.24	8	610	1	614	0.0e+00	638	COG2414	Aldehyde:ferredoxin oxidoreductase	614
638199322	279	47.96	11	274	6	258	3.0e-77	281	COG0656	Aldo/keto reductases, related to diketogulonate reductase	280
638199325	101	35.71	8	91	2	85	3.0e-10	56.9	COG1777	Predicted transcriptional regulators	217
638199326	197	56.08	1	189	1	189	3.0e-83	300	COG4902	Uncharacterized protein conserved in archaea	189
638199327	204	25.46	7	201	14	229	5.0e-22	97.6	COG0491	Zn-dependent hydrolases, including glyoxylases	252
638199328	336	38.46	2	328	23	347	5.0e-81	294	COG2038	NaMN:DMB phosphoribosyltransferase	347
638199329	155	44.97	10	155	1	142	6.0e-40	156	COG1569	Predicted nucleic acid-binding protein, contains PIN domain	142
638199330	112	27.27	9	107	1	89	2.0e-08	51.2	COG3609	Predicted transcriptional regulators containing the CopG/Arc/MetJ DNA-binding domain	89
638199331	179	47.54	1	179	2	172	2.0e-47	182	COG2266	GTP:adenosylcobinamide-phosphate guanylyltransferase	177
638199334	254	33.33	2	254	1	256	1.0e-48	186	COG2253	Uncharacterized conserved protein	258
638199335	249	47.64	3	249	17	265	6.0e-91	327	COG5340	Predicted transcriptional regulator	269
638199336	232	41.08	2	231	6	246	8.0e-44	170	COG0368	Cobalamin-5-phosphate synthase	246
638199338	143	30.62	1	138	1	160	4.0e-27	113	COG1267	Phosphatidylglycerophosphatase A and related proteins	160
638199339	290	43.53	1	288	3	319	6.0e-81	294	COG1270	Cobalamin biosynthesis protein CobD/CbiB	320
638199340	329	33.24	1	325	1	356	3.0e-64	238	COG0079	Histidinol-phosphate/aromatic aminotransferase and cobyric acid decarboxylase	356
638199341	410	58.19	1	404	2	408	0.0e+00	565	COG3635	Predicted phosphoglycerate mutase, AP superfamily	408
638199342	309	45.21	5	307	1	327	1.0e-75	276	COG0270	Site-specific DNA methylase	328
638199343	95	42.27	1	94	5	99	5.0e-20	89.2	COG1761	DNA-directed RNA polymerase, subunit L	99
638199344	219	60.1	3	209	1	204	2.0e-56	212	COG3286	Uncharacterized protein conserved in archaea	204
638199345	199	56.32	10	199	1	188	2.0e-64	238	COG1096	Predicted RNA-binding protein (consists of S1 domain and a Zn-ribbon domain)	188
638199346	855	70.88	1	829	1	830	0.0e+00	1265	COG1202	Superfamily II helicase, archaea-specific	830
638199347	155	33.56	1	149	3	148	2.0e-20	92	COG1522	Transcriptional regulators	154
638199348	113	68.14	1	113	1	113	1.0e-32	131	COG5625	Predicted transcription regulator containing HTH domain	113
638199349	122	23.01	1	112	9	120	4.0e-18	83.3	COG1917	Uncharacterized conserved protein, contains double-stranded beta-helix domain	131
638199350	561	29.15	32	456	1	435	1.0e-51	197	COG2234	Predicted aminopeptidases	435
638199351	362	37.01	242	362	10	136	2.0e-24	106	COG2246	Predicted membrane protein	139
638199352	227	67.54	1	226	3	229	3.0e-93	334	COG1889	Fibrillarin-like rRNA methylase	231
638199353	404	45.84	19	404	1	395	1.0e-113	403	COG1498	Protein implicated in ribosomal biogenesis, Nop56p homolog	395
638199354	350	26.59	11	350	1	358	5.0e-39	155	COG1672	Predicted ATPase (AAA+ superfamily)	359
638199355	330	53.4	7	325	1	323	5.0e-112	397	COG2515	1-aminocyclopropane-1-carboxylate deaminase	323
638199357	230	48.29	1	223	2	234	2.0e-60	226	COG0476	Dinucleotide-utilizing enzymes involved in molybdopterin and thiamine biosynthesis family 2	254
638199358	185	41.13	36	175	1	138	2.0e-34	138	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	138
638199360	158	34.82	44	155	1	89	1.0e-19	89.5	COG0184	Ribosomal protein S15P/S13E	89
638199361	481	31.97	4	479	12	490	4.0e-79	289	COG0608	Single-stranded DNA-specific exonuclease	491
638199363	200	62.31	2	200	1	199	1.0e-72	266	COG1890	Ribosomal protein S3AE	214
638199364	148	30.67	1	148	3	151	3.0e-16	78.2	COG1522	Transcriptional regulators	154
638199365	78	38.67	3	77	24	92	2.0e-10	57.7	COG1694	Predicted pyrophosphatase	102
638199366	134	40.7	40	124	13	98	1.0e-07	49	COG0640	Predicted transcriptional regulators	110
638199368	249	44.66	2	243	26	274	2.0e-46	179	COG2339	Predicted membrane protein	274
638199371	340	34.71	8	334	16	351	2.0e-78	286	COG0252	L-asparaginase/archaeal Glu-tRNAGln amidotransferase subunit D	351
638199374	437	30.97	1	437	1	487	1.0e-97	350	COG0297	Glycogen synthase	487
638199375	295	26.32	17	291	2	280	3.0e-13	69.4	COG2962	Predicted permeases	293
638199376	207	59.14	15	200	1	184	3.0e-59	221	COG1628	Uncharacterized conserved protein	185
638199377	199	27.78	1	193	5	192	5.0e-29	120	COG0746	Molybdopterin-guanine dinucleotide biosynthesis protein A	192
638199378	191	30.73	4	177	1	179	5.0e-28	117	COG1432	Uncharacterized conserved protein	181
638199379	162	34.38	7	161	9	168	2.0e-24	105	COG1432	Uncharacterized conserved protein	181
638199380	175	47.46	1	175	22	198	2.0e-64	238	COG2109	ATP:corrinoid adenosyltransferase	198
638199382	361	48.04	4	352	1	348	5.0e-104	371	COG3191	L-aminopeptidase/D-esterase	348
638199383	355	51.7	1	173	2	175	7.0e-45	174	COG1818	Predicted RNA-binding protein, contains THUMP domain	175
638199384	244	41.98	2	156	2	161	7.0e-33	134	COG1763	Molybdopterin-guanine dinucleotide biosynthesis protein	161
638199387	281	47.45	1	273	1	265	2.0e-84	305	COG1830	DhnA-type fructose-1,6-bisphosphate aldolase and related enzymes	265
638199388	283	41.9	19	280	20	300	7.0e-57	214	COG0010	Arginase/agmatinase/formimionoglutamate hydrolase, arginase family	305
638199389	161	37.2	4	161	2	165	6.0e-31	126	COG1818	Predicted RNA-binding protein, contains THUMP domain	175
638199390	239	40.08	1	236	2	222	3.0e-65	241	COG0603	Predicted PP-loop superfamily ATPase	222
638199393	338	34.78	1	338	4	348	5.0e-54	205	COG1822	Predicted archaeal membrane protein	349
638199394	327	43.6	1	327	3	346	4.0e-51	195	COG1822	Predicted archaeal membrane protein	349
638199395	456	23.37	1	444	5	493	1.0e-38	154	COG1807	4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferases of PMT family	535
638199396	819	45.16	2	797	1	740	0.0e+00	680	COG0574	Phosphoenolpyruvate synthase/pyruvate phosphate dikinase	740
638199397	248	33.9	1	248	3	293	2.0e-48	186	COG2159	Predicted metal-dependent hydrolase of the TIM-barrel fold	293
638199398	581	63.57	1	578	1	560	0.0e+00	834	COG1031	Uncharacterized Fe-S oxidoreductase	560
638199399	153	43.05	1	148	2	150	5.0e-31	127	COG2236	Predicted phosphoribosyltransferases	192
638199401	184	48.65	1	184	1	180	3.0e-47	181	COG1514	2'-5' RNA ligase	180
638199402	448	51.43	2	448	3	443	0.0e+00	512	COG1746	tRNA nucleotidyltransferase (CCA-adding enzyme)	443
638199403	276	26.04	5	263	1	252	1.0e-47	183	COG0121	Predicted glutamine amidotransferase	252
638199404	286	64.56	4	286	1	284	8.0e-105	373	COG2810	Predicted type IV restriction endonuclease	284
638199405	505	28.86	4	283	1	298	2.0e-45	177	COG1409	Predicted phosphohydrolases	301
638199406	136	33.33	7	129	151	273	9.0e-24	102	COG2905	Predicted signal-transduction protein containing cAMP-binding and CBS domains	610
638199407	213	40.76	2	213	2	235	6.0e-53	200	COG2872	Predicted metal-dependent hydrolases related to alanyl-tRNA synthetase HxxxH domain	241
638199408	1308	33.47	9	424	1	455	8.0e-99	356	COG2251	Predicted nuclease (RecB family)	474
638199409	1437	33.88	1200	1437	89	320	1.0e-29	126	COG0470	ATPase involved in DNA replication	324
638199410	479	20.11	16	339	1	324	1.0e-28	121	COG0470	ATPase involved in DNA replication	324
638199411	306	48.4	1	306	1	306	3.0e-96	345	COG2896	Molybdenum cofactor biosynthesis enzyme	322
638199412	333	38.66	1	332	3	340	6.0e-77	281	COG2520	Predicted methyltransferase	341
638199414	469	19.91	9	469	13	473	5.0e-74	272	COG1530	Ribonucleases G and E	487
638199415	128	32.61	3	127	3	140	1.0e-13	68.6	COG1848	Predicted nucleic acid-binding protein, contains PIN domain	140
638199417	239	28.4	1	239	30	279	8.0e-54	203	COG0468	RecA/RadA recombinase	279
638199418	210	33.33	1	206	7	246	1.0e-32	133	COG2220	Predicted Zn-dependent hydrolases of the beta-lactamase fold	258
638199419	1455	91.97	1139	1386	1	249	4.0e-123	437	COG1933	Archaeal DNA polymerase II, large subunit	253
638199420	619	46.35	111	616	1	481	0.0e+00	512	COG1311	Archaeal DNA polymerase II, small subunit/DNA polymerase delta, subunit B	481
638199421	432	52.36	33	414	1	364	6.0e-103	368	COG1474	Cdc6-related protein, AAA superfamily ATPase	366
638199422	257	54.84	1	240	16	262	2.0e-87	315	COG0005	Purine nucleoside phosphorylase	262
638199423	241	51.23	2	241	1	244	4.0e-74	271	COG1938	Archaeal enzymes of ATP-grasp superfamily	244
638199424	126	65.57	1	118	1	122	2.0e-37	147	COG1935	Uncharacterized conserved protein	122
638199425	251	54.33	1	250	1	253	4.0e-87	314	COG1637	Predicted nuclease of the RecB family	253
638199426	263	47.01	1	260	5	271	7.0e-72	263	COG1967	Predicted membrane protein	271
638199428	248	33.73	1	244	1	252	5.0e-28	118	COG0619	ABC-type cobalt transport system, permease component CbiQ and related transporters	252
638199429	260	50.88	1	223	3	228	6.0e-72	264	COG1122	ABC-type cobalt transport system, ATPase component	235
638199430	300	42.66	8	300	6	294	2.0e-20	93	COG1340	Uncharacterized archaeal coiled-coil protein	294
638199431	570	48.35	30	568	1	519	0.0e+00	585	COG1549	Queuine tRNA-ribosyltransferases, contain PUA domain	519
638199432	399	34.25	8	386	1	381	1.0e-62	233	COG1373	Predicted ATPase (AAA+ superfamily)	398
638199433	375	36.48	1	372	5	384	5.0e-51	195	COG0475	Kef-type K+ transport systems, membrane components	397
638199434	384	35.73	12	384	1	349	9.0e-74	270	COG3949	Uncharacterized membrane protein	349
638199435	466	49.12	4	451	1	447	0.0e+00	557	COG0160	4-aminobutyrate aminotransferase and related aminotransferases	447
638199436	158	43.84	8	151	2	147	4.0e-27	114	COG1522	Transcriptional regulators	154
638199437	447	29.23	1	356	33	390	2.0e-60	226	COG1680	Beta-lactamase class C and other penicillin binding proteins	390
638199439	146	44.52	1	144	95	236	2.0e-43	168	COG5505	Predicted integral membrane protein	384
638199440	133	32	7	131	263	384	1.0e-08	52.2	COG5505	Predicted integral membrane protein	384
638199441	526	45.09	1	526	3	579	0.0e+00	683	COG3653	N-acyl-D-aspartate/D-glutamate deacylase	579
638199442	556	32.3	4	556	2	554	1.0e-91	330	COG0747	ABC-type dipeptide transport system, periplasmic component	556
638199443	310	51.92	5	306	4	315	7.0e-94	337	COG0601	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	317
638199444	287	51.94	5	285	4	286	5.0e-81	294	COG1173	ABC-type dipeptide/oligopeptide/nickel transport systems, permease components	289
638199445	323	60.82	6	321	1	316	7.0e-130	456	COG0444	ABC-type dipeptide/oligopeptide/nickel transport system, ATPase component	316
638199446	345	57.78	3	317	1	309	3.0e-122	431	COG4608	ABC-type oligopeptide transport system, ATPase component	309
638199449	237	45.99	16	235	1	236	2.0e-56	212	COG0340	Biotin-(acetyl-CoA carboxylase) ligase	238
638199450	302	57.7	1	301	1	299	1.0e-104	373	COG2074	2-phosphoglycerate kinase	299
638199451	431	35.81	1	431	3	435	4.0e-116	411	COG2403	Predicted GTPase	449
638199452	344	26.15	1	324	2	258	4.0e-44	172	COG0725	ABC-type molybdate transport system, periplasmic component	258
638199453	240	31.72	1	240	2	246	3.0e-46	178	COG1801	Uncharacterized conserved protein	263
