gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	cog_id	cog_name	cog_length
643420513	1308	42.02	6	497	1	519	1.0e-107	385	COG0417	DNA polymerase elongation subunit (family B)	792
643420514	231	26.5	1	229	4	229	6.0e-24	104	COG1011	Predicted hydrolase (HAD superfamily)	229
643420516	213	36.94	60	213	61	217	5.0e-33	134	COG4711	Predicted membrane protein	217
643420518	392	16.81	39	380	41	387	4.0e-13	69.5	COG2814	Arabinose efflux permease	394
643420519	741	59.29	3	738	2	714	0.0e+00	942	COG1107	Archaea-specific RecJ-like exonuclease, contains DnaJ-type Zn finger domain	715
643420522	392	20.41	39	390	54	433	3.0e-09	56.7	COG2271	Sugar phosphate permease	448
643420523	96	36.96	5	95	11	102	3.0e-09	53.7	COG1695	Predicted transcriptional regulators	138
643420524	128	31.82	1	126	12	141	2.0e-15	74.3	COG2050	Uncharacterized protein, possibly involved in aromatic compounds catabolism	141
643420525	132	17.14	7	131	11	150	1.0e-07	49.2	COG3612	Uncharacterized protein conserved in archaea	157
643420526	346	38.64	31	293	22	271	6.0e-61	227	COG2998	ABC-type tungstate transport system, permease component	280
643420527	235	39.13	4	231	1	225	1.0e-39	156	COG4662	ABC-type tungstate transport system, periplasmic component	227
643420528	240	42.62	1	236	1	235	3.0e-64	238	COG3839	ABC-type sugar transport systems, ATPase components	338
643420529	179	40.86	1	175	3	188	3.0e-39	154	COG1335	Amidases related to nicotinamidase	205
643420530	348	20.83	1	324	11	342	4.0e-26	112	COG0628	Predicted permease	355
643420533	638	53.78	24	631	12	627	0.0e+00	768	COG4231	Indolepyruvate ferredoxin oxidoreductase, alpha and beta subunits	640
643420537	105	25.96	1	104	1	99	1.0e-06	44.6	COG1694	Predicted pyrophosphatase	102
643420538	149	39.39	1	128	1	132	4.0e-30	123	COG0537	Diadenosine tetraphosphate (Ap4A) hydrolase and other HIT family hydrolases	138
643420540	260	54.39	8	241	1	236	2.0e-65	242	COG0638	20S proteasome, alpha and beta subunits	236
643420541	236	58.97	2	235	1	234	2.0e-83	302	COG1500	Predicted exosome subunit	234
643420542	256	51.45	3	242	2	239	3.0e-70	258	COG1097	RNA-binding protein Rrp4 and related proteins (contain S1 domain and KH domain)	239
643420543	249	50	9	235	1	230	3.0e-77	281	COG0689	RNase PH	230
643420544	272	56.46	1	270	1	271	2.0e-87	315	COG2123	RNase PH-related exoribonuclease	272
643420546	132	31.82	1	132	2	118	2.0e-12	64.5	COG2450	Uncharacterized conserved protein	124
643420547	211	49.49	8	203	9	198	6.0e-54	203	COG1779	C4-type Zn-finger protein	201
643420549	333	40	1	329	2	327	1.0e-78	286	COG0460	Homoserine dehydrogenase	333
643420550	280	26.52	143	274	262	368	4.0e-07	49.2	COG3448	CBS-domain-containing membrane protein	382
643420550	280	30.09	6	113	137	249	4.0e-12	65.7	COG2239	Mg/Co/Ni transporter MgtE (contains CBS domain)	451
643420551	375	66.67	5	375	1	375	0.0e+00	482	COG1883	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, beta subunit	375
643420552	154	37.91	1	153	4	138	8.0e-21	93.2	COG0511	Biotin carboxyl carrier protein	140
643420553	128	26.88	1	93	1	84	2.0e-08	51.1	COG3630	Na+-transporting methylmalonyl-CoA/oxaloacetate decarboxylase, gamma subunit	84
643420554	522	63.95	1	522	9	526	0.0e+00	724	COG4799	Acetyl-CoA carboxylase, carboxyltransferase component (subunits alpha and beta)	526
643420555	143	52.63	9	140	6	138	2.0e-41	161	COG1601	Translation initiation factor 2, beta subunit (eIF-2beta)/eIF-5 N-terminal domain	151
643420556	1157	53.24	798	1157	321	682	8.0e-111	395	COG1241	Predicted ATPase involved in replication control, Cdc46/Mcm family	682
643420558	170	36.93	1	168	2	172	3.0e-37	147	COG0622	Predicted phosphoesterase	172
643420561	340	58.82	3	338	2	340	2.0e-116	412	COG0430	RNA 3'-terminal phosphate cyclase	341
643420563	281	60.14	1	280	5	285	6.0e-110	390	COG1831	Predicted metal-dependent hydrolase (urease superfamily)	285
643420565	415	40.47	1	415	3	428	2.0e-100	359	COG3259	Coenzyme F420-reducing hydrogenase, alpha subunit	441
643420566	246	34.78	2	244	1	247	7.0e-56	210	COG1941	Coenzyme F420-reducing hydrogenase, gamma subunit	247
643420567	291	29.58	2	283	1	249	1.0e-43	170	COG0543	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	252
643420569	278	38.28	1	250	9	252	3.0e-50	192	COG0543	2-polyprenylphenol hydroxylase and related flavodoxin oxidoreductases	252
643420570	474	47.31	19	471	1	450	2.0e-126	446	COG0493	NADPH-dependent glutamate synthase beta chain and related oxidoreductases	457
643420571	300	29.32	4	297	123	433	4.0e-60	225	COG0017	Aspartyl/asparaginyl-tRNA synthetases	435
643420572	197	27.57	1	182	112	296	4.0e-26	111	COG0630	Type IV secretory pathway, VirB11 components, and related ATPases involved in archaeal flagella biosynthesis	312
643420574	384	42.31	22	384	4	366	4.0e-109	388	COG0075	Serine-pyruvate aminotransferase/archaeal aspartate aminotransferase	383
643420576	182	33.13	12	174	2	146	9.0e-32	129	COG0197	Ribosomal protein L16/L10E	146
643420577	380	49.35	1	379	2	382	4.0e-116	411	COG1423	ATP-dependent DNA ligase, homolog of eukaryotic ligase III	382
643420578	305	49.81	50	305	4	268	5.0e-70	257	COG2106	Uncharacterized conserved protein	272
643420579	347	27.95	38	332	1	218	3.0e-50	192	COG0087	Ribosomal protein L3	218
643420580	255	33.47	1	243	2	214	5.0e-46	177	COG0088	Ribosomal protein L4	214
