gene_oid	gene_length	percent_identity	query_start	query_end	subj_start	subj_end	evalue	bit_score	ko_id	ko_name	EC	img_ko_flag
643420513	1308						0.0e+00		KO:K02319	DNA polymerase I [EC:2.7.7.7]	EC:2.7.7.7	No
643420514	231						0.0e+00		KO:K07025	putative hydrolase of the HAD superfamily		No
643420519	741						0.0e+00		KO:K07463	archaea-specific RecJ-like exonuclease		No
643420526	346						0.0e+00		KO:K05772	tungstate transport system substrate-binding protein		No
643420527	235						0.0e+00		KO:K05773	tungstate transport system permease protein		No
643420528	240						0.0e+00		KO:K06857	tungstate transport system ATP-binding protein		No
643420529	179						0.0e+00		KO:K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	EC:3.5.1.-	No
643420529	179						0.0e+00		KO:K08281	nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]	EC:3.5.1.19	No
643420533	638						0.0e+00		KO:K00179	indolepyruvate ferredoxin oxidoreductase, alpha subunit [EC:1.2.7.8]	EC:1.2.7.8	No
643420540	260						0.0e+00		KO:K03432	proteasome alpha subunit [EC:3.4.25.1]	EC:3.4.25.1	No
643420541	236						0.0e+00		KO:K14574	ribosome maturation protein SDO1		No
643420542	256						0.0e+00		KO:K03679	exosome complex component RRP4		No
643420543	249						0.0e+00		KO:K11600	exosome complex component RRP41		No
643420544	272						0.0e+00		KO:K12589	exosome complex component RRP42		No
643420546	132						0.0e+00		KO:K09152	hypothetical protein		No
643420547	211						0.0e+00		KO:K06874	zinc finger protein		No
643420549	333						0.0e+00		KO:K00003	homoserine dehydrogenase [EC:1.1.1.3]	EC:1.1.1.3	No
643420551	375						0.0e+00		KO:K01572	oxaloacetate decarboxylase, beta subunit [EC:4.1.1.3]	EC:4.1.1.3	No
643420555	143						0.0e+00		KO:K03238	translation initiation factor 2 subunit 2		No
643420556	1157						0.0e+00		KO:K10726	replicative DNA helicase Mcm [EC:3.6.4.-]	EC:3.6.4.-	No
643420558	170						0.0e+00		KO:K07095			No
643420561	340						0.0e+00		KO:K01974	RNA 3'-terminal phosphate cyclase [EC:6.5.1.4]	EC:6.5.1.4	No
643420563	281						0.0e+00		KO:K07049	TatD-related deoxyribonuclease		No
643420569	278						0.0e+00		KO:K00528	ferredoxin--NADP+ reductase [EC:1.18.1.2]	EC:1.18.1.2	No
643420570	474						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.13	No
643420570	474						0.0e+00		KO:K00266	glutamate synthase (NADPH/NADH) small chain [EC:1.4.1.13 1.4.1.14]	EC:1.4.1.14	No
643420571	300						0.0e+00		KO:K01893	asparaginyl-tRNA synthetase [EC:6.1.1.22]	EC:6.1.1.22	No
643420576	182						0.0e+00		KO:K02866	large subunit ribosomal protein L10e		No
643420577	380						0.0e+00		KO:K07468	putative ATP-dependent DNA ligase [EC:6.5.1.1]	EC:6.5.1.1	No
643420578	305						0.0e+00		KO:K09142	hypothetical protein		No
643420579	347						0.0e+00		KO:K02906	large subunit ribosomal protein L3		No
643420580	255						0.0e+00		KO:K02930	large subunit ribosomal protein L4e		No
643420581	86						0.0e+00		KO:K02892	large subunit ribosomal protein L23		No
643420582	239						0.0e+00		KO:K02886	large subunit ribosomal protein L2		No
643420583	133						0.0e+00		KO:K02965	small subunit ribosomal protein S19		No
643420584	156						0.0e+00		KO:K02890	large subunit ribosomal protein L22		No
643420585	208						0.0e+00		KO:K02982	small subunit ribosomal protein S3		No
643420586	66						0.0e+00		KO:K02904	large subunit ribosomal protein L29		No
643420587	98						0.0e+00		KO:K03113	translation initiation factor 1		No
643420588	125						0.0e+00		KO:K03538	ribonuclease P protein subunit POP4 [EC:3.1.26.5]	EC:3.1.26.5	No
643420589	111						0.0e+00		KO:K02961	small subunit ribosomal protein S17		No
643420590	141						0.0e+00		KO:K02874	large subunit ribosomal protein L14		No
643420591	121						0.0e+00		KO:K02895	large subunit ribosomal protein L24		No
643420592	243						0.0e+00		KO:K02987	small subunit ribosomal protein S4e		No
643420593	183						0.0e+00		KO:K02931	large subunit ribosomal protein L5		No
643420594	56						0.0e+00		KO:K02954	small subunit ribosomal protein S14		No
643420595	130						0.0e+00		KO:K02994	small subunit ribosomal protein S8		No
643420596	184						0.0e+00		KO:K02933	large subunit ribosomal protein L6		No
643420597	126						0.0e+00		KO:K02912	large subunit ribosomal protein L32e		No
643420598	148						0.0e+00		KO:K02885	large subunit ribosomal protein L19e		No
643420599	201						0.0e+00		KO:K02881	large subunit ribosomal protein L18		No
643420600	235						0.0e+00		KO:K02988	small subunit ribosomal protein S5		No
643420601	155						0.0e+00		KO:K02907	large subunit ribosomal protein L30		No
643420602	148						0.0e+00		KO:K02876	large subunit ribosomal protein L15		No
643420603	481						0.0e+00		KO:K03076	preprotein translocase subunit SecY		No
643420604	196						0.0e+00		KO:K00939	adenylate kinase [EC:2.7.4.3]	EC:2.7.4.3	No
643420606	90						0.0e+00		KO:K02915	large subunit ribosomal protein L34e		No
643420607	197						0.0e+00		KO:K00945	cytidylate kinase [EC:2.7.4.14]	EC:2.7.4.14	No
643420608	83						0.0e+00		KO:K02875	large subunit ribosomal protein L14e		No
643420609	235						0.0e+00		KO:K07124			No
643420610	334						0.0e+00		KO:K03177	tRNA pseudouridine55 synthase [EC:5.4.99.25]	EC:5.4.99.25	No
643420610	334						0.0e+00		KO:K11131	H/ACA ribonucleoprotein complex subunit 4 [EC:5.4.99.-]	EC:5.4.99.-	No
643420617	149						0.0e+00		KO:K02952	small subunit ribosomal protein S13		No
643420618	180						0.0e+00		KO:K02986	small subunit ribosomal protein S4		No
643420619	139						0.0e+00		KO:K02948	small subunit ribosomal protein S11		No
643420620	260						0.0e+00		KO:K03047	DNA-directed RNA polymerase subunit D [EC:2.7.7.6]	EC:2.7.7.6	No
643420622	120						0.0e+00		KO:K02883	large subunit ribosomal protein L18e		No
643420623	142						0.0e+00		KO:K02871	large subunit ribosomal protein L13		No
643420624	135						0.0e+00		KO:K02996	small subunit ribosomal protein S9		No
643420625	65						0.0e+00		KO:K03058	DNA-directed RNA polymerase subunit N [EC:2.7.7.6]	EC:2.7.7.6	No
643420627	57						0.0e+00		KO:K03055	DNA-directed RNA polymerase subunit K [EC:2.7.7.6]	EC:2.7.7.6	No
643420628	341						0.0e+00		KO:K01689	enolase [EC:4.2.1.11]	EC:4.2.1.11	No
643420629	201						0.0e+00		KO:K02967	small subunit ribosomal protein S2		No
643420631	52						0.0e+00		KO:K02927	large subunit ribosomal protein L40e		No
643420639	238						0.0e+00		KO:K00759	adenine phosphoribosyltransferase [EC:2.4.2.7]	EC:2.4.2.7	No
643420640	166						0.0e+00		KO:K06940			No
643420642	448						0.0e+00		KO:K03106	signal recognition particle subunit SRP54		No
643420644	283						0.0e+00		KO:K09116	hypothetical protein		No
643420647	267						0.0e+00		KO:K00772	5'-methylthioadenosine phosphorylase [EC:2.4.2.28]	EC:2.4.2.28	No
643420652	277						0.0e+00		KO:K00757	uridine phosphorylase [EC:2.4.2.3]	EC:2.4.2.3	No
643420653	291						0.0e+00		KO:K06990			No
643420654	334						0.0e+00		KO:K00869	mevalonate kinase [EC:2.7.1.36]	EC:2.7.1.36	No
643420655	258						0.0e+00		KO:K06981			No
643420656	374						0.0e+00		KO:K01823	isopentenyl-diphosphate delta-isomerase [EC:5.3.3.2]	EC:5.3.3.2	No
643420657	440						0.0e+00		KO:K07021			No
643420658	342						0.0e+00		KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.1	No
643420658	342						0.0e+00		KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.10	No
643420658	342						0.0e+00		KO:K13787	geranylgeranyl diphosphate synthase, type I [EC:2.5.1.1 2.5.1.10 2.5.1.29]	EC:2.5.1.29	No
643420662	967						0.0e+00		KO:K01869	leucyl-tRNA synthetase [EC:6.1.1.4]	EC:6.1.1.4	No
643420664	356	74.8	1	356	1	356	0.0e+00	563.9	KO:K01271	Xaa-Pro dipeptidase [EC:3.4.13.9]	EC:3.4.13.9	Yes
643420665	194						0.0e+00		KO:K02877	large subunit ribosomal protein L15e		No
643420666	151						0.0e+00		KO:K07581	hypothetical protein		No
643420667	223						0.0e+00		KO:K03539	ribonuclease P/MRP protein subunit RPP1 [EC:3.1.26.5]	EC:3.1.26.5	No
643420668	443						0.0e+00		KO:K06001	tryptophan synthase beta chain [EC:4.2.1.20]	EC:4.2.1.20	No
643420671	138						0.0e+00		KO:K07722	CopG family transcriptional regulator, nickel-responsive regulator		No
643420675	105						0.0e+00		KO:K04751	nitrogen regulatory protein P-II 1		No
643420678	419						0.0e+00		KO:K00261	glutamate dehydrogenase (NAD(P)+) [EC:1.4.1.3]	EC:1.4.1.3	No
643420679	342						0.0e+00		KO:K01998	branched-chain amino acid transport system permease protein		No
643420680	301						0.0e+00		KO:K01997	branched-chain amino acid transport system permease protein		No
643420681	257						0.0e+00		KO:K01996	branched-chain amino acid transport system ATP-binding protein		No
643420682	255						0.0e+00		KO:K01995	branched-chain amino acid transport system ATP-binding protein		No
643420683	428						0.0e+00		KO:K01999	branched-chain amino acid transport system substrate-binding protein		No
643420684	387						0.0e+00		KO:K00939	adenylate kinase [EC:2.7.4.3]	EC:2.7.4.3	No
643420685	203						0.0e+00		KO:K03433	proteasome beta subunit [EC:3.4.25.1]	EC:3.4.25.1	No
643420686	648						0.0e+00		KO:K07041			No
643420687	444						0.0e+00		KO:K01733	threonine synthase [EC:4.2.3.1]	EC:4.2.3.1	No
643420689	227						0.0e+00		KO:K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]	EC:5.3.1.6	No
643420692	199						0.0e+00		KO:K09006	hypothetical protein		No
643420697	329						0.0e+00		KO:K07080			No
643420698	272						0.0e+00		KO:K09716	hypothetical protein		No
643420699	382						0.0e+00		KO:K03531	cell division protein FtsZ		No
643420700	61						0.0e+00		KO:K07342	protein transport protein SEC61 subunit gamma and related proteins		No
643420701	152						0.0e+00		KO:K02601	transcriptional antiterminator NusG		No
643420702	163						0.0e+00		KO:K02867	large subunit ribosomal protein L11		No
643420703	216						0.0e+00		KO:K02863	large subunit ribosomal protein L1		No
643420704	339						0.0e+00		KO:K02864	large subunit ribosomal protein L10		No
643420705	105						0.0e+00		KO:K02869	large subunit ribosomal protein L12		No
643420708	155						0.0e+00		KO:K01494	dCTP deaminase [EC:3.5.4.13]	EC:3.5.4.13	No
643420713	573						0.0e+00		KO:K01885	glutamyl-tRNA synthetase [EC:6.1.1.17]	EC:6.1.1.17	No
643420715	833						0.0e+00		KO:K00688	starch phosphorylase [EC:2.4.1.1]	EC:2.4.1.1	No
643420716	625						0.0e+00		KO:K01596	phosphoenolpyruvate carboxykinase (GTP) [EC:4.1.1.32]	EC:4.1.1.32	No
643420720	205						0.0e+00		KO:K00943	dTMP kinase [EC:2.7.4.9]	EC:2.7.4.9	No
643420724	245						0.0e+00		KO:K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	EC:3.1.4.46	No
643420725	249						0.0e+00		KO:K01126	glycerophosphoryl diester phosphodiesterase [EC:3.1.4.46]	EC:3.1.4.46	No
643420726	493						0.0e+00		KO:K00864	glycerol kinase [EC:2.7.1.30]	EC:2.7.1.30	No
