gene_oid	gene_length	query_start	query_end	evalue	bit_score	tigrfam_id	tigrfam_name
643420513	1308	1	515	3.0e-103	334.2	TIGR00592	DNA polymerase (pol2)
643420513	1308	1003	1027	2.7e-11	31.2	TIGR01443	intein C-terminal splicing region
643420513	1308	492	589	4.3e-15	44.3	TIGR01445	intein N-terminal splicing region
643420514	231	104	193	7.4e-10	26.5	TIGR01549	haloacid dehalogenase superfamily, subfamily IA, variant 1 with third motif having Dx(3-4)D or Dx(3-4)E
643420514	231	132	199	2.6e-10	27.7	TIGR01509	haloacid dehalogenase superfamily, subfamily IA, variant 3 with third motif having DD or ED
643420524	128	10	121	7.5e-15	41.3	TIGR00369	uncharacterized domain 1
643420533	638	24	629	0.0e+00	723.6	TIGR03336	indolepyruvate ferredoxin oxidoreductase, alpha subunit
643420540	260	8	235	8.8e-111	354.9	TIGR03633	proteasome endopeptidase complex, archaeal, alpha subunit
643420541	236	2	232	1.8e-95	304.8	TIGR00291	rRNA metabolism protein, SBDS family
643420543	249	9	238	3.3e-125	402	TIGR02065	archaeal exosome-like complex exonuclease 1
643420547	211	14	209	7.8e-65	204.8	TIGR00310	ZPR1 zinc finger domain
643420547	211	16	182	1.2e-72	229.7	TIGR00340	ZPR1-related zinc finger protein
643420551	375	23	369	0.0e+00	523.7	TIGR01109	sodium ion-translocating decarboxylase, beta subunit
643420553	128	4	90	3.1e-15	42.8	TIGR01195	sodium pump decarboxylases, gamma subunit
643420554	522	5	522	0.0e+00	990.3	TIGR01117	methylmalonyl-CoA decarboxylase alpha subunit
643420555	143	10	143	6.3e-54	167.6	TIGR00311	translation initiation factor aIF-2, beta subunit, putative
643420556	1157	336	433	3.6e-23	69.6	TIGR01445	intein N-terminal splicing region
643420556	1157	788	810	3.0e-12	33.7	TIGR01443	intein C-terminal splicing region
643420558	170	1	157	5.7e-43	132.8	TIGR00040	phosphoesterase, MJ0936 family
643420561	340	4	325	2.0e-130	420.7	TIGR03399	RNA 3'-phosphate cyclase
643420570	474	16	471	0.0e+00	659.1	TIGR01316	glutamate synthase (NADPH), homotetrameric
643420576	182	1	171	1.7e-69	219	TIGR00279	ribosomal protein L10.e
643420577	380	9	380	0.0e+00	484.4	TIGR01209	RNA ligase, Pab1020 family
643420579	347	5	346	0.0e+00	451.3	TIGR03626	archaeal ribosomal protein L3
643420580	255	1	253	8.8e-120	384.8	TIGR03672	50S ribosomal protein L4P
643420581	86	10	86	1.9e-43	133	TIGR03636	archaeal ribosomal protein L23
643420583	133	3	133	6.0e-70	220.4	TIGR01025	ribosomal protein S19(archaeal)/S15(eukaryotic)
643420583	133	33	123	2.6e-30	91.8	TIGR01050	ribosomal protein S19, bacterial/organelle
643420584	156	8	154	7.6e-71	223	TIGR01038	ribosomal protein L22(archaeal)/L17(eukaryotic/archaeal)
643420585	208	3	197	5.3e-98	313.5	TIGR01008	ribosomal protein S3, eukaryotic/archaeal type
643420585	208	4	189	2.5e-31	96.1	TIGR01009	ribosomal protein S3, bacterial type
643420586	66	5	61	2.5e-24	71.3	TIGR00012	ribosomal protein L29
643420587	98	2	97	9.1e-40	121.1	TIGR01158	translation initation factor SUI1, putative, prokaryotic
643420589	111	4	105	3.3e-51	157.8	TIGR03630	archaeal ribosomal protein S17P
643420590	141	10	141	3.0e-64	200.9	TIGR03673	50S ribosomal protein L14P
643420591	121	5	120	1.2e-61	192.4	TIGR01080	ribosomal protein L24p/L26e, archaeal/eukaryotic
643420596	184	8	177	1.7e-83	264.7	TIGR03653	archaeal ribosomal protein L6P
643420600	235	8	222	2.6e-109	349.6	TIGR01020	ribosomal protein S5(archaeal type)/S2(eukaryote cytosolic type)
643420601	155	4	155	2.0e-66	208.9	TIGR01309	50S ribosomal protein L30P, archaeal
643420603	481	27	472	3.0e-96	308.7	TIGR00967	preprotein translocase, SecY subunit
643420607	197	6	175	2.3e-65	206.8	TIGR02173	cytidylate kinase, putative
